
Intensity StdDev Ch=5 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
0.649674,,Surface,5,Image 1,1,0,
1.03296,,Surface,5,Image 1,1,1,
0.245655,,Surface,5,Image 1,1,2,
0.439862,,Surface,5,Image 1,1,3,
