
Volume Img=1
 ==================== 
Distance to Surface,Volume,Unit,Collection,Image,Time,ID,
2.788,85.7185,µm^3,Volume,Image 1,1,,
2.924,84.4176,µm^3,Volume,Image 1,1,,
3.06,83.2535,µm^3,Volume,Image 1,1,,
3.196,81.7316,µm^3,Volume,Image 1,1,,
3.332,80.1273,µm^3,Volume,Image 1,1,,
3.468,78.9202,µm^3,Volume,Image 1,1,,
3.604,76.6221,µm^3,Volume,Image 1,1,,
3.74,73.67,µm^3,Volume,Image 1,1,,
3.876,71.1513,µm^3,Volume,Image 1,1,,
4.012,68.3897,µm^3,Volume,Image 1,1,,
4.148,66.2062,µm^3,Volume,Image 1,1,,
4.284,64.2233,µm^3,Volume,Image 1,1,,
4.42,62.0714,µm^3,Volume,Image 1,1,,
4.556,60.3382,µm^3,Volume,Image 1,1,,
4.692,58.8983,µm^3,Volume,Image 1,1,,
4.828,57.3481,µm^3,Volume,Image 1,1,,
4.964,55.6728,µm^3,Volume,Image 1,1,,
5.1,54.0697,µm^3,Volume,Image 1,1,,
5.236,52.3644,µm^3,Volume,Image 1,1,,
5.372,51.3158,µm^3,Volume,Image 1,1,,
5.508,50.1589,µm^3,Volume,Image 1,1,,
5.644,49.0494,µm^3,Volume,Image 1,1,,
5.78,48.0467,µm^3,Volume,Image 1,1,,
5.916,46.7306,µm^3,Volume,Image 1,1,,
6.052,46.1521,µm^3,Volume,Image 1,1,,
6.188,45.5944,µm^3,Volume,Image 1,1,,
6.324,45.0857,µm^3,Volume,Image 1,1,,
6.46,44.4617,µm^3,Volume,Image 1,1,,
6.596,43.9267,µm^3,Volume,Image 1,1,,
6.732,43.8891,µm^3,Volume,Image 1,1,,
6.868,43.7565,µm^3,Volume,Image 1,1,,
7.004,43.4899,µm^3,Volume,Image 1,1,,
7.14,42.9089,µm^3,Volume,Image 1,1,,
7.276,42.0034,µm^3,Volume,Image 1,1,,
7.412,41.0363,µm^3,Volume,Image 1,1,,
7.548,40.8073,µm^3,Volume,Image 1,1,,
7.684,40.637,µm^3,Volume,Image 1,1,,
7.82,40.3108,µm^3,Volume,Image 1,1,,
7.956,39.8723,µm^3,Volume,Image 1,1,,
8.092,39.0074,µm^3,Volume,Image 1,1,,
8.228,38.5071,µm^3,Volume,Image 1,1,,
8.364,38.445,µm^3,Volume,Image 1,1,,
8.5,37.8763,µm^3,Volume,Image 1,1,,
8.636,37.559,µm^3,Volume,Image 1,1,,
8.772,36.5466,µm^3,Volume,Image 1,1,,
8.908,35.8697,µm^3,Volume,Image 1,1,,
9.044,35.8664,µm^3,Volume,Image 1,1,,
9.18,35.4945,µm^3,Volume,Image 1,1,,
9.316,35.3319,µm^3,Volume,Image 1,1,,
9.452,34.7154,µm^3,Volume,Image 1,1,,
9.588,34.5287,µm^3,Volume,Image 1,1,,
9.724,34.7408,µm^3,Volume,Image 1,1,,
9.86,34.6089,µm^3,Volume,Image 1,1,,
9.996,34.7817,µm^3,Volume,Image 1,1,,
10.132,34.3808,µm^3,Volume,Image 1,1,,
10.268,34.3888,µm^3,Volume,Image 1,1,,
10.404,33.9705,µm^3,Volume,Image 1,1,,
10.54,33.7783,µm^3,Volume,Image 1,1,,
10.676,34.0884,µm^3,Volume,Image 1,1,,
10.812,33.7753,µm^3,Volume,Image 1,1,,
10.948,33.766,µm^3,Volume,Image 1,1,,
11.084,33.3194,µm^3,Volume,Image 1,1,,
11.22,33.3367,µm^3,Volume,Image 1,1,,
11.356,33.7732,µm^3,Volume,Image 1,1,,
11.492,33.7377,µm^3,Volume,Image 1,1,,
11.628,33.7331,µm^3,Volume,Image 1,1,,
11.764,33.1656,µm^3,Volume,Image 1,1,,
11.9,33.0494,µm^3,Volume,Image 1,1,,
12.036,33.4183,µm^3,Volume,Image 1,1,,
12.172,33.1508,µm^3,Volume,Image 1,1,,
12.308,33.2079,µm^3,Volume,Image 1,1,,
12.444,32.7444,µm^3,Volume,Image 1,1,,
12.58,32.7756,µm^3,Volume,Image 1,1,,
12.716,33.0925,µm^3,Volume,Image 1,1,,
12.852,32.9311,µm^3,Volume,Image 1,1,,
12.988,33.1728,µm^3,Volume,Image 1,1,,
13.124,32.7207,µm^3,Volume,Image 1,1,,
13.26,32.6358,µm^3,Volume,Image 1,1,,
13.396,32.9353,µm^3,Volume,Image 1,1,,
13.532,32.6683,µm^3,Volume,Image 1,1,,
13.668,32.8399,µm^3,Volume,Image 1,1,,
13.804,32.6582,µm^3,Volume,Image 1,1,,
13.94,32.6518,µm^3,Volume,Image 1,1,,
14.076,32.2737,µm^3,Volume,Image 1,1,,
14.212,32.3523,µm^3,Volume,Image 1,1,,
14.348,32.8382,µm^3,Volume,Image 1,1,,
14.484,32.5808,µm^3,Volume,Image 1,1,,
14.62,32.7469,µm^3,Volume,Image 1,1,,
14.756,32.242,µm^3,Volume,Image 1,1,,
14.892,32.1533,µm^3,Volume,Image 1,1,,
15.028,32.4211,µm^3,Volume,Image 1,1,,
15.164,32.2382,µm^3,Volume,Image 1,1,,
15.3,32.2754,µm^3,Volume,Image 1,1,,
15.436,31.7257,µm^3,Volume,Image 1,1,,
15.572,31.2579,µm^3,Volume,Image 1,1,,
15.708,30.9157,µm^3,Volume,Image 1,1,,
15.844,29.9963,µm^3,Volume,Image 1,1,,
15.98,29.0693,µm^3,Volume,Image 1,1,,
16.116,27.3623,µm^3,Volume,Image 1,1,,
16.252,27.0104,µm^3,Volume,Image 1,1,,
16.388,26.2629,µm^3,Volume,Image 1,1,,
16.524,25.0047,µm^3,Volume,Image 1,1,,
16.66,24.9366,µm^3,Volume,Image 1,1,,
16.796,24.4613,µm^3,Volume,Image 1,1,,
16.932,23.5533,µm^3,Volume,Image 1,1,,
17.068,23.8001,µm^3,Volume,Image 1,1,,
17.204,23.9082,µm^3,Volume,Image 1,1,,
17.34,23.266,µm^3,Volume,Image 1,1,,
17.476,22.3859,µm^3,Volume,Image 1,1,,
17.612,22.5967,µm^3,Volume,Image 1,1,,
17.748,22.3288,µm^3,Volume,Image 1,1,,
17.884,21.7217,µm^3,Volume,Image 1,1,,
18.02,22.0187,µm^3,Volume,Image 1,1,,
18.156,21.9482,µm^3,Volume,Image 1,1,,
18.292,21.5354,µm^3,Volume,Image 1,1,,
18.428,20.9236,µm^3,Volume,Image 1,1,,
18.564,21.172,µm^3,Volume,Image 1,1,,
18.7,21.1564,µm^3,Volume,Image 1,1,,
18.836,20.4537,µm^3,Volume,Image 1,1,,
18.972,20.5323,µm^3,Volume,Image 1,1,,
19.108,20.3946,µm^3,Volume,Image 1,1,,
19.244,19.833,µm^3,Volume,Image 1,1,,
19.38,20.0156,µm^3,Volume,Image 1,1,,
19.516,20.0219,µm^3,Volume,Image 1,1,,
19.652,19.6611,µm^3,Volume,Image 1,1,,
19.788,19.0898,µm^3,Volume,Image 1,1,,
19.924,19.348,µm^3,Volume,Image 1,1,,
20.06,19.3176,µm^3,Volume,Image 1,1,,
20.196,18.6014,µm^3,Volume,Image 1,1,,
20.332,19.0087,µm^3,Volume,Image 1,1,,
20.468,19.0112,µm^3,Volume,Image 1,1,,
20.604,18.56,µm^3,Volume,Image 1,1,,
20.74,17.9414,µm^3,Volume,Image 1,1,,
20.876,18.1451,µm^3,Volume,Image 1,1,,
21.012,17.9613,µm^3,Volume,Image 1,1,,
21.148,17.39,µm^3,Volume,Image 1,1,,
21.284,17.6271,µm^3,Volume,Image 1,1,,
21.42,17.4885,µm^3,Volume,Image 1,1,,
21.556,17.0651,µm^3,Volume,Image 1,1,,
21.692,17.4957,µm^3,Volume,Image 1,1,,
21.828,17.3972,µm^3,Volume,Image 1,1,,
21.964,16.9793,µm^3,Volume,Image 1,1,,
22.1,16.4267,µm^3,Volume,Image 1,1,,
22.236,16.523,µm^3,Volume,Image 1,1,,
22.372,16.2598,µm^3,Volume,Image 1,1,,
22.508,15.8292,µm^3,Volume,Image 1,1,,
22.644,16.0012,µm^3,Volume,Image 1,1,,
22.78,15.8711,µm^3,Volume,Image 1,1,,
22.916,15.6032,µm^3,Volume,Image 1,1,,
23.052,16.0097,µm^3,Volume,Image 1,1,,
23.188,15.8183,µm^3,Volume,Image 1,1,,
23.324,15.424,µm^3,Volume,Image 1,1,,
23.46,14.8951,µm^3,Volume,Image 1,1,,
23.596,14.9149,µm^3,Volume,Image 1,1,,
23.732,14.8106,µm^3,Volume,Image 1,1,,
23.868,14.4307,µm^3,Volume,Image 1,1,,
24.004,14.5803,µm^3,Volume,Image 1,1,,
24.14,14.6525,µm^3,Volume,Image 1,1,,
24.276,14.4341,µm^3,Volume,Image 1,1,,
24.412,13.6423,µm^3,Volume,Image 1,1,,
