
Spine Position X
 ==================== 
Spine Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-20758.8,µm,Spine,Spine Position,2,1,1,100000003,610000005257,
-20746.3,µm,Spine,Spine Position,0,1,1,100000000,610000005259,
-20783.9,µm,Spine,Spine Position,6,3,1,100000001,610000005261,
-20746.3,µm,Spine,Spine Position,0,1,1,100000000,610000005266,
-20753.8,µm,Spine,Spine Position,0,1,1,100000003,610000005268,
-20745.6,µm,Spine,Spine Position,1,2,1,100000000,610000005270,
-20778.7,µm,Spine,Spine Position,7,3,1,100000002,610000005272,
-20790.9,µm,Spine,Spine Position,7,3,1,100000002,610000005274,
-20789.4,µm,Spine,Spine Position,4,2,1,100000001,610000005276,
-20752.3,µm,Spine,Spine Position,4,2,1,100000000,610000005278,
-20787.5,µm,Spine,Spine Position,5,2,1,100000001,610000005282,
-20786.7,µm,Spine,Spine Position,3,2,1,100000001,610000005286,
-20792.9,µm,Spine,Spine Position,0,1,1,100000001,610000005288,
-20756.3,µm,Spine,Spine Position,3,1,1,100000003,610000005290,
-20746.3,µm,Spine,Spine Position,0,1,1,100000000,610000005300,
-20756.9,µm,Spine,Spine Position,4,1,1,100000003,610000005304,
-20793.8,µm,Spine,Spine Position,0,1,1,100000001,610000005306,
-20783,µm,Spine,Spine Position,0,1,1,100000002,610000005308,
-20786.4,µm,Spine,Spine Position,2,1,1,100000001,610000005310,
-20776.9,µm,Spine,Spine Position,1,2,1,100000002,610000005312,
-20774.8,µm,Spine,Spine Position,4,2,1,100000002,610000005316,
-20756.6,µm,Spine,Spine Position,3,1,1,100000003,610000005319,
-20747,µm,Spine,Spine Position,0,1,1,100000000,610000005321,
-20769.2,µm,Spine,Spine Position,8,4,1,100000002,610000005324,
-20758.2,µm,Spine,Spine Position,1,1,1,100000003,610000005327,
-20761.7,µm,Spine,Spine Position,3,1,1,100000003,610000005331,
-20750.3,µm,Spine,Spine Position,1,1,1,100000000,610000005333,
-20789.4,µm,Spine,Spine Position,3,2,1,100000001,610000005336,
-20793.7,µm,Spine,Spine Position,0,1,1,100000001,610000005340,
-20757.2,µm,Spine,Spine Position,3,2,1,100000003,610000005342,
-20747.8,µm,Spine,Spine Position,0,1,1,100000000,610000005344,
-20765.1,µm,Spine,Spine Position,6,1,1,100000003,610000005346,
-20748,µm,Spine,Spine Position,0,1,1,100000000,610000005349,
-20790.2,µm,Spine,Spine Position,2,2,1,100000001,610000005352,
-20775.5,µm,Spine,Spine Position,3,1,1,100000002,610000005357,
-20786.4,µm,Spine,Spine Position,3,2,1,100000002,610000005359,
-20793.7,µm,Spine,Spine Position,0,1,1,100000001,610000005361,
-20779.4,µm,Spine,Spine Position,0,1,1,100000002,610000005363,
-20754.7,µm,Spine,Spine Position,5,2,1,100000003,610000005366,
-20765.2,µm,Spine,Spine Position,6,1,1,100000003,610000005370,
-20787.6,µm,Spine,Spine Position,5,2,1,100000001,610000005372,
-20787.5,µm,Spine,Spine Position,3,2,1,100000001,610000005374,
-20787.5,µm,Spine,Spine Position,3,3,1,100000001,610000005376,
-20756.9,µm,Spine,Spine Position,4,1,1,100000003,610000005379,
-20756.5,µm,Spine,Spine Position,3,2,1,100000003,610000005382,
-20792.5,µm,Spine,Spine Position,0,1,1,100000001,610000005384,
-20761.9,µm,Spine,Spine Position,5,3,1,100000003,610000005389,
-20755.6,µm,Spine,Spine Position,8,3,1,100000000,610000005392,
-20792.3,µm,Spine,Spine Position,0,1,1,100000001,610000005394,
-20746.2,µm,Spine,Spine Position,0,1,1,100000000,610000005398,
-20761.6,µm,Spine,Spine Position,5,3,1,100000003,610000005400,
-20756.1,µm,Spine,Spine Position,3,2,1,100000003,610000005402,
-20746.1,µm,Spine,Spine Position,0,1,1,100000000,610000005410,
-20791.2,µm,Spine,Spine Position,4,3,1,100000001,610000005412,
-20748.2,µm,Spine,Spine Position,0,1,1,100000000,610000005421,
-20746,µm,Spine,Spine Position,0,1,1,100000000,610000005425,
-20793.8,µm,Spine,Spine Position,0,1,1,100000001,610000005427,
-20762.4,µm,Spine,Spine Position,5,1,1,100000003,610000005434,
-20775.4,µm,Spine,Spine Position,3,1,1,100000002,610000005438,
-20793,µm,Spine,Spine Position,0,1,1,100000001,610000005445,
-20745.9,µm,Spine,Spine Position,0,1,1,100000000,610000005447,
-20748.3,µm,Spine,Spine Position,0,1,1,100000000,610000005451,
-20747.4,µm,Spine,Spine Position,0,1,1,100000000,610000005455,
-20761.6,µm,Spine,Spine Position,2,1,1,100000003,610000005464,
-20792.4,µm,Spine,Spine Position,0,1,1,100000001,610000005472,
-20761.4,µm,Spine,Spine Position,5,3,1,100000003,610000005476,
-20774.6,µm,Spine,Spine Position,5,2,1,100000002,610000005481,
-20755.6,µm,Spine,Spine Position,8,3,1,100000000,610000005529,
-20752.8,µm,Spine,Spine Position,8,3,1,100000000,610000005530,
-20752.8,µm,Spine,Spine Position,8,3,1,100000000,610000005531,
-20752.3,µm,Spine,Spine Position,7,4,1,100000000,610000005532,
-20747.9,µm,Spine,Spine Position,0,1,1,100000000,610000005533,
-20745.1,µm,Spine,Spine Position,1,2,1,100000000,610000005536,
-20745.4,µm,Spine,Spine Position,0,1,1,100000000,610000005537,
-20747.1,µm,Spine,Spine Position,0,1,1,100000000,610000005539,
-20747,µm,Spine,Spine Position,0,1,1,100000000,610000005540,
-20747.1,µm,Spine,Spine Position,0,1,1,100000000,610000005541,
-20786.7,µm,Spine,Spine Position,6,3,1,100000001,610000005542,
-20787.6,µm,Spine,Spine Position,5,2,1,100000001,610000005543,
-20789.7,µm,Spine,Spine Position,2,2,1,100000001,610000005544,
-20789.7,µm,Spine,Spine Position,2,2,1,100000001,610000005545,
-20790.1,µm,Spine,Spine Position,2,2,1,100000001,610000005546,
-20790.1,µm,Spine,Spine Position,2,2,1,100000001,610000005547,
-20784,µm,Spine,Spine Position,6,3,1,100000001,610000005548,
-20784.4,µm,Spine,Spine Position,5,3,1,100000001,610000005549,
-20785.1,µm,Spine,Spine Position,4,2,1,100000001,610000005550,
-20785.9,µm,Spine,Spine Position,3,2,1,100000001,610000005551,
-20786.8,µm,Spine,Spine Position,3,2,1,100000001,610000005552,
-20787.4,µm,Spine,Spine Position,3,2,1,100000001,610000005553,
-20788,µm,Spine,Spine Position,3,3,1,100000001,610000005554,
-20788.3,µm,Spine,Spine Position,2,2,1,100000001,610000005555,
-20788.3,µm,Spine,Spine Position,2,2,1,100000001,610000005556,
-20789.5,µm,Spine,Spine Position,1,1,1,100000001,610000005557,
-20790.2,µm,Spine,Spine Position,0,1,1,100000001,610000005558,
-20792,µm,Spine,Spine Position,0,1,1,100000001,610000005559,
-20792.2,µm,Spine,Spine Position,0,1,1,100000001,610000005560,
-20788.4,µm,Spine,Spine Position,3,1,1,100000001,610000005563,
-20793.1,µm,Spine,Spine Position,0,1,1,100000001,610000005564,
-20788,µm,Spine,Spine Position,3,3,1,100000001,610000005565,
-20788,µm,Spine,Spine Position,1,1,1,100000001,610000005566,
-20775.8,µm,Spine,Spine Position,8,4,1,100000002,610000005568,
-20776.8,µm,Spine,Spine Position,9,3,1,100000002,610000005569,
-20779.9,µm,Spine,Spine Position,5,3,1,100000002,610000005570,
-20780.7,µm,Spine,Spine Position,3,2,1,100000002,610000005571,
-20781.9,µm,Spine,Spine Position,2,2,1,100000002,610000005572,
-20783.2,µm,Spine,Spine Position,2,1,1,100000002,610000005573,
-20783.2,µm,Spine,Spine Position,2,1,1,100000002,610000005574,
-20792.2,µm,Spine,Spine Position,8,2,1,100000002,610000005575,
-20792.2,µm,Spine,Spine Position,8,2,1,100000002,610000005576,
-20793.7,µm,Spine,Spine Position,7,3,1,100000002,610000005577,
-20790.2,µm,Spine,Spine Position,4,3,1,100000002,610000005578,
-20788.8,µm,Spine,Spine Position,4,3,1,100000002,610000005579,
-20788.9,µm,Spine,Spine Position,4,4,1,100000002,610000005580,
-20788.7,µm,Spine,Spine Position,4,3,1,100000002,610000005581,
-20788.7,µm,Spine,Spine Position,3,3,1,100000002,610000005582,
-20788,µm,Spine,Spine Position,3,3,1,100000002,610000005583,
-20784.2,µm,Spine,Spine Position,1,1,1,100000002,610000005584,
-20786.2,µm,Spine,Spine Position,3,2,1,100000002,610000005585,
-20784.2,µm,Spine,Spine Position,1,2,1,100000002,610000005586,
-20783.2,µm,Spine,Spine Position,2,1,1,100000002,610000005587,
-20767.6,µm,Spine,Spine Position,10,5,1,100000002,610000005589,
-20766.2,µm,Spine,Spine Position,11,5,1,100000002,610000005590,
-20766.4,µm,Spine,Spine Position,11,4,1,100000002,610000005591,
-20766.5,µm,Spine,Spine Position,11,4,1,100000002,610000005592,
-20769.7,µm,Spine,Spine Position,6,4,1,100000002,610000005593,
-20769.3,µm,Spine,Spine Position,8,3,1,100000002,610000005594,
-20773.8,µm,Spine,Spine Position,6,3,1,100000002,610000005595,
-20776.8,µm,Spine,Spine Position,2,2,1,100000002,610000005596,
-20776.7,µm,Spine,Spine Position,2,2,1,100000002,610000005597,
-20770.7,µm,Spine,Spine Position,5,1,1,100000002,610000005598,
-20771,µm,Spine,Spine Position,5,2,1,100000002,610000005599,
-20771.6,µm,Spine,Spine Position,4,1,1,100000002,610000005600,
-20774.8,µm,Spine,Spine Position,3,1,1,100000002,610000005601,
-20775.1,µm,Spine,Spine Position,3,1,1,100000002,610000005602,
-20775.5,µm,Spine,Spine Position,3,1,1,100000002,610000005603,
-20776.3,µm,Spine,Spine Position,2,1,1,100000002,610000005604,
-20777.4,µm,Spine,Spine Position,1,1,1,100000002,610000005605,
-20778,µm,Spine,Spine Position,0,1,1,100000002,610000005606,
-20780.4,µm,Spine,Spine Position,0,1,1,100000002,610000005608,
-20780.4,µm,Spine,Spine Position,0,1,1,100000002,610000005609,
-20752.8,µm,Spine,Spine Position,7,2,1,100000003,610000005610,
-20761,µm,Spine,Spine Position,6,2,1,100000003,610000005611,
-20760.5,µm,Spine,Spine Position,6,2,1,100000003,610000005612,
-20754.2,µm,Spine,Spine Position,6,1,1,100000003,610000005613,
-20754.8,µm,Spine,Spine Position,6,1,1,100000003,610000005614,
-20755,µm,Spine,Spine Position,6,1,1,100000003,610000005615,
-20758,µm,Spine,Spine Position,2,1,1,100000003,610000005616,
-20758.7,µm,Spine,Spine Position,2,2,1,100000003,610000005617,
-20758.9,µm,Spine,Spine Position,1,1,1,100000003,610000005618,
-20761.4,µm,Spine,Spine Position,1,2,1,100000003,610000005619,
-20770.1,µm,Spine,Spine Position,9,2,1,100000003,610000005621,
-20768,µm,Spine,Spine Position,7,1,1,100000003,610000005622,
-20766.3,µm,Spine,Spine Position,7,1,1,100000003,610000005623,
-20761.5,µm,Spine,Spine Position,5,3,1,100000003,610000005624,
-20761.5,µm,Spine,Spine Position,5,3,1,100000003,610000005625,
-20761.4,µm,Spine,Spine Position,5,3,1,100000003,610000005626,
-20761.8,µm,Spine,Spine Position,3,1,1,100000003,610000005627,
-20762.1,µm,Spine,Spine Position,3,2,1,100000003,610000005628,
-20762.4,µm,Spine,Spine Position,2,2,1,100000003,610000005629,
-20757.1,µm,Spine,Spine Position,3,2,1,100000003,610000005630,
-20757.3,µm,Spine,Spine Position,5,2,1,100000003,610000005631,
-20757.3,µm,Spine,Spine Position,5,2,1,100000003,610000005632,
-20757.6,µm,Spine,Spine Position,3,1,1,100000003,610000005633,
-20766.1,µm,Spine,Spine Position,4,2,1,100000003,610000005634,
-20765.2,µm,Spine,Spine Position,4,2,1,100000003,610000005635,
-20762.8,µm,Spine,Spine Position,2,2,1,100000003,610000005636,
-20763.5,µm,Spine,Spine Position,2,1,1,100000003,610000005637,
-20762.9,µm,Spine,Spine Position,2,1,1,100000003,610000005638,
-20761.9,µm,Spine,Spine Position,1,1,1,100000003,610000005639,
-20760,µm,Spine,Spine Position,0,1,1,100000003,610000005640,
-20754.3,µm,Spine,Spine Position,0,1,1,100000003,610000005641,
-20755.4,µm,Spine,Spine Position,0,1,1,100000003,610000005642,
-20755.4,µm,Spine,Spine Position,0,1,1,100000003,610000005643,
-20755.7,µm,Spine,Spine Position,0,1,1,100000003,610000005644,
