
Spine Center Intensity Mean Ch=2 Img=1
 ==================== 
Spine Center Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
69.5714,,Spine,2,0,Image 1,1,1,100000001,610000005064,
72.3333,,Spine,2,0,Image 1,1,1,100000001,610000005082,
59.75,,Spine,2,0,Image 1,1,1,100000001,610000005095,
81.5,,Spine,2,4,Image 1,3,1,100000001,610000005100,
60.25,,Spine,2,0,Image 1,1,1,100000001,610000005112,
76.8333,,Spine,2,4,Image 1,3,1,100000001,610000005117,
78,,Spine,2,1,Image 1,1,1,100000001,610000005121,
71,,Spine,2,4,Image 1,3,1,100000001,610000005124,
55.5,,Spine,2,2,Image 1,2,1,100000003,610000005131,
55.5714,,Spine,2,2,Image 1,2,1,100000003,610000005137,
80.2857,,Spine,2,0,Image 1,1,1,100000002,610000005144,
49.25,,Spine,2,0,Image 1,1,1,100000001,610000005150,
34.75,,Spine,2,4,Image 1,2,1,100000002,610000005153,
46,,Spine,2,5,Image 1,2,1,100000003,610000005156,
46.6667,,Spine,2,7,Image 1,1,1,100000003,610000005158,
79,,Spine,2,0,Image 1,1,1,100000000,610000005166,
64,,Spine,2,2,Image 1,2,1,100000001,610000005169,
48,,Spine,2,6,Image 1,3,1,100000002,610000005172,
57.75,,Spine,2,7,Image 1,4,1,100000000,610000005175,
41.6667,,Spine,2,11,Image 1,5,1,100000002,610000005177,
84.8,,Spine,2,1,Image 1,1,1,100000003,610000005181,
95.8571,,Spine,2,3,Image 1,2,1,100000001,610000005187,
70,,Spine,2,0,Image 1,1,1,100000000,610000005191,
74.8,,Spine,2,0,Image 1,1,1,100000002,610000005195,
60.5,,Spine,2,0,Image 1,1,1,100000001,610000005197,
64.75,,Spine,2,1,Image 1,2,1,100000000,610000005200,
89.5714,,Spine,2,4,Image 1,1,1,100000003,610000005206,
44.25,,Spine,2,2,Image 1,2,1,100000002,610000005209,
74.8333,,Spine,2,5,Image 1,2,1,100000003,610000005215,
49,,Spine,2,5,Image 1,1,1,100000003,610000005217,
52.75,,Spine,2,5,Image 1,1,1,100000003,610000005220,
61,,Spine,2,0,Image 1,1,1,100000000,610000005222,
77.5,,Spine,2,0,Image 1,1,1,100000000,610000005226,
70.25,,Spine,2,7,Image 1,3,1,100000002,610000005229,
80.4,,Spine,2,2,Image 1,1,1,100000003,610000005233,
41.25,,Spine,2,5,Image 1,3,1,100000001,610000005236,
45.75,,Spine,2,8,Image 1,3,1,100000002,610000005239,
62.25,,Spine,2,4,Image 1,3,1,100000002,610000005243,
72.3333,,Spine,2,7,Image 1,3,1,100000002,610000005245,
52.6667,,Spine,2,4,Image 1,3,1,100000001,610000005247,
64.2,,Spine,2,3,Image 1,1,1,100000001,610000005251,
113.6,,Spine,2,0,Image 1,1,1,100000000,610000005255,
83.6667,,Spine,2,2,Image 1,1,1,100000003,610000005257,
45,,Spine,2,0,Image 1,1,1,100000000,610000005259,
46.6667,,Spine,2,6,Image 1,3,1,100000001,610000005261,
108,,Spine,2,0,Image 1,1,1,100000000,610000005266,
56.6667,,Spine,2,0,Image 1,1,1,100000003,610000005268,
87,,Spine,2,1,Image 1,2,1,100000000,610000005270,
36,,Spine,2,7,Image 1,3,1,100000002,610000005272,
61.6667,,Spine,2,7,Image 1,3,1,100000002,610000005274,
52.6667,,Spine,2,4,Image 1,2,1,100000001,610000005276,
63.3333,,Spine,2,4,Image 1,2,1,100000000,610000005278,
115.6,,Spine,2,5,Image 1,2,1,100000001,610000005282,
100,,Spine,2,3,Image 1,2,1,100000001,610000005286,
52.3333,,Spine,2,0,Image 1,1,1,100000001,610000005288,
84.3333,,Spine,2,3,Image 1,1,1,100000003,610000005290,
116.75,,Spine,2,0,Image 1,1,1,100000000,610000005300,
117,,Spine,2,4,Image 1,1,1,100000003,610000005304,
92.5,,Spine,2,0,Image 1,1,1,100000001,610000005306,
68,,Spine,2,0,Image 1,1,1,100000002,610000005308,
83.6667,,Spine,2,2,Image 1,1,1,100000001,610000005310,
78,,Spine,2,1,Image 1,2,1,100000002,610000005312,
111.6,,Spine,2,4,Image 1,2,1,100000002,610000005316,
91.75,,Spine,2,3,Image 1,1,1,100000003,610000005319,
85,,Spine,2,0,Image 1,1,1,100000000,610000005321,
73,,Spine,2,8,Image 1,4,1,100000002,610000005324,
72.75,,Spine,2,1,Image 1,1,1,100000003,610000005327,
97.75,,Spine,2,3,Image 1,1,1,100000003,610000005331,
75.6667,,Spine,2,1,Image 1,1,1,100000000,610000005333,
100,,Spine,2,3,Image 1,2,1,100000001,610000005336,
70.5,,Spine,2,0,Image 1,1,1,100000001,610000005340,
125,,Spine,2,5,Image 1,2,1,100000003,610000005342,
87,,Spine,2,0,Image 1,1,1,100000000,610000005344,
84.6667,,Spine,2,6,Image 1,1,1,100000003,610000005346,
91,,Spine,2,0,Image 1,1,1,100000000,610000005349,
83.75,,Spine,2,2,Image 1,2,1,100000001,610000005352,
81,,Spine,2,3,Image 1,1,1,100000002,610000005357,
86,,Spine,2,3,Image 1,2,1,100000002,610000005359,
71.5,,Spine,2,0,Image 1,1,1,100000001,610000005361,
87.5,,Spine,2,0,Image 1,1,1,100000002,610000005363,
69.6667,,Spine,2,5,Image 1,2,1,100000003,610000005366,
97.6667,,Spine,2,6,Image 1,1,1,100000003,610000005370,
147.333,,Spine,2,5,Image 1,2,1,100000001,610000005372,
128.667,,Spine,2,3,Image 1,2,1,100000001,610000005374,
60.3333,,Spine,2,3,Image 1,3,1,100000001,610000005376,
124,,Spine,2,4,Image 1,1,1,100000003,610000005379,
133.5,,Spine,2,5,Image 1,2,1,100000003,610000005382,
95,,Spine,2,0,Image 1,1,1,100000001,610000005384,
71,,Spine,2,5,Image 1,3,1,100000003,610000005389,
96.5,,Spine,2,8,Image 1,3,1,100000000,610000005392,
124,,Spine,2,0,Image 1,1,1,100000001,610000005394,
113,,Spine,2,0,Image 1,1,1,100000000,610000005398,
81.6667,,Spine,2,5,Image 1,3,1,100000003,610000005400,
131.5,,Spine,2,5,Image 1,2,1,100000003,610000005402,
82,,Spine,2,0,Image 1,1,1,100000000,610000005410,
148.333,,Spine,2,4,Image 1,3,1,100000001,610000005412,
132.333,,Spine,2,0,Image 1,1,1,100000000,610000005421,
125,,Spine,2,0,Image 1,1,1,100000000,610000005425,
99.5,,Spine,2,0,Image 1,1,1,100000001,610000005427,
86.3333,,Spine,2,5,Image 1,1,1,100000003,610000005434,
123.667,,Spine,2,3,Image 1,1,1,100000002,610000005438,
81,,Spine,2,0,Image 1,1,1,100000001,610000005445,
134.5,,Spine,2,0,Image 1,1,1,100000000,610000005447,
128,,Spine,2,0,Image 1,1,1,100000000,610000005451,
147,,Spine,2,0,Image 1,1,1,100000000,610000005455,
99.6667,,Spine,2,2,Image 1,1,1,100000003,610000005464,
153.5,,Spine,2,0,Image 1,1,1,100000001,610000005472,
105.667,,Spine,2,5,Image 1,3,1,100000003,610000005476,
92.3333,,Spine,2,5,Image 1,2,1,100000002,610000005481,
125.5,,Spine,2,8,Image 1,3,1,100000000,610000005529,
66,,Spine,2,8,Image 1,3,1,100000000,610000005530,
92,,Spine,2,8,Image 1,3,1,100000000,610000005531,
74,,Spine,2,7,Image 1,4,1,100000000,610000005532,
147,,Spine,2,0,Image 1,1,1,100000000,610000005533,
141,,Spine,2,1,Image 1,2,1,100000000,610000005536,
104,,Spine,2,0,Image 1,1,1,100000000,610000005537,
148,,Spine,2,0,Image 1,1,1,100000000,610000005539,
115.5,,Spine,2,0,Image 1,1,1,100000000,610000005540,
118.5,,Spine,2,0,Image 1,1,1,100000000,610000005541,
80,,Spine,2,6,Image 1,3,1,100000001,610000005542,
122.5,,Spine,2,5,Image 1,2,1,100000001,610000005543,
92.5,,Spine,2,2,Image 1,2,1,100000001,610000005544,
119,,Spine,2,2,Image 1,2,1,100000001,610000005545,
96.5,,Spine,2,2,Image 1,2,1,100000001,610000005546,
138,,Spine,2,2,Image 1,2,1,100000001,610000005547,
114,,Spine,2,6,Image 1,3,1,100000001,610000005548,
90,,Spine,2,5,Image 1,3,1,100000001,610000005549,
99,,Spine,2,4,Image 1,2,1,100000001,610000005550,
148,,Spine,2,3,Image 1,2,1,100000001,610000005551,
114.5,,Spine,2,3,Image 1,2,1,100000001,610000005552,
89,,Spine,2,3,Image 1,2,1,100000001,610000005553,
89,,Spine,2,3,Image 1,3,1,100000001,610000005554,
64,,Spine,2,2,Image 1,2,1,100000001,610000005555,
73,,Spine,2,2,Image 1,2,1,100000001,610000005556,
81.5,,Spine,2,1,Image 1,1,1,100000001,610000005557,
134.5,,Spine,2,0,Image 1,1,1,100000001,610000005558,
116.5,,Spine,2,0,Image 1,1,1,100000001,610000005559,
136,,Spine,2,0,Image 1,1,1,100000001,610000005560,
84,,Spine,2,3,Image 1,1,1,100000001,610000005563,
60,,Spine,2,0,Image 1,1,1,100000001,610000005564,
