
Segment Center Number of Voxel Ch=5 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
5,,Segment,5,5,Image 1,2,1,100000002,510000000704,
32,,Segment,5,4,Image 1,2,1,100000002,510000000735,
20,,Segment,5,3,Image 1,2,1,100000002,510000000754,
31,,Segment,5,2,Image 1,2,1,100000002,510000000784,
7,,Segment,5,1,Image 1,1,1,100000002,510000000790,
4,,Segment,5,0,Image 1,1,1,100000002,510000000796,
35,,Segment,5,10,Image 1,5,1,100000002,510000000830,
12,,Segment,5,8,Image 1,4,1,100000002,510000000842,
8,,Segment,5,7,Image 1,4,1,100000002,510000000849,
20,,Segment,5,6,Image 1,4,1,100000002,510000000868,
6,,Segment,5,5,Image 1,3,1,100000002,510000000873,
7,,Segment,5,4,Image 1,2,1,100000002,510000000879,
61,,Segment,5,3,Image 1,1,1,100000002,510000000939,
10,,Segment,5,2,Image 1,1,1,100000002,510000000948,
16,,Segment,5,1,Image 1,1,1,100000002,510000000963,
35,,Segment,5,0,Image 1,1,1,100000002,510000001008,
14,,Segment,5,11,Image 1,5,1,100000002,510000001039,
4,,Segment,5,10,Image 1,4,1,100000002,510000001042,
11,,Segment,5,7,Image 1,4,1,100000002,510000001053,
4,,Segment,5,6,Image 1,3,1,100000002,510000001056,
47,,Segment,5,5,Image 1,3,1,100000002,510000001102,
29,,Segment,5,4,Image 1,3,1,100000002,510000001130,
32,,Segment,5,3,Image 1,3,1,100000002,510000001161,
8,,Segment,5,6,Image 1,4,1,100000002,510000001168,
9,,Segment,5,7,Image 1,3,1,100000002,510000001176,
7,,Segment,5,11,Image 1,4,1,100000002,510000001182,
7,,Segment,5,6,Image 1,2,1,100000002,510000001188,
80,,Segment,5,5,Image 1,1,1,100000002,510000001267,
18,,Segment,5,4,Image 1,1,1,100000002,510000001284,
51,,Segment,5,3,Image 1,1,1,100000002,510000001334,
9,,Segment,5,2,Image 1,1,1,100000002,510000001342,
6,,Segment,5,1,Image 1,1,1,100000002,510000001347,
9,,Segment,5,0,Image 1,1,1,100000002,510000001381,
30,,Segment,5,8,Image 1,5,1,100000002,510000001415,
4,,Segment,5,6,Image 1,1,1,100000002,510000001418,
15,,Segment,5,6,Image 1,3,1,100000002,510000001432,
21,,Segment,5,5,Image 1,2,1,100000002,510000001452,
24,,Segment,5,4,Image 1,2,1,100000002,510000001475,
15,,Segment,5,3,Image 1,2,1,100000002,510000001489,
3,,Segment,5,9,Image 1,5,1,100000002,510000001491,
149,,Segment,5,6,Image 1,2,1,100000003,510000001639,
15,,Segment,5,5,Image 1,1,1,100000003,510000001653,
29,,Segment,5,4,Image 1,1,1,100000003,510000001681,
46,,Segment,5,7,Image 1,3,1,100000002,510000001726,
7,,Segment,5,10,Image 1,5,1,100000002,510000001732,
7,,Segment,5,9,Image 1,4,1,100000002,510000001738,
3,,Segment,5,8,Image 1,4,1,100000002,510000001740,
7,,Segment,5,7,Image 1,4,1,100000002,510000001746,
3,,Segment,5,6,Image 1,3,1,100000002,510000001748,
9,,Segment,5,5,Image 1,4,1,100000002,510000001756,
6,,Segment,5,8,Image 1,5,1,100000002,510000001761,
5,,Segment,5,9,Image 1,3,1,100000003,510000001765,
75,,Segment,5,7,Image 1,1,1,100000003,510000001840,
13,,Segment,5,6,Image 1,1,1,100000003,510000001852,
31,,Segment,5,5,Image 1,1,1,100000003,510000001882,
3,,Segment,5,4,Image 1,1,1,100000003,510000001884,
22,,Segment,5,3,Image 1,1,1,100000003,510000001905,
7,,Segment,5,2,Image 1,1,1,100000003,510000001911,
16,,Segment,5,1,Image 1,1,1,100000003,510000001926,
3,,Segment,5,0,Image 1,1,1,100000003,510000001930,
25,,Segment,5,5,Image 1,2,1,100000002,510000001968,
15,,Segment,5,8,Image 1,5,1,100000002,510000001982,
19,,Segment,5,7,Image 1,3,1,100000002,510000002000,
7,,Segment,5,6,Image 1,3,1,100000002,510000002006,
9,,Segment,5,5,Image 1,3,1,100000002,510000002014,
25,,Segment,5,5,Image 1,3,1,100000001,510000002037,
6,,Segment,5,4,Image 1,2,1,100000001,510000002042,
25,,Segment,5,3,Image 1,2,1,100000001,510000002066,
25,,Segment,5,2,Image 1,2,1,100000001,510000002090,
27,,Segment,5,1,Image 1,2,1,100000001,510000002116,
29,,Segment,5,0,Image 1,1,1,100000001,510000002146,
11,,Segment,5,6,Image 1,4,1,100000002,510000002175,
3,,Segment,5,7,Image 1,5,1,100000002,510000002177,
5,,Segment,5,7,Image 1,4,1,100000002,510000002181,
3,,Segment,5,10,Image 1,4,1,100000002,510000002183,
14,,Segment,5,9,Image 1,2,1,100000003,510000002196,
16,,Segment,5,8,Image 1,4,1,100000002,510000002212,
3,,Segment,5,7,Image 1,3,1,100000002,510000002214,
38,,Segment,5,4,Image 1,4,1,100000002,510000002251,
3,,Segment,5,9,Image 1,5,1,100000002,510000002253,
7,,Segment,5,8,Image 1,5,1,100000002,510000002259,
6,,Segment,5,6,Image 1,3,1,100000002,510000002264,
4,,Segment,5,8,Image 1,3,1,100000002,510000002271,
22,,Segment,5,6,Image 1,2,1,100000002,510000002292,
6,,Segment,5,5,Image 1,2,1,100000002,510000002297,
39,,Segment,5,4,Image 1,2,1,100000002,510000002335,
27,,Segment,5,4,Image 1,3,1,100000002,510000002361,
14,,Segment,5,6,Image 1,3,1,100000002,510000002374,
3,,Segment,5,8,Image 1,1,1,100000003,510000002376,
4,,Segment,5,6,Image 1,2,1,100000002,510000002379,
3,,Segment,5,5,Image 1,3,1,100000002,510000002381,
7,,Segment,5,8,Image 1,3,1,100000001,510000002387,
9,,Segment,5,7,Image 1,3,1,100000001,510000002395,
3,,Segment,5,6,Image 1,2,1,100000001,510000002397,
10,,Segment,5,5,Image 1,2,1,100000001,510000002406,
4,,Segment,5,4,Image 1,1,1,100000002,510000002409,
17,,Segment,5,5,Image 1,3,1,100000001,510000002425,
11,,Segment,5,4,Image 1,2,1,100000001,510000002435,
44,,Segment,5,3,Image 1,1,1,100000001,510000002478,
20,,Segment,5,2,Image 1,1,1,100000001,510000002497,
15,,Segment,5,1,Image 1,1,1,100000001,510000002511,
13,,Segment,5,0,Image 1,1,1,100000001,510000002526,
4,,Segment,5,5,Image 1,2,1,100000002,510000002536,
5,,Segment,5,5,Image 1,3,1,100000002,510000002540,
12,,Segment,5,4,Image 1,3,1,100000002,510000002551,
10,,Segment,5,8,Image 1,4,1,100000001,510000002560,
4,,Segment,5,5,Image 1,2,1,100000001,510000002564,
4,,Segment,5,7,Image 1,2,1,100000001,510000002567,
7,,Segment,5,7,Image 1,4,1,100000003,510000002573,
9,,Segment,5,6,Image 1,3,1,100000003,510000002581,
6,,Segment,5,5,Image 1,2,1,100000003,510000002586,
36,,Segment,5,4,Image 1,2,1,100000003,510000002621,
3,,Segment,5,3,Image 1,2,1,100000003,510000002623,
9,,Segment,5,2,Image 1,2,1,100000003,510000002631,
10,,Segment,5,1,Image 1,1,1,100000003,510000002640,
19,,Segment,5,0,Image 1,1,1,100000003,510000002662,
8,,Segment,5,4,Image 1,3,1,100000002,510000002669,
6,,Segment,5,6,Image 1,3,1,100000001,510000002674,
7,,Segment,5,4,Image 1,1,1,100000001,510000002680,
3,,Segment,5,7,Image 1,3,1,100000003,510000002682,
41,,Segment,5,0,Image 1,1,1,100000003,510000002736,
9,,Segment,5,6,Image 1,3,1,100000001,510000002769,
3,,Segment,5,5,Image 1,2,1,100000001,510000002771,
22,,Segment,5,4,Image 1,2,1,100000001,510000002792,
33,,Segment,5,3,Image 1,2,1,100000001,510000002824,
5,,Segment,5,2,Image 1,2,1,100000001,510000002828,
17,,Segment,5,1,Image 1,1,1,100000001,510000002844,
17,,Segment,5,6,Image 1,4,1,100000003,510000002860,
11,,Segment,5,5,Image 1,3,1,100000003,510000002870,
33,,Segment,5,4,Image 1,3,1,100000001,510000002902,
12,,Segment,5,3,Image 1,2,1,100000001,510000002913,
9,,Segment,5,2,Image 1,2,1,100000001,510000002921,
17,,Segment,5,1,Image 1,2,1,100000001,510000002937,
26,,Segment,5,0,Image 1,1,1,100000001,510000002974,
19,,Segment,5,4,Image 1,2,1,100000003,510000002992,
51,,Segment,5,3,Image 1,2,1,100000003,510000003042,
17,,Segment,5,1,Image 1,1,1,100000003,510000003059,
4,,Segment,5,0,Image 1,1,1,100000003,510000003065,
7,,Segment,5,5,Image 1,3,1,100000001,510000003071,
35,,Segment,5,6,Image 1,1,1,100000003,510000003105,
3,,Segment,5,6,Image 1,3,1,100000003,510000003108,
4,,Segment,5,6,Image 1,2,1,100000001,510000003111,
3,,Segment,5,4,Image 1,3,1,100000001,510000003113,
15,,Segment,5,2,Image 1,2,1,100000002,510000003134,
6,,Segment,5,4,Image 1,4,1,100000001,510000003139,
10,,Segment,5,3,Image 1,3,1,100000001,510000003148,
45,,Segment,5,7,Image 1,2,1,100000003,510000003192,
4,,Segment,5,6,Image 1,2,1,100000003,510000003195,
9,,Segment,5,5,Image 1,2,1,100000003,510000003203,
9,,Segment,5,6,Image 1,2,1,100000003,510000003211,
4,,Segment,5,4,Image 1,3,1,100000003,510000003214,
7,,Segment,5,1,Image 1,2,1,100000002,510000003232,
6,,Segment,5,4,Image 1,3,1,100000001,510000003237,
5,,Segment,5,4,Image 1,2,1,100000001,510000003241,
33,,Segment,5,5,Image 1,2,1,100000003,510000003273,
11,,Segment,5,4,Image 1,1,1,100000003,510000003283,
26,,Segment,5,3,Image 1,1,1,100000003,510000003308,
7,,Segment,5,2,Image 1,2,1,100000001,510000003314,
43,,Segment,5,1,Image 1,1,1,100000001,510000003356,
13,,Segment,5,3,Image 1,2,1,100000001,510000003368,
6,,Segment,5,4,Image 1,3,1,100000001,510000003373,
3,,Segment,5,7,Image 1,2,1,100000003,510000003375,
46,,Segment,5,5,Image 1,3,1,100000003,510000003420,
4,,Segment,5,4,Image 1,2,1,100000003,510000003423,
24,,Segment,5,2,Image 1,3,1,100000001,510000003446,
39,,Segment,5,1,Image 1,2,1,100000000,510000003503,
11,,Segment,5,0,Image 1,1,1,100000000,510000003513,
7,,Segment,5,3,Image 1,3,1,100000001,510000003542,
17,,Segment,5,2,Image 1,2,1,100000001,510000003558,
9,,Segment,5,4,Image 1,3,1,100000002,510000003566,
4,,Segment,5,3,Image 1,2,1,100000002,510000003569,
11,,Segment,5,2,Image 1,2,1,100000001,510000003579,
7,,Segment,5,7,Image 1,3,1,100000003,510000003585,
6,,Segment,5,4,Image 1,3,1,100000003,510000003590,
16,,Segment,5,2,Image 1,1,1,100000001,510000003606,
9,,Segment,5,3,Image 1,3,1,100000002,510000003614,
9,,Segment,5,2,Image 1,2,1,100000002,510000003622,
8,,Segment,5,1,Image 1,1,1,100000002,510000003629,
44,,Segment,5,0,Image 1,1,1,100000002,510000003673,
4,,Segment,5,6,Image 1,2,1,100000003,510000003686,
12,,Segment,5,3,Image 1,2,1,100000002,510000003697,
5,,Segment,5,2,Image 1,1,1,100000002,510000003701,
7,,Segment,5,5,Image 1,2,1,100000002,510000003707,
15,,Segment,5,3,Image 1,3,1,100000001,510000003722,
5,,Segment,5,6,Image 1,3,1,100000003,510000003726,
10,,Segment,5,2,Image 1,3,1,100000001,510000003735,
13,,Segment,5,5,Image 1,3,1,100000003,510000003747,
16,,Segment,5,4,Image 1,2,1,100000003,510000003762,
3,,Segment,5,5,Image 1,3,1,100000002,510000003764,
3,,Segment,5,3,Image 1,2,1,100000002,510000003766,
22,,Segment,5,3,Image 1,2,1,100000002,510000003787,
8,,Segment,5,5,Image 1,2,1,100000003,510000003795,
5,,Segment,5,3,Image 1,3,1,100000003,510000003799,
8,,Segment,5,1,Image 1,2,1,100000002,510000003806,
8,,Segment,5,3,Image 1,2,1,100000002,510000003813,
21,,Segment,5,2,Image 1,2,1,100000002,510000003833,
12,,Segment,5,1,Image 1,2,1,100000002,510000003844,
14,,Segment,5,0,Image 1,1,1,100000002,510000003861,
4,,Segment,5,3,Image 1,1,1,100000002,510000003864,
10,,Segment,5,3,Image 1,3,1,100000002,510000003873,
13,,Segment,5,5,Image 1,2,1,100000003,510000003888,
4,,Segment,5,2,Image 1,1,1,100000001,510000003891,
11,,Segment,5,2,Image 1,2,1,100000002,510000003901,
6,,Segment,5,1,Image 1,1,1,100000002,510000003906,
6,,Segment,5,1,Image 1,2,1,100000002,510000003911,
3,,Segment,5,2,Image 1,2,1,100000002,510000003913,
5,,Segment,5,4,Image 1,3,1,100000000,510000003917,
8,,Segment,5,3,Image 1,2,1,100000000,510000003924,
23,,Segment,5,2,Image 1,2,1,100000000,510000003946,
10,,Segment,5,4,Image 1,2,1,100000000,510000003955,
12,,Segment,5,2,Image 1,3,1,100000002,510000003966,
4,,Segment,5,5,Image 1,2,1,100000003,510000003969,
19,,Segment,5,1,Image 1,2,1,100000000,510000003987,
21,,Segment,5,0,Image 1,1,1,100000000,510000004011,
4,,Segment,5,3,Image 1,1,1,100000002,510000004027,
27,,Segment,5,3,Image 1,2,1,100000003,510000004053,
7,,Segment,5,5,Image 1,2,1,100000003,510000004059,
13,,Segment,5,2,Image 1,1,1,100000002,510000004071,
13,,Segment,5,3,Image 1,2,1,100000003,510000004083,
3,,Segment,5,5,Image 1,1,1,100000003,510000004085,
14,,Segment,5,2,Image 1,1,1,100000003,510000004098,
7,,Segment,5,1,Image 1,2,1,100000002,510000004104,
10,,Segment,5,1,Image 1,1,1,100000000,510000004113,
3,,Segment,5,3,Image 1,3,1,100000000,510000004115,
11,,Segment,5,0,Image 1,1,1,100000002,510000004130,
19,,Segment,5,0,Image 1,1,1,100000001,510000004157,
17,,Segment,5,3,Image 1,2,1,100000003,510000004173,
13,,Segment,5,2,Image 1,2,1,100000003,510000004185,
34,,Segment,5,1,Image 1,2,1,100000003,510000004218,
15,,Segment,5,0,Image 1,1,1,100000000,510000004252,
5,,Segment,5,3,Image 1,3,1,100000003,510000004256,
32,,Segment,5,0,Image 1,1,1,100000000,510000004288,
13,,Segment,5,2,Image 1,1,1,100000000,510000004300,
9,,Segment,5,1,Image 1,1,1,100000000,510000004308,
7,,Segment,5,1,Image 1,1,1,100000000,510000004314,
12,,Segment,5,1,Image 1,2,1,100000001,510000004325,
6,,Segment,5,3,Image 1,4,1,100000000,510000004331,
7,,Segment,5,0,Image 1,1,1,100000002,510000004342,
6,,Segment,5,0,Image 1,1,1,100000000,510000004347,
7,,Segment,5,1,Image 1,2,1,100000003,510000004356,
4,,Segment,5,1,Image 1,2,1,100000003,510000004359,
7,,Segment,5,2,Image 1,2,1,100000003,510000004365,
6,,Segment,5,1,Image 1,2,1,100000003,510000004370,
11,,Segment,5,2,Image 1,2,1,100000003,510000004382,
31,,Segment,5,0,Image 1,1,1,100000000,510000004425,
5,,Segment,5,2,Image 1,2,1,100000000,510000004429,
16,,Segment,5,1,Image 1,2,1,100000003,510000004446,
9,,Segment,5,0,Image 1,1,1,100000002,510000004466,
6,,Segment,5,0,Image 1,1,1,100000001,510000004476,
2,,Segment,5,2,Image 1,3,1,100000000,510000004610,
2,,Segment,5,5,Image 1,3,1,100000000,510000004611,
2,,Segment,5,8,Image 1,3,1,100000002,510000004621,
2,,Segment,5,2,Image 1,1,1,100000002,510000004622,
2,,Segment,5,9,Image 1,4,1,100000002,510000004624,
2,,Segment,5,4,Image 1,2,1,100000002,510000004628,
2,,Segment,5,8,Image 1,2,1,100000003,510000004631,
2,,Segment,5,2,Image 1,1,1,100000003,510000004632,
