
Spine Part Min Diameter Ground
 ==================== 
Spine Part Min Diameter Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.223187,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005064,
0.223187,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005082,
0.223187,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005095,
0.1625,µm,Spine,Spine Part Min Diameter,4,3,1,100000001,610000005100,
0.223187,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005112,
0.1625,µm,Spine,Spine Part Min Diameter,4,3,1,100000001,610000005117,
0.1625,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000005121,
0.188689,µm,Spine,Spine Part Min Diameter,4,3,1,100000001,610000005124,
0.232538,µm,Spine,Spine Part Min Diameter,2,2,1,100000003,610000005131,
0.232538,µm,Spine,Spine Part Min Diameter,2,2,1,100000003,610000005137,
0.216487,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000005144,
0.223187,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005150,
0.332012,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000005153,
0.1625,µm,Spine,Spine Part Min Diameter,5,2,1,100000003,610000005156,
0.246924,µm,Spine,Spine Part Min Diameter,7,1,1,100000003,610000005158,
0.192985,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005166,
0.321565,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000005169,
0.301903,µm,Spine,Spine Part Min Diameter,6,3,1,100000002,610000005172,
0.325,µm,Spine,Spine Part Min Diameter,7,4,1,100000000,610000005175,
0.203125,µm,Spine,Spine Part Min Diameter,11,5,1,100000002,610000005177,
0.222149,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000005181,
0.297947,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000005187,
0.232282,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005191,
0.248149,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000005195,
0.223187,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005197,
0.400574,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000005200,
0.31478,µm,Spine,Spine Part Min Diameter,4,1,1,100000003,610000005206,
0.315541,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000005209,
0.260249,µm,Spine,Spine Part Min Diameter,3,2,1,100000003,610000005215,
0.273651,µm,Spine,Spine Part Min Diameter,5,1,1,100000003,610000005217,
0.306282,µm,Spine,Spine Part Min Diameter,5,1,1,100000003,610000005220,
0.372476,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005222,
0.333812,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005226,
0.365102,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000005229,
0.294814,µm,Spine,Spine Part Min Diameter,2,1,1,100000003,610000005233,
0.237077,µm,Spine,Spine Part Min Diameter,5,3,1,100000001,610000005236,
0.24375,µm,Spine,Spine Part Min Diameter,8,3,1,100000002,610000005239,
0.294525,µm,Spine,Spine Part Min Diameter,4,3,1,100000002,610000005243,
0.307298,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000005245,
0.249995,µm,Spine,Spine Part Min Diameter,4,3,1,100000001,610000005247,
0.282975,µm,Spine,Spine Part Min Diameter,3,1,1,100000001,610000005251,
0.325,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005255,
0.568505,µm,Spine,Spine Part Min Diameter,2,1,1,100000003,610000005257,
0.365625,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005259,
0.194478,µm,Spine,Spine Part Min Diameter,6,3,1,100000001,610000005261,
0.433446,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005266,
0.322667,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005268,
0.400574,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000005270,
0.258082,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000005272,
0.291851,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000005274,
0.325,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000005276,
0.257382,µm,Spine,Spine Part Min Diameter,4,2,1,100000000,610000005278,
0.325,µm,Spine,Spine Part Min Diameter,5,2,1,100000001,610000005282,
0.36498,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000005286,
0.288542,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005288,
0.285154,µm,Spine,Spine Part Min Diameter,3,1,1,100000003,610000005290,
0.457931,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005300,
0.31478,µm,Spine,Spine Part Min Diameter,4,1,1,100000003,610000005304,
0.360246,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005306,
0.31462,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000005308,
0.341504,µm,Spine,Spine Part Min Diameter,2,1,1,100000001,610000005310,
0.24375,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000005312,
0.25597,µm,Spine,Spine Part Min Diameter,4,2,1,100000002,610000005316,
0.315589,µm,Spine,Spine Part Min Diameter,3,1,1,100000003,610000005319,
0.325199,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005321,
0.35928,µm,Spine,Spine Part Min Diameter,8,4,1,100000002,610000005324,
0.426207,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000005327,
0.624306,µm,Spine,Spine Part Min Diameter,3,1,1,100000003,610000005331,
0.254977,µm,Spine,Spine Part Min Diameter,1,1,1,100000000,610000005333,
0.278445,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000005336,
0.1625,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005340,
0.356961,µm,Spine,Spine Part Min Diameter,3,2,1,100000003,610000005342,
0.423389,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005344,
0.40625,µm,Spine,Spine Part Min Diameter,6,1,1,100000003,610000005346,
0.395908,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005349,
0.2199,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000005352,
0.372772,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000005357,
0.304667,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000005359,
0.427515,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005361,
0.24375,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000005363,
0.365625,µm,Spine,Spine Part Min Diameter,5,2,1,100000003,610000005366,
0.324189,µm,Spine,Spine Part Min Diameter,6,1,1,100000003,610000005370,
0.325,µm,Spine,Spine Part Min Diameter,5,2,1,100000001,610000005372,
0.365288,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000005374,
0.317622,µm,Spine,Spine Part Min Diameter,3,3,1,100000001,610000005376,
0.374283,µm,Spine,Spine Part Min Diameter,4,1,1,100000003,610000005379,
0.512276,µm,Spine,Spine Part Min Diameter,3,2,1,100000003,610000005382,
0.17246,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005384,
0.34481,µm,Spine,Spine Part Min Diameter,5,3,1,100000003,610000005389,
0.317904,µm,Spine,Spine Part Min Diameter,8,3,1,100000000,610000005392,
0.306876,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005394,
0.324415,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005398,
0.349249,µm,Spine,Spine Part Min Diameter,5,3,1,100000003,610000005400,
0.337871,µm,Spine,Spine Part Min Diameter,3,2,1,100000003,610000005402,
0.24375,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005410,
0.304246,µm,Spine,Spine Part Min Diameter,4,3,1,100000001,610000005412,
0.359863,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005421,
0.29162,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005425,
0.179272,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005427,
0.381446,µm,Spine,Spine Part Min Diameter,5,1,1,100000003,610000005434,
0.429399,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000005438,
0.330545,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005445,
0.55409,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005447,
0.523047,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005451,
0.531064,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005455,
0.363512,µm,Spine,Spine Part Min Diameter,2,1,1,100000003,610000005464,
0.485006,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005472,
0.503718,µm,Spine,Spine Part Min Diameter,5,3,1,100000003,610000005476,
0.492227,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000005481,
0.317904,µm,Spine,Spine Part Min Diameter,8,3,1,100000000,610000005529,
0.233594,µm,Spine,Spine Part Min Diameter,8,3,1,100000000,610000005530,
0.281569,µm,Spine,Spine Part Min Diameter,8,3,1,100000000,610000005531,
0.343095,µm,Spine,Spine Part Min Diameter,7,4,1,100000000,610000005532,
0.426798,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005533,
0.24375,µm,Spine,Spine Part Min Diameter,1,2,1,100000000,610000005536,
0.315584,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005537,
0.309356,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005539,
0.408044,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005540,
0.375973,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000005541,
0.252638,µm,Spine,Spine Part Min Diameter,6,3,1,100000001,610000005542,
0.325,µm,Spine,Spine Part Min Diameter,5,2,1,100000001,610000005543,
0.332222,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000005544,
0.24375,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000005545,
0.364218,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000005546,
0.383805,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000005547,
0.266503,µm,Spine,Spine Part Min Diameter,6,3,1,100000001,610000005548,
0.24375,µm,Spine,Spine Part Min Diameter,5,3,1,100000001,610000005549,
0.287753,µm,Spine,Spine Part Min Diameter,4,2,1,100000001,610000005550,
0.371266,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000005551,
0.43486,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000005552,
0.233594,µm,Spine,Spine Part Min Diameter,3,2,1,100000001,610000005553,
0.28894,µm,Spine,Spine Part Min Diameter,3,3,1,100000001,610000005554,
0.278027,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000005555,
0.258206,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000005556,
0.339875,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000005557,
0.391827,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005558,
0.493865,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005559,
0.398584,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005560,
0.351978,µm,Spine,Spine Part Min Diameter,3,1,1,100000001,610000005563,
0.317854,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000005564,
0.278692,µm,Spine,Spine Part Min Diameter,3,3,1,100000001,610000005565,
0.290837,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000005566,
0.24557,µm,Spine,Spine Part Min Diameter,8,4,1,100000002,610000005568,
0.241001,µm,Spine,Spine Part Min Diameter,9,3,1,100000002,610000005569,
0.202796,µm,Spine,Spine Part Min Diameter,5,3,1,100000002,610000005570,
0.324221,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000005571,
0.231664,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000005572,
0.318574,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000005573,
0.305978,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000005574,
0.182812,µm,Spine,Spine Part Min Diameter,8,2,1,100000002,610000005575,
0.231271,µm,Spine,Spine Part Min Diameter,8,2,1,100000002,610000005576,
0.365102,µm,Spine,Spine Part Min Diameter,7,3,1,100000002,610000005577,
0.336071,µm,Spine,Spine Part Min Diameter,4,3,1,100000002,610000005578,
0.293432,µm,Spine,Spine Part Min Diameter,4,3,1,100000002,610000005579,
0.248358,µm,Spine,Spine Part Min Diameter,4,4,1,100000002,610000005580,
0.325673,µm,Spine,Spine Part Min Diameter,4,3,1,100000002,610000005581,
0.337278,µm,Spine,Spine Part Min Diameter,3,3,1,100000002,610000005582,
0.298444,µm,Spine,Spine Part Min Diameter,3,3,1,100000002,610000005583,
0.406991,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000005584,
0.26689,µm,Spine,Spine Part Min Diameter,3,2,1,100000002,610000005585,
0.264694,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000005586,
0.324826,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000005587,
0.287436,µm,Spine,Spine Part Min Diameter,10,5,1,100000002,610000005589,
0.203125,µm,Spine,Spine Part Min Diameter,11,5,1,100000002,610000005590,
0.231681,µm,Spine,Spine Part Min Diameter,11,4,1,100000002,610000005591,
0.280222,µm,Spine,Spine Part Min Diameter,11,4,1,100000002,610000005592,
0.268869,µm,Spine,Spine Part Min Diameter,6,4,1,100000002,610000005593,
0.316432,µm,Spine,Spine Part Min Diameter,8,3,1,100000002,610000005594,
0.260859,µm,Spine,Spine Part Min Diameter,6,3,1,100000002,610000005595,
0.268514,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000005596,
0.305981,µm,Spine,Spine Part Min Diameter,2,2,1,100000002,610000005597,
0.286139,µm,Spine,Spine Part Min Diameter,5,1,1,100000002,610000005598,
0.227173,µm,Spine,Spine Part Min Diameter,5,2,1,100000002,610000005599,
0.277151,µm,Spine,Spine Part Min Diameter,4,1,1,100000002,610000005600,
0.351406,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000005601,
0.386128,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000005602,
0.429399,µm,Spine,Spine Part Min Diameter,3,1,1,100000002,610000005603,
0.406665,µm,Spine,Spine Part Min Diameter,2,1,1,100000002,610000005604,
0.328625,µm,Spine,Spine Part Min Diameter,1,1,1,100000002,610000005605,
0.385938,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000005606,
0.311939,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000005608,
0.313146,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000005609,
0.416406,µm,Spine,Spine Part Min Diameter,7,2,1,100000003,610000005610,
0.35971,µm,Spine,Spine Part Min Diameter,6,2,1,100000003,610000005611,
0.234691,µm,Spine,Spine Part Min Diameter,6,2,1,100000003,610000005612,
0.367504,µm,Spine,Spine Part Min Diameter,6,1,1,100000003,610000005613,
0.203879,µm,Spine,Spine Part Min Diameter,6,1,1,100000003,610000005614,
0.205112,µm,Spine,Spine Part Min Diameter,6,1,1,100000003,610000005615,
0.495884,µm,Spine,Spine Part Min Diameter,2,1,1,100000003,610000005616,
0.359092,µm,Spine,Spine Part Min Diameter,2,2,1,100000003,610000005617,
0.429102,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000005618,
0.167578,µm,Spine,Spine Part Min Diameter,1,2,1,100000003,610000005619,
0.263161,µm,Spine,Spine Part Min Diameter,9,2,1,100000003,610000005621,
0.291971,µm,Spine,Spine Part Min Diameter,7,1,1,100000003,610000005622,
0.351831,µm,Spine,Spine Part Min Diameter,7,1,1,100000003,610000005623,
0.326936,µm,Spine,Spine Part Min Diameter,5,3,1,100000003,610000005624,
0.365252,µm,Spine,Spine Part Min Diameter,5,3,1,100000003,610000005625,
0.442616,µm,Spine,Spine Part Min Diameter,5,3,1,100000003,610000005626,
0.380004,µm,Spine,Spine Part Min Diameter,3,1,1,100000003,610000005627,
0.347622,µm,Spine,Spine Part Min Diameter,3,2,1,100000003,610000005628,
0.354708,µm,Spine,Spine Part Min Diameter,2,2,1,100000003,610000005629,
0.325,µm,Spine,Spine Part Min Diameter,3,2,1,100000003,610000005630,
0.1625,µm,Spine,Spine Part Min Diameter,5,2,1,100000003,610000005631,
0.22494,µm,Spine,Spine Part Min Diameter,5,2,1,100000003,610000005632,
0.194238,µm,Spine,Spine Part Min Diameter,3,1,1,100000003,610000005633,
0.401465,µm,Spine,Spine Part Min Diameter,4,2,1,100000003,610000005634,
0.337453,µm,Spine,Spine Part Min Diameter,4,2,1,100000003,610000005635,
0.1625,µm,Spine,Spine Part Min Diameter,2,2,1,100000003,610000005636,
0.37729,µm,Spine,Spine Part Min Diameter,2,1,1,100000003,610000005637,
0.248719,µm,Spine,Spine Part Min Diameter,2,1,1,100000003,610000005638,
0.235414,µm,Spine,Spine Part Min Diameter,1,1,1,100000003,610000005639,
0.404822,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005640,
0.370591,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005641,
0.365889,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005642,
0.301971,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005643,
0.308707,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000005644,
