
Intensity Mean Ch=4 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
0.117431,,Surface,4,Image 1,1,0,
0.0685856,,Surface,4,Image 1,1,1,
0.0280376,,Surface,4,Image 1,1,2,
0.0485411,,Surface,4,Image 1,1,3,
