
Segment Center Intensity StdDev Ch=2 Img=1
 ==================== 
Segment Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
39.0328,,Segment,2,7,Image 1,4,1,100000002,510000000012,
12.6906,,Segment,2,6,Image 1,3,1,100000002,510000000028,
14.8399,,Segment,2,5,Image 1,2,1,100000002,510000000030,
30.2603,,Segment,2,4,Image 1,2,1,100000002,510000000033,
17.9176,,Segment,2,3,Image 1,2,1,100000002,510000000042,
24.8645,,Segment,2,2,Image 1,2,1,100000002,510000000077,
27.2594,,Segment,2,1,Image 1,1,1,100000002,510000000097,
32.3946,,Segment,2,0,Image 1,1,1,100000002,510000000110,
30.8091,,Segment,2,8,Image 1,4,1,100000002,510000000178,
31.6589,,Segment,2,7,Image 1,3,1,100000002,510000000184,
30.8888,,Segment,2,10,Image 1,4,1,100000002,510000000220,
27.8478,,Segment,2,9,Image 1,3,1,100000002,510000000231,
31.7388,,Segment,2,8,Image 1,3,1,100000002,510000000242,
46.5199,,Segment,2,7,Image 1,3,1,100000002,510000000250,
51.3476,,Segment,2,6,Image 1,2,1,100000002,510000000275,
21.3134,,Segment,2,10,Image 1,3,1,100000002,510000000292,
24.6868,,Segment,2,7,Image 1,2,1,100000002,510000000296,
29.8253,,Segment,2,9,Image 1,4,1,100000002,510000000302,
36.8117,,Segment,2,6,Image 1,3,1,100000002,510000000308,
34.1148,,Segment,2,5,Image 1,3,1,100000002,510000000322,
29.7433,,Segment,2,6,Image 1,4,1,100000002,510000000324,
20.6334,,Segment,2,3,Image 1,3,1,100000002,510000000340,
11.8977,,Segment,2,4,Image 1,3,1,100000002,510000000342,
33.6728,,Segment,2,2,Image 1,1,1,100000002,510000000357,
32.2887,,Segment,2,1,Image 1,2,1,100000002,510000000366,
29.802,,Segment,2,8,Image 1,3,1,100000000,510000000435,
26.1733,,Segment,2,7,Image 1,3,1,100000000,510000000439,
12.7499,,Segment,2,6,Image 1,3,1,100000000,510000000448,
39.8278,,Segment,2,4,Image 1,3,1,100000000,510000000452,
24.2619,,Segment,2,3,Image 1,3,1,100000000,510000000466,
19.499,,Segment,2,1,Image 1,2,1,100000000,510000000476,
23.0368,,Segment,2,0,Image 1,1,1,100000000,510000000484,
28.5489,,Segment,2,7,Image 1,4,1,100000000,510000000541,
35.7325,,Segment,2,8,Image 1,4,1,100000000,510000000563,
38.8394,,Segment,2,5,Image 1,4,1,100000000,510000000570,
50.9182,,Segment,2,6,Image 1,4,1,100000000,510000000572,
26.9815,,Segment,2,4,Image 1,4,1,100000000,510000000574,
31.0917,,Segment,2,5,Image 1,3,1,100000003,510000000590,
26.8479,,Segment,2,4,Image 1,2,1,100000003,510000000610,
24.2032,,Segment,2,3,Image 1,1,1,100000003,510000000624,
16.3919,,Segment,2,2,Image 1,1,1,100000003,510000000634,
19.0171,,Segment,2,1,Image 1,1,1,100000003,510000000643,
16.3902,,Segment,2,0,Image 1,1,1,100000003,510000000660,
38.9547,,Segment,2,8,Image 1,2,1,100000002,510000000691,
23.9635,,Segment,2,7,Image 1,2,1,100000002,510000000698,
11.225,,Segment,2,6,Image 1,2,1,100000002,510000000700,
11.8592,,Segment,2,5,Image 1,2,1,100000002,510000000704,
22.9137,,Segment,2,4,Image 1,2,1,100000002,510000000735,
25.2614,,Segment,2,3,Image 1,2,1,100000002,510000000754,
34.5005,,Segment,2,2,Image 1,2,1,100000002,510000000784,
16.8838,,Segment,2,1,Image 1,1,1,100000002,510000000790,
16.2327,,Segment,2,0,Image 1,1,1,100000002,510000000796,
21.3655,,Segment,2,10,Image 1,5,1,100000002,510000000830,
26.7872,,Segment,2,8,Image 1,4,1,100000002,510000000842,
16.1226,,Segment,2,7,Image 1,4,1,100000002,510000000849,
39.3934,,Segment,2,6,Image 1,4,1,100000002,510000000868,
34.7775,,Segment,2,5,Image 1,3,1,100000002,510000000873,
11.0287,,Segment,2,4,Image 1,2,1,100000002,510000000879,
24.0804,,Segment,2,3,Image 1,1,1,100000002,510000000939,
22.3224,,Segment,2,2,Image 1,1,1,100000002,510000000948,
19.8375,,Segment,2,1,Image 1,1,1,100000002,510000000963,
31.7875,,Segment,2,0,Image 1,1,1,100000002,510000001008,
32.978,,Segment,2,11,Image 1,5,1,100000002,510000001039,
15.7242,,Segment,2,10,Image 1,4,1,100000002,510000001042,
37.0537,,Segment,2,7,Image 1,4,1,100000002,510000001053,
11.3441,,Segment,2,6,Image 1,3,1,100000002,510000001056,
25.9275,,Segment,2,5,Image 1,3,1,100000002,510000001102,
33.6408,,Segment,2,4,Image 1,3,1,100000002,510000001130,
29.6146,,Segment,2,3,Image 1,3,1,100000002,510000001161,
27.3356,,Segment,2,6,Image 1,4,1,100000002,510000001168,
22.0997,,Segment,2,7,Image 1,3,1,100000002,510000001176,
23.8807,,Segment,2,11,Image 1,4,1,100000002,510000001182,
38.7535,,Segment,2,6,Image 1,2,1,100000002,510000001188,
43.1508,,Segment,2,5,Image 1,1,1,100000002,510000001267,
24.4612,,Segment,2,4,Image 1,1,1,100000002,510000001284,
32.8114,,Segment,2,3,Image 1,1,1,100000002,510000001334,
30.2022,,Segment,2,2,Image 1,1,1,100000002,510000001342,
24.0676,,Segment,2,1,Image 1,1,1,100000002,510000001347,
9.91943,,Segment,2,0,Image 1,1,1,100000002,510000001381,
32.5921,,Segment,2,8,Image 1,5,1,100000002,510000001415,
9.82344,,Segment,2,6,Image 1,1,1,100000002,510000001418,
29.2602,,Segment,2,6,Image 1,3,1,100000002,510000001432,
18.9196,,Segment,2,5,Image 1,2,1,100000002,510000001452,
41.8608,,Segment,2,4,Image 1,2,1,100000002,510000001475,
15.2126,,Segment,2,3,Image 1,2,1,100000002,510000001489,
15.8395,,Segment,2,9,Image 1,5,1,100000002,510000001491,
40.9638,,Segment,2,6,Image 1,2,1,100000003,510000001639,
12.6326,,Segment,2,5,Image 1,1,1,100000003,510000001653,
28.3569,,Segment,2,4,Image 1,1,1,100000003,510000001681,
27.6466,,Segment,2,7,Image 1,3,1,100000002,510000001726,
18.8062,,Segment,2,10,Image 1,5,1,100000002,510000001732,
22.5099,,Segment,2,9,Image 1,4,1,100000002,510000001738,
46.7357,,Segment,2,8,Image 1,4,1,100000002,510000001740,
45.4403,,Segment,2,7,Image 1,4,1,100000002,510000001746,
46.9491,,Segment,2,6,Image 1,3,1,100000002,510000001748,
32.7112,,Segment,2,5,Image 1,4,1,100000002,510000001756,
41.687,,Segment,2,8,Image 1,5,1,100000002,510000001761,
11.99,,Segment,2,9,Image 1,3,1,100000003,510000001765,
42.6146,,Segment,2,7,Image 1,1,1,100000003,510000001840,
22.4315,,Segment,2,6,Image 1,1,1,100000003,510000001852,
22.1209,,Segment,2,5,Image 1,1,1,100000003,510000001882,
8.01388,,Segment,2,4,Image 1,1,1,100000003,510000001884,
37.2587,,Segment,2,3,Image 1,1,1,100000003,510000001905,
17.2331,,Segment,2,2,Image 1,1,1,100000003,510000001911,
15.9863,,Segment,2,1,Image 1,1,1,100000003,510000001926,
4.98888,,Segment,2,0,Image 1,1,1,100000003,510000001930,
32.5782,,Segment,2,5,Image 1,2,1,100000002,510000001968,
53.7992,,Segment,2,8,Image 1,5,1,100000002,510000001982,
16.793,,Segment,2,7,Image 1,3,1,100000002,510000002000,
14.8173,,Segment,2,6,Image 1,3,1,100000002,510000002006,
9.4294,,Segment,2,5,Image 1,3,1,100000002,510000002014,
49.443,,Segment,2,5,Image 1,3,1,100000001,510000002037,
30.2696,,Segment,2,4,Image 1,2,1,100000001,510000002042,
32.5445,,Segment,2,3,Image 1,2,1,100000001,510000002066,
21.2075,,Segment,2,2,Image 1,2,1,100000001,510000002090,
23.9364,,Segment,2,1,Image 1,2,1,100000001,510000002116,
14.9197,,Segment,2,0,Image 1,1,1,100000001,510000002146,
28.4076,,Segment,2,6,Image 1,4,1,100000002,510000002175,
31.0269,,Segment,2,7,Image 1,5,1,100000002,510000002177,
31.6013,,Segment,2,7,Image 1,4,1,100000002,510000002181,
15.456,,Segment,2,10,Image 1,4,1,100000002,510000002183,
31.2176,,Segment,2,9,Image 1,2,1,100000003,510000002196,
28.0518,,Segment,2,8,Image 1,4,1,100000002,510000002212,
33.5062,,Segment,2,7,Image 1,3,1,100000002,510000002214,
26.9438,,Segment,2,4,Image 1,4,1,100000002,510000002251,
31.8469,,Segment,2,9,Image 1,5,1,100000002,510000002253,
45.7522,,Segment,2,8,Image 1,5,1,100000002,510000002259,
27.8268,,Segment,2,6,Image 1,3,1,100000002,510000002264,
