
Spine Part Mean Diameter Head
 ==================== 
Spine Part Mean Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.243544,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005064,
0.227294,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005082,
0.1625,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005095,
0.317434,µm,Spine,Spine Part Mean Diameter,4,3,1,100000001,610000005100,
0.171442,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005112,
0.306843,µm,Spine,Spine Part Mean Diameter,4,3,1,100000001,610000005117,
0.1625,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000005121,
0.26505,µm,Spine,Spine Part Mean Diameter,4,3,1,100000001,610000005124,
0.304984,µm,Spine,Spine Part Mean Diameter,2,2,1,100000003,610000005131,
0.392466,µm,Spine,Spine Part Mean Diameter,2,2,1,100000003,610000005137,
0.461079,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005144,
0.31226,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005150,
0.199185,µm,Spine,Spine Part Mean Diameter,4,2,1,100000002,610000005153,
0.247914,µm,Spine,Spine Part Mean Diameter,5,2,1,100000003,610000005156,
0.1625,µm,Spine,Spine Part Mean Diameter,7,1,1,100000003,610000005158,
0.634147,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005166,
0.205876,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000005169,
0.176233,µm,Spine,Spine Part Mean Diameter,6,3,1,100000002,610000005172,
0.304375,µm,Spine,Spine Part Mean Diameter,7,4,1,100000000,610000005175,
0.213272,µm,Spine,Spine Part Mean Diameter,11,5,1,100000002,610000005177,
0.289637,µm,Spine,Spine Part Mean Diameter,1,1,1,100000003,610000005181,
0.1625,µm,Spine,Spine Part Mean Diameter,3,2,1,100000001,610000005187,
1.05625,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000005191,
0.223252,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000005195,
0.302712,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000005197,
0.225163,µm,Spine,Spine Part Mean Diameter,1,2,1,100000000,610000005200,
0.201061,µm,Spine,Spine Part Mean Diameter,4,1,1,100000003,610000005206,
0.184082,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000005209,
0.463039,µm,Spine,Spine Part Mean Diameter,3,2,1,100000003,610000005215,
0.200853,µm,Spine,Spine Part Mean Diameter,5,1,1,100000003,610000005217,
0.174804,µm,Spine,Spine Part Mean Diameter,5,1,1,100000003,610000005220,
