
Spine Neck Min Diameter
 ==================== 
Spine Neck Min Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.1625,µm,Spine,0,1,1,100000001,610000005064,
0.1625,µm,Spine,0,1,1,100000001,610000005082,
0.1625,µm,Spine,0,1,1,100000001,610000005095,
0.1625,µm,Spine,4,3,1,100000001,610000005100,
0.1625,µm,Spine,0,1,1,100000001,610000005112,
0.1625,µm,Spine,4,3,1,100000001,610000005117,
0.1625,µm,Spine,1,1,1,100000001,610000005121,
0.188689,µm,Spine,4,3,1,100000001,610000005124,
0.232538,µm,Spine,2,2,1,100000003,610000005131,
0.232538,µm,Spine,2,2,1,100000003,610000005137,
0.240416,µm,Spine,0,1,1,100000002,610000005144,
0.223187,µm,Spine,0,1,1,100000001,610000005150,
0.268616,µm,Spine,4,2,1,100000002,610000005153,
0.1625,µm,Spine,5,2,1,100000003,610000005156,
0.246924,µm,Spine,7,1,1,100000003,610000005158,
0.353278,µm,Spine,0,1,1,100000000,610000005166,
0.287367,µm,Spine,2,2,1,100000001,610000005169,
0.385938,µm,Spine,6,3,1,100000002,610000005172,
0.325,µm,Spine,7,4,1,100000000,610000005175,
0.203125,µm,Spine,11,5,1,100000002,610000005177,
0.222149,µm,Spine,1,1,1,100000003,610000005181,
0.1625,µm,Spine,3,2,1,100000001,610000005187,
0,µm,Spine,0,1,1,100000000,610000005191,
0.246271,µm,Spine,0,1,1,100000002,610000005195,
0,µm,Spine,0,1,1,100000001,610000005197,
0.182085,µm,Spine,1,2,1,100000000,610000005200,
0.224077,µm,Spine,4,1,1,100000003,610000005206,
0.251883,µm,Spine,2,2,1,100000002,610000005209,
0.326904,µm,Spine,3,2,1,100000003,610000005215,
0.273651,µm,Spine,5,1,1,100000003,610000005217,
0.222168,µm,Spine,5,1,1,100000003,610000005220,
0.823506,µm,Spine,0,1,1,100000000,610000005222,
0,µm,Spine,0,1,1,100000000,610000005226,
0.24375,µm,Spine,7,3,1,100000002,610000005229,
0.263875,µm,Spine,2,1,1,100000003,610000005233,
0.1625,µm,Spine,5,3,1,100000001,610000005236,
0.24375,µm,Spine,8,3,1,100000002,610000005239,
0.294525,µm,Spine,4,3,1,100000002,610000005243,
0.307298,µm,Spine,7,3,1,100000002,610000005245,
0.249995,µm,Spine,4,3,1,100000001,610000005247,
0.24375,µm,Spine,3,1,1,100000001,610000005251,
0.325,µm,Spine,0,1,1,100000000,610000005255,
1.05625,µm,Spine,2,1,1,100000003,610000005257,
0,µm,Spine,0,1,1,100000000,610000005259,
0.194478,µm,Spine,6,3,1,100000001,610000005261,
0,µm,Spine,0,1,1,100000000,610000005266,
0.405484,µm,Spine,0,1,1,100000003,610000005268,
0.587085,µm,Spine,1,2,1,100000000,610000005270,
0.258082,µm,Spine,7,3,1,100000002,610000005272,
0.291851,µm,Spine,7,3,1,100000002,610000005274,
0.325,µm,Spine,4,2,1,100000001,610000005276,
0.257382,µm,Spine,4,2,1,100000000,610000005278,
0.297839,µm,Spine,5,2,1,100000001,610000005282,
0.36498,µm,Spine,3,2,1,100000001,610000005286,
0.288542,µm,Spine,0,1,1,100000001,610000005288,
0.285154,µm,Spine,3,1,1,100000003,610000005290,
0,µm,Spine,0,1,1,100000000,610000005300,
0.279446,µm,Spine,4,1,1,100000003,610000005304,
0,µm,Spine,0,1,1,100000001,610000005306,
0.31462,µm,Spine,0,1,1,100000002,610000005308,
0.341504,µm,Spine,2,1,1,100000001,610000005310,
0.24375,µm,Spine,1,2,1,100000002,610000005312,
0.228687,µm,Spine,4,2,1,100000002,610000005316,
0.236634,µm,Spine,3,1,1,100000003,610000005319,
0,µm,Spine,0,1,1,100000000,610000005321,
0.4875,µm,Spine,8,4,1,100000002,610000005324,
0.460954,µm,Spine,1,1,1,100000003,610000005327,
0,µm,Spine,3,1,1,100000003,610000005331,
0.254977,µm,Spine,1,1,1,100000000,610000005333,
0.229871,µm,Spine,3,2,1,100000001,610000005336,
0,µm,Spine,0,1,1,100000001,610000005340,
0,µm,Spine,3,2,1,100000003,610000005342,
0.423389,µm,Spine,0,1,1,100000000,610000005344,
0.40625,µm,Spine,6,1,1,100000003,610000005346,
0,µm,Spine,0,1,1,100000000,610000005349,
0.2199,µm,Spine,2,2,1,100000001,610000005352,
0.372772,µm,Spine,3,1,1,100000002,610000005357,
0.322122,µm,Spine,3,2,1,100000002,610000005359,
0,µm,Spine,0,1,1,100000001,610000005361,
0,µm,Spine,0,1,1,100000002,610000005363,
0.365625,µm,Spine,5,2,1,100000003,610000005366,
