
Spine Part Min Diameter Neck
 ==================== 
Spine Part Min Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000001,610000001690,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000001695,
0.515873,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000001699,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001702,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001707,
0.324668,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001716,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000001719,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000003,610000001723,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000001728,
0.266191,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000001731,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001733,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000001736,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000001738,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001741,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000001744,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001747,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001749,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000001752,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000001754,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000001756,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000001758,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001762,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001764,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000001767,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001770,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000001773,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000001775,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001778,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001781,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000001785,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000001788,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001792,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000003,610000001795,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000001803,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000001805,
0.248574,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001814,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000001816,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001819,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001821,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000001823,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001829,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000001841,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000001843,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000001845,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001847,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001849,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001856,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001858,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000001865,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001871,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001879,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001891,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000000,610000001908,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000001909,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000001910,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000001911,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000001,610000001912,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000001913,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000001914,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000001915,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000001916,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000001,610000001917,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000001,610000001924,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000001927,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000001928,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000001929,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000001930,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000001931,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000002,610000001933,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000002,610000001934,
0,µm,Spine,Spine Part Min Diameter,3,2,1,100000003,610000001943,
0,µm,Spine,Spine Part Min Diameter,2,2,1,100000003,610000001944,
0,µm,Spine,Spine Part Min Diameter,1,2,1,100000003,610000001945,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000001946,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000003,610000001950,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000004,610000001952,
0,µm,Spine,Spine Part Min Diameter,1,1,1,100000004,610000001953,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000001954,
0,µm,Spine,Spine Part Min Diameter,0,1,1,100000004,610000001955,
