
Segment Intensity StdDev Ch=2 Img=1
 ==================== 
Segment Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
16.6202,,Segment,2,1,Image 1,2,1,100000001,510000000017,
16.9163,,Segment,2,0,Image 1,1,1,100000001,510000000042,
17.247,,Segment,2,3,Image 1,3,1,100000001,510000000058,
12.4808,,Segment,2,2,Image 1,2,1,100000001,510000000065,
13.9934,,Segment,2,1,Image 1,1,1,100000001,510000000116,
13.3886,,Segment,2,5,Image 1,3,1,100000001,510000000121,
11.682,,Segment,2,4,Image 1,2,1,100000001,510000000124,
13.8916,,Segment,2,3,Image 1,2,1,100000001,510000000148,
18.6611,,Segment,2,6,Image 1,2,1,100000001,510000000151,
9.13318,,Segment,2,4,Image 1,3,1,100000001,510000000155,
12.1284,,Segment,2,2,Image 1,1,1,100000001,510000000160,
10.4507,,Segment,2,1,Image 1,2,1,100000004,510000000195,
12.3576,,Segment,2,0,Image 1,1,1,100000004,510000000294,
11.9323,,Segment,2,1,Image 1,1,1,100000004,510000000320,
13.3341,,Segment,2,2,Image 1,1,1,100000002,510000000334,
14.4748,,Segment,2,1,Image 1,1,1,100000002,510000000350,
14.2735,,Segment,2,0,Image 1,1,1,100000002,510000000425,
13.0061,,Segment,2,2,Image 1,2,1,100000002,510000000449,
16.3734,,Segment,2,1,Image 1,2,1,100000002,510000000454,
18.5935,,Segment,2,1,Image 1,2,1,100000003,510000000489,
13.4107,,Segment,2,0,Image 1,1,1,100000003,510000000520,
12.8955,,Segment,2,1,Image 1,2,1,100000001,510000000527,
13.1452,,Segment,2,0,Image 1,1,1,100000001,510000000584,
12.174,,Segment,2,1,Image 1,1,1,100000001,510000000602,
20.9947,,Segment,2,3,Image 1,2,1,100000003,510000000619,
26.9443,,Segment,2,4,Image 1,2,1,100000003,510000000637,
23.388,,Segment,2,3,Image 1,1,1,100000003,510000000640,
23.2532,,Segment,2,2,Image 1,2,1,100000003,510000000646,
21.7147,,Segment,2,4,Image 1,1,1,100000003,510000000648,
14.9171,,Segment,2,1,Image 1,2,1,100000003,510000000669,
15.5649,,Segment,2,2,Image 1,1,1,100000001,510000000721,
16.8998,,Segment,2,1,Image 1,1,1,100000001,510000000735,
17.8256,,Segment,2,0,Image 1,1,1,100000001,510000000747,
8.34336,,Segment,2,0,Image 1,1,1,100000000,510000000778,
16.0435,,Segment,2,1,Image 1,1,1,100000003,510000000906,
12.1013,,Segment,2,0,Image 1,1,1,100000002,510000000919,
14.9651,,Segment,2,2,Image 1,2,1,100000001,510000000972,
14.8899,,Segment,2,1,Image 1,2,1,100000002,510000000988,
12.7809,,Segment,2,0,Image 1,1,1,100000002,510000001022,
15.841,,Segment,2,1,Image 1,2,1,100000003,510000001056,
18.3314,,Segment,2,0,Image 1,1,1,100000003,510000001058,
23.4022,,Segment,2,0,Image 1,1,1,100000003,510000001078,
16.2631,,Segment,2,1,Image 1,2,1,100000002,510000001095,
10.6404,,Segment,2,0,Image 1,1,1,100000002,510000001107,
11.487,,Segment,2,1,Image 1,1,1,100000003,510000001109,
16.7557,,Segment,2,1,Image 1,1,1,100000000,510000001125,
21.4857,,Segment,2,0,Image 1,1,1,100000000,510000001161,
11.0408,,Segment,2,1,Image 1,1,1,100000002,510000001164,
12.0167,,Segment,2,0,Image 1,1,1,100000002,510000001168,
14.0306,,Segment,2,0,Image 1,1,1,100000004,510000001214,
11.649,,Segment,2,0,Image 1,1,1,100000002,510000001244,
9.43375,,Segment,2,1,Image 1,2,1,100000000,510000001250,
16.0898,,Segment,2,0,Image 1,1,1,100000001,510000001326,
7.83374,,Segment,2,0,Image 1,1,1,100000002,510000001352,
13.8924,,Segment,2,0,Image 1,1,1,100000001,510000001389,
19.8526,,Segment,2,0,Image 1,1,1,100000000,510000001420,
19.7406,,Segment,2,0,Image 1,1,1,100000004,510000001426,
13.5775,,Segment,2,0,Image 1,1,1,100000001,510000001436,
19.8253,,Segment,2,2,Image 1,3,1,100000001,510000001442,
21.3296,,Segment,2,1,Image 1,2,1,100000001,510000001446,
20.4448,,Segment,2,0,Image 1,1,1,100000001,510000001461,
16.9806,,Segment,2,0,Image 1,1,1,100000000,510000001478,
25.4489,,Segment,2,2,Image 1,2,1,100000001,510000001481,
13.8952,,Segment,2,0,Image 1,1,1,100000001,510000001498,
25.2975,,Segment,2,1,Image 1,1,1,100000001,510000001515,
9.68049,,Segment,2,0,Image 1,1,1,100000000,510000001519,
16.6102,,Segment,2,5,Image 1,2,1,100000001,510000001523,
16.9107,,Segment,2,6,Image 1,3,1,100000001,510000001524,
12.5969,,Segment,2,1,Image 1,2,1,100000001,510000001525,
10.8874,,Segment,2,0,Image 1,1,1,100000002,510000001528,
13.0712,,Segment,2,1,Image 1,1,1,100000002,510000001530,
19.9128,,Segment,2,1,Image 1,1,1,100000003,510000001532,
20.9386,,Segment,2,2,Image 1,1,1,100000003,510000001533,
17.0365,,Segment,2,0,Image 1,1,1,100000003,510000001534,
