
Soma Ellipsoid Axis A
 ==================== 
Soma Ellipsoid Axis A X,Soma Ellipsoid Axis A Y,Soma Ellipsoid Axis A Z,Unit,Category,Collection,Time,FilamentID,ID,
0.567958,0.393646,-0.722819,µm,Soma,Soma Ellipsoid Axis A,1,100000000,800000000,
0.0611547,-0.185229,-0.980791,µm,Soma,Soma Ellipsoid Axis A,1,100000001,800000001,
-0.367257,-0.216519,0.904567,µm,Soma,Soma Ellipsoid Axis A,1,100000002,800000002,
-0.0848335,-0.377221,0.92223,µm,Soma,Soma Ellipsoid Axis A,1,100000003,800000003,
0.266099,0.96374,0.0199028,µm,Soma,Soma Ellipsoid Axis A,1,100000004,800000004,
