
Segment Intensity Mean Ch=5 Img=1
 ==================== 
Segment Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
34.0893,,Segment,5,1,Image 1,2,1,100000001,510000000017,
0.700348,,Segment,5,0,Image 1,1,1,100000001,510000000042,
0,,Segment,5,3,Image 1,3,1,100000001,510000000058,
0,,Segment,5,2,Image 1,2,1,100000001,510000000065,
0.52659,,Segment,5,1,Image 1,1,1,100000001,510000000116,
0.431373,,Segment,5,5,Image 1,3,1,100000001,510000000121,
0.407407,,Segment,5,4,Image 1,2,1,100000001,510000000124,
0.0154639,,Segment,5,3,Image 1,2,1,100000001,510000000148,
5.75472,,Segment,5,6,Image 1,2,1,100000001,510000000151,
0,,Segment,5,4,Image 1,3,1,100000001,510000000155,
0,,Segment,5,2,Image 1,1,1,100000001,510000000160,
0,,Segment,5,1,Image 1,2,1,100000004,510000000195,
0,,Segment,5,0,Image 1,1,1,100000004,510000000294,
0,,Segment,5,1,Image 1,1,1,100000004,510000000320,
0,,Segment,5,2,Image 1,1,1,100000002,510000000334,
0,,Segment,5,1,Image 1,1,1,100000002,510000000350,
0,,Segment,5,0,Image 1,1,1,100000002,510000000425,
0,,Segment,5,2,Image 1,2,1,100000002,510000000449,
0,,Segment,5,1,Image 1,2,1,100000002,510000000454,
0,,Segment,5,1,Image 1,2,1,100000003,510000000489,
0,,Segment,5,0,Image 1,1,1,100000003,510000000520,
29.1056,,Segment,5,1,Image 1,2,1,100000001,510000000527,
3.60392,,Segment,5,0,Image 1,1,1,100000001,510000000584,
23.2945,,Segment,5,1,Image 1,1,1,100000001,510000000602,
0,,Segment,5,3,Image 1,2,1,100000003,510000000619,
0,,Segment,5,4,Image 1,2,1,100000003,510000000637,
0,,Segment,5,3,Image 1,1,1,100000003,510000000640,
0,,Segment,5,2,Image 1,2,1,100000003,510000000646,
0,,Segment,5,4,Image 1,1,1,100000003,510000000648,
0,,Segment,5,1,Image 1,2,1,100000003,510000000669,
0,,Segment,5,2,Image 1,1,1,100000001,510000000721,
0,,Segment,5,1,Image 1,1,1,100000001,510000000735,
0,,Segment,5,0,Image 1,1,1,100000001,510000000747,
0,,Segment,5,0,Image 1,1,1,100000000,510000000778,
0,,Segment,5,1,Image 1,1,1,100000003,510000000906,
0.845815,,Segment,5,0,Image 1,1,1,100000002,510000000919,
0,,Segment,5,2,Image 1,2,1,100000001,510000000972,
15.1403,,Segment,5,1,Image 1,2,1,100000002,510000000988,
0.403226,,Segment,5,0,Image 1,1,1,100000002,510000001022,
0,,Segment,5,1,Image 1,2,1,100000003,510000001056,
0,,Segment,5,0,Image 1,1,1,100000003,510000001058,
0,,Segment,5,0,Image 1,1,1,100000003,510000001078,
0.272727,,Segment,5,1,Image 1,2,1,100000002,510000001095,
0,,Segment,5,0,Image 1,1,1,100000002,510000001107,
0,,Segment,5,1,Image 1,1,1,100000003,510000001109,
0.252308,,Segment,5,1,Image 1,1,1,100000000,510000001125,
8.44194,,Segment,5,0,Image 1,1,1,100000000,510000001161,
0,,Segment,5,1,Image 1,1,1,100000002,510000001164,
0,,Segment,5,0,Image 1,1,1,100000002,510000001168,
0,,Segment,5,0,Image 1,1,1,100000004,510000001214,
0,,Segment,5,0,Image 1,1,1,100000002,510000001244,
0,,Segment,5,1,Image 1,2,1,100000000,510000001250,
0.115942,,Segment,5,0,Image 1,1,1,100000001,510000001326,
0,,Segment,5,0,Image 1,1,1,100000002,510000001352,
0.0646259,,Segment,5,0,Image 1,1,1,100000001,510000001389,
0,,Segment,5,0,Image 1,1,1,100000000,510000001420,
0,,Segment,5,0,Image 1,1,1,100000004,510000001426,
0,,Segment,5,0,Image 1,1,1,100000001,510000001436,
0,,Segment,5,2,Image 1,3,1,100000001,510000001442,
0.269006,,Segment,5,1,Image 1,2,1,100000001,510000001446,
0.174242,,Segment,5,0,Image 1,1,1,100000001,510000001461,
0.0373134,,Segment,5,0,Image 1,1,1,100000000,510000001478,
0,,Segment,5,2,Image 1,2,1,100000001,510000001481,
0,,Segment,5,0,Image 1,1,1,100000001,510000001498,
0.330935,,Segment,5,1,Image 1,1,1,100000001,510000001515,
0,,Segment,5,0,Image 1,1,1,100000000,510000001519,
11.4167,,Segment,5,5,Image 1,2,1,100000001,510000001523,
6.98276,,Segment,5,6,Image 1,3,1,100000001,510000001524,
0,,Segment,5,1,Image 1,2,1,100000001,510000001525,
0,,Segment,5,0,Image 1,1,1,100000002,510000001528,
0,,Segment,5,1,Image 1,1,1,100000002,510000001530,
0,,Segment,5,1,Image 1,1,1,100000003,510000001532,
0,,Segment,5,2,Image 1,1,1,100000003,510000001533,
0,,Segment,5,0,Image 1,1,1,100000003,510000001534,
