
Spine Mean Diameter
 ==================== 
Spine Mean Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.25185,µm,Spine,1,2,1,100000001,610000001690,
0.334173,µm,Spine,1,2,1,100000002,610000001695,
0.35791,µm,Spine,1,2,1,100000002,610000001699,
0.222398,µm,Spine,0,1,1,100000000,610000001702,
0.62765,µm,Spine,0,1,1,100000000,610000001707,
0.317689,µm,Spine,0,1,1,100000000,610000001716,
0.217108,µm,Spine,1,1,1,100000001,610000001719,
0.275274,µm,Spine,1,2,1,100000003,610000001723,
0.389717,µm,Spine,1,1,1,100000001,610000001728,
0.309962,µm,Spine,1,1,1,100000001,610000001731,
0.419886,µm,Spine,0,1,1,100000000,610000001733,
0.23368,µm,Spine,1,2,1,100000002,610000001736,
0.26471,µm,Spine,0,1,1,100000001,610000001738,
0.406821,µm,Spine,0,1,1,100000000,610000001741,
0.621028,µm,Spine,1,2,1,100000002,610000001744,
0.292994,µm,Spine,0,1,1,100000000,610000001747,
0.308754,µm,Spine,0,1,1,100000000,610000001749,
0.365829,µm,Spine,1,1,1,100000001,610000001752,
0.330261,µm,Spine,1,2,1,100000002,610000001754,
0.289745,µm,Spine,1,1,1,100000001,610000001756,
0.220647,µm,Spine,0,1,1,100000003,610000001758,
0.257825,µm,Spine,0,1,1,100000000,610000001762,
0.629531,µm,Spine,0,1,1,100000000,610000001764,
0.222546,µm,Spine,1,2,1,100000002,610000001767,
0.253769,µm,Spine,0,1,1,100000000,610000001770,
0.241793,µm,Spine,0,1,1,100000003,610000001773,
0.233246,µm,Spine,1,2,1,100000002,610000001775,
0.356299,µm,Spine,0,1,1,100000000,610000001778,
0.352039,µm,Spine,0,1,1,100000000,610000001781,
0.411758,µm,Spine,1,2,1,100000002,610000001785,
0.380057,µm,Spine,1,2,1,100000002,610000001788,
0.301117,µm,Spine,0,1,1,100000000,610000001792,
0.37184,µm,Spine,1,2,1,100000003,610000001795,
0.363141,µm,Spine,1,1,1,100000001,610000001803,
0.348208,µm,Spine,0,1,1,100000004,610000001805,
0.258724,µm,Spine,0,1,1,100000000,610000001814,
0.23698,µm,Spine,0,1,1,100000003,610000001816,
0.468843,µm,Spine,0,1,1,100000000,610000001819,
0.398561,µm,Spine,0,1,1,100000000,610000001821,
0.553896,µm,Spine,1,2,1,100000002,610000001823,
0.324034,µm,Spine,0,1,1,100000000,610000001829,
0.28514,µm,Spine,1,1,1,100000001,610000001841,
0.285023,µm,Spine,1,1,1,100000001,610000001843,
0.368818,µm,Spine,0,1,1,100000004,610000001845,
0.3656,µm,Spine,0,1,1,100000000,610000001847,
0.296575,µm,Spine,0,1,1,100000000,610000001849,
0.348483,µm,Spine,0,1,1,100000000,610000001856,
0.269294,µm,Spine,0,1,1,100000000,610000001858,
0.362661,µm,Spine,1,1,1,100000001,610000001865,
0.38957,µm,Spine,0,1,1,100000000,610000001871,
0.389438,µm,Spine,0,1,1,100000000,610000001879,
0.22743,µm,Spine,0,1,1,100000000,610000001891,
0.279654,µm,Spine,0,1,1,100000000,610000001908,
0.305331,µm,Spine,1,1,1,100000001,610000001909,
0.326743,µm,Spine,1,1,1,100000001,610000001910,
0.461092,µm,Spine,1,1,1,100000001,610000001911,
0.244872,µm,Spine,1,1,1,100000001,610000001912,
0.294564,µm,Spine,0,1,1,100000001,610000001913,
0.335433,µm,Spine,0,1,1,100000001,610000001914,
0.359771,µm,Spine,0,1,1,100000001,610000001915,
0.268455,µm,Spine,0,1,1,100000001,610000001916,
0.290451,µm,Spine,2,2,1,100000001,610000001917,
0.353671,µm,Spine,0,1,1,100000001,610000001924,
0.311101,µm,Spine,1,2,1,100000002,610000001927,
0.25033,µm,Spine,0,1,1,100000002,610000001928,
0.346676,µm,Spine,0,1,1,100000002,610000001929,
0.24411,µm,Spine,0,1,1,100000002,610000001930,
0.343537,µm,Spine,0,1,1,100000002,610000001931,
0.231423,µm,Spine,1,2,1,100000002,610000001933,
0.272764,µm,Spine,0,1,1,100000002,610000001934,
0.229077,µm,Spine,3,2,1,100000003,610000001943,
0.189708,µm,Spine,2,2,1,100000003,610000001944,
0.251109,µm,Spine,1,2,1,100000003,610000001945,
0.266811,µm,Spine,0,1,1,100000003,610000001946,
0.247079,µm,Spine,0,1,1,100000003,610000001950,
0.341668,µm,Spine,1,1,1,100000004,610000001952,
0.417592,µm,Spine,1,1,1,100000004,610000001953,
0.31426,µm,Spine,0,1,1,100000004,610000001954,
0.26172,µm,Spine,0,1,1,100000004,610000001955,
