
Spine Part Length Ground
 ==================== 
Spine Part Length Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.357192,µm,Spine,Spine Part Length,1,2,1,100000001,610000001690,
0.334156,µm,Spine,Spine Part Length,1,2,1,100000002,610000001695,
0.256419,µm,Spine,Spine Part Length,1,2,1,100000002,610000001699,
0.31061,µm,Spine,Spine Part Length,0,1,1,100000000,610000001702,
0.317344,µm,Spine,Spine Part Length,0,1,1,100000000,610000001707,
0.216811,µm,Spine,Spine Part Length,0,1,1,100000000,610000001716,
0.434403,µm,Spine,Spine Part Length,1,1,1,100000001,610000001719,
0.221443,µm,Spine,Spine Part Length,1,2,1,100000003,610000001723,
0.447605,µm,Spine,Spine Part Length,1,1,1,100000001,610000001728,
0.239055,µm,Spine,Spine Part Length,1,1,1,100000001,610000001731,
0.395203,µm,Spine,Spine Part Length,0,1,1,100000000,610000001733,
0.247865,µm,Spine,Spine Part Length,1,2,1,100000002,610000001736,
0.2737,µm,Spine,Spine Part Length,0,1,1,100000001,610000001738,
0.288172,µm,Spine,Spine Part Length,0,1,1,100000000,610000001741,
0.21583,µm,Spine,Spine Part Length,1,2,1,100000002,610000001744,
0.303731,µm,Spine,Spine Part Length,0,1,1,100000000,610000001747,
0.295555,µm,Spine,Spine Part Length,0,1,1,100000000,610000001749,
0.251897,µm,Spine,Spine Part Length,1,1,1,100000001,610000001752,
0.291174,µm,Spine,Spine Part Length,1,2,1,100000002,610000001754,
0.400554,µm,Spine,Spine Part Length,1,1,1,100000001,610000001756,
0.34017,µm,Spine,Spine Part Length,0,1,1,100000003,610000001758,
0.246913,µm,Spine,Spine Part Length,0,1,1,100000000,610000001762,
0.539838,µm,Spine,Spine Part Length,0,1,1,100000000,610000001764,
0.298891,µm,Spine,Spine Part Length,1,2,1,100000002,610000001767,
0.378841,µm,Spine,Spine Part Length,0,1,1,100000000,610000001770,
0.383829,µm,Spine,Spine Part Length,0,1,1,100000003,610000001773,
0.302628,µm,Spine,Spine Part Length,1,2,1,100000002,610000001775,
0.317938,µm,Spine,Spine Part Length,0,1,1,100000000,610000001778,
0.30224,µm,Spine,Spine Part Length,0,1,1,100000000,610000001781,
0.193755,µm,Spine,Spine Part Length,1,2,1,100000002,610000001785,
0.332021,µm,Spine,Spine Part Length,1,2,1,100000002,610000001788,
0.266963,µm,Spine,Spine Part Length,0,1,1,100000000,610000001792,
0.153501,µm,Spine,Spine Part Length,1,2,1,100000003,610000001795,
0.385031,µm,Spine,Spine Part Length,1,1,1,100000001,610000001803,
0.139218,µm,Spine,Spine Part Length,0,1,1,100000004,610000001805,
0.261681,µm,Spine,Spine Part Length,0,1,1,100000000,610000001814,
0.305754,µm,Spine,Spine Part Length,0,1,1,100000003,610000001816,
0.426813,µm,Spine,Spine Part Length,0,1,1,100000000,610000001819,
0.352754,µm,Spine,Spine Part Length,0,1,1,100000000,610000001821,
0.471973,µm,Spine,Spine Part Length,1,2,1,100000002,610000001823,
0.27877,µm,Spine,Spine Part Length,0,1,1,100000000,610000001829,
0.29174,µm,Spine,Spine Part Length,1,1,1,100000001,610000001841,
0.341181,µm,Spine,Spine Part Length,1,1,1,100000001,610000001843,
0.126984,µm,Spine,Spine Part Length,0,1,1,100000004,610000001845,
0.353217,µm,Spine,Spine Part Length,0,1,1,100000000,610000001847,
0.370894,µm,Spine,Spine Part Length,0,1,1,100000000,610000001849,
0.280067,µm,Spine,Spine Part Length,0,1,1,100000000,610000001856,
0.185004,µm,Spine,Spine Part Length,0,1,1,100000000,610000001858,
0.317328,µm,Spine,Spine Part Length,1,1,1,100000001,610000001865,
0.283384,µm,Spine,Spine Part Length,0,1,1,100000000,610000001871,
0.218435,µm,Spine,Spine Part Length,0,1,1,100000000,610000001879,
0.37108,µm,Spine,Spine Part Length,0,1,1,100000000,610000001891,
0.20223,µm,Spine,Spine Part Length,0,1,1,100000000,610000001908,
0.278656,µm,Spine,Spine Part Length,1,1,1,100000001,610000001909,
0.180048,µm,Spine,Spine Part Length,1,1,1,100000001,610000001910,
0.343495,µm,Spine,Spine Part Length,1,1,1,100000001,610000001911,
0.130021,µm,Spine,Spine Part Length,1,1,1,100000001,610000001912,
0.264842,µm,Spine,Spine Part Length,0,1,1,100000001,610000001913,
0.300506,µm,Spine,Spine Part Length,0,1,1,100000001,610000001914,
0.273794,µm,Spine,Spine Part Length,0,1,1,100000001,610000001915,
0.205608,µm,Spine,Spine Part Length,0,1,1,100000001,610000001916,
0.252387,µm,Spine,Spine Part Length,2,2,1,100000001,610000001917,
0.30665,µm,Spine,Spine Part Length,0,1,1,100000001,610000001924,
0.258772,µm,Spine,Spine Part Length,1,2,1,100000002,610000001927,
0.257848,µm,Spine,Spine Part Length,0,1,1,100000002,610000001928,
0.18027,µm,Spine,Spine Part Length,0,1,1,100000002,610000001929,
0.288712,µm,Spine,Spine Part Length,0,1,1,100000002,610000001930,
0.271906,µm,Spine,Spine Part Length,0,1,1,100000002,610000001931,
0.334243,µm,Spine,Spine Part Length,1,2,1,100000002,610000001933,
0.232562,µm,Spine,Spine Part Length,0,1,1,100000002,610000001934,
0.273944,µm,Spine,Spine Part Length,3,2,1,100000003,610000001943,
0.264118,µm,Spine,Spine Part Length,2,2,1,100000003,610000001944,
0.264093,µm,Spine,Spine Part Length,1,2,1,100000003,610000001945,
0.263752,µm,Spine,Spine Part Length,0,1,1,100000003,610000001946,
0.259838,µm,Spine,Spine Part Length,0,1,1,100000003,610000001950,
0.362002,µm,Spine,Spine Part Length,1,1,1,100000004,610000001952,
0.361102,µm,Spine,Spine Part Length,1,1,1,100000004,610000001953,
0.239566,µm,Spine,Spine Part Length,0,1,1,100000004,610000001954,
0.200936,µm,Spine,Spine Part Length,0,1,1,100000004,610000001955,
