
Segment Straightness
 ==================== 
Segment Straightness,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.911529,,Segment,1,2,1,100000001,510000000017,
0.969065,,Segment,0,1,1,100000001,510000000042,
0.938596,,Segment,3,3,1,100000001,510000000058,
0.920519,,Segment,2,2,1,100000001,510000000065,
0.924868,,Segment,1,1,1,100000001,510000000116,
0.977196,,Segment,5,3,1,100000001,510000000121,
0.993567,,Segment,4,2,1,100000001,510000000124,
0.920597,,Segment,3,2,1,100000001,510000000148,
0.975907,,Segment,6,2,1,100000001,510000000151,
0.988458,,Segment,4,3,1,100000001,510000000155,
0.94737,,Segment,2,1,1,100000001,510000000160,
0.916623,,Segment,1,2,1,100000004,510000000195,
0.921607,,Segment,0,1,1,100000004,510000000294,
0.784436,,Segment,1,1,1,100000004,510000000320,
0.942217,,Segment,2,1,1,100000002,510000000334,
0.983237,,Segment,1,1,1,100000002,510000000350,
0.90749,,Segment,0,1,1,100000002,510000000425,
0.987603,,Segment,2,2,1,100000002,510000000449,
0.989632,,Segment,1,2,1,100000002,510000000454,
0.629633,,Segment,1,2,1,100000003,510000000489,
0.878204,,Segment,0,1,1,100000003,510000000520,
0.969296,,Segment,1,2,1,100000001,510000000527,
0.819146,,Segment,0,1,1,100000001,510000000584,
0.989782,,Segment,1,1,1,100000001,510000000602,
0.96403,,Segment,3,2,1,100000003,510000000619,
0.963325,,Segment,4,2,1,100000003,510000000637,
0.94894,,Segment,3,1,1,100000003,510000000640,
0.979701,,Segment,2,2,1,100000003,510000000646,
0.989018,,Segment,4,1,1,100000003,510000000648,
0.674389,,Segment,1,2,1,100000003,510000000669,
0.914152,,Segment,2,1,1,100000001,510000000721,
0.982261,,Segment,1,1,1,100000001,510000000735,
0.987944,,Segment,0,1,1,100000001,510000000747,
1,,Segment,0,1,1,100000000,510000000778,
0.932878,,Segment,1,1,1,100000003,510000000906,
0.956045,,Segment,0,1,1,100000002,510000000919,
0.947389,,Segment,2,2,1,100000001,510000000972,
0.927067,,Segment,1,2,1,100000002,510000000988,
0.981469,,Segment,0,1,1,100000002,510000001022,
0.98418,,Segment,1,2,1,100000003,510000001056,
0.974495,,Segment,0,1,1,100000003,510000001058,
0.968776,,Segment,0,1,1,100000003,510000001078,
0.953314,,Segment,1,2,1,100000002,510000001095,
0.983998,,Segment,0,1,1,100000002,510000001107,
0.966211,,Segment,1,1,1,100000003,510000001109,
0.955497,,Segment,1,1,1,100000000,510000001125,
0.936381,,Segment,0,1,1,100000000,510000001161,
0.965946,,Segment,1,1,1,100000002,510000001164,
1,,Segment,0,1,1,100000002,510000001168,
0.963869,,Segment,0,1,1,100000004,510000001214,
0.971983,,Segment,0,1,1,100000002,510000001244,
0.985949,,Segment,1,2,1,100000000,510000001250,
0.921847,,Segment,0,1,1,100000001,510000001326,
0.993395,,Segment,0,1,1,100000002,510000001352,
0.840899,,Segment,0,1,1,100000001,510000001389,
0.977971,,Segment,0,1,1,100000000,510000001420,
0.985879,,Segment,0,1,1,100000004,510000001426,
0.981682,,Segment,0,1,1,100000001,510000001436,
0.959431,,Segment,2,3,1,100000001,510000001442,
0.996143,,Segment,1,2,1,100000001,510000001446,
0.925816,,Segment,0,1,1,100000001,510000001461,
0.956415,,Segment,0,1,1,100000000,510000001478,
0.974666,,Segment,2,2,1,100000001,510000001481,
1,,Segment,0,1,1,100000001,510000001498,
0.999279,,Segment,1,1,1,100000001,510000001515,
1,,Segment,0,1,1,100000000,510000001519,
1,,Segment,5,2,1,100000001,510000001523,
1,,Segment,6,3,1,100000001,510000001524,
1,,Segment,1,2,1,100000001,510000001525,
1,,Segment,0,1,1,100000002,510000001528,
1,,Segment,1,1,1,100000002,510000001530,
1,,Segment,1,1,1,100000003,510000001532,
1,,Segment,2,1,1,100000003,510000001533,
1,,Segment,0,1,1,100000003,510000001534,
