
Segment Number of Voxel Ch=1 Img=1
 ==================== 
Segment Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
168,,Segment,1,1,Image 1,2,1,100000001,510000000017,
287,,Segment,1,0,Image 1,1,1,100000001,510000000042,
161,,Segment,1,3,Image 1,3,1,100000001,510000000058,
152,,Segment,1,2,Image 1,2,1,100000001,510000000065,
959,,Segment,1,1,Image 1,1,1,100000001,510000000116,
51,,Segment,1,5,Image 1,3,1,100000001,510000000121,
54,,Segment,1,4,Image 1,2,1,100000001,510000000124,
388,,Segment,1,3,Image 1,2,1,100000001,510000000148,
106,,Segment,1,6,Image 1,2,1,100000001,510000000151,
48,,Segment,1,4,Image 1,3,1,100000001,510000000155,
162,,Segment,1,2,Image 1,1,1,100000001,510000000160,
819,,Segment,1,1,Image 1,2,1,100000004,510000000195,
1749,,Segment,1,0,Image 1,1,1,100000004,510000000294,
598,,Segment,1,1,Image 1,1,1,100000004,510000000320,
399,,Segment,1,2,Image 1,1,1,100000002,510000000334,
408,,Segment,1,1,Image 1,1,1,100000002,510000000350,
1159,,Segment,1,0,Image 1,1,1,100000002,510000000425,
154,,Segment,1,2,Image 1,2,1,100000002,510000000449,
124,,Segment,1,1,Image 1,2,1,100000002,510000000454,
737,,Segment,1,1,Image 1,2,1,100000003,510000000489,
234,,Segment,1,0,Image 1,1,1,100000003,510000000520,
161,,Segment,1,1,Image 1,2,1,100000001,510000000527,
1020,,Segment,1,0,Image 1,1,1,100000001,510000000584,
163,,Segment,1,1,Image 1,1,1,100000001,510000000602,
216,,Segment,1,3,Image 1,2,1,100000003,510000000619,
210,,Segment,1,4,Image 1,2,1,100000003,510000000637,
161,,Segment,1,3,Image 1,1,1,100000003,510000000640,
137,,Segment,1,2,Image 1,2,1,100000003,510000000646,
112,,Segment,1,4,Image 1,1,1,100000003,510000000648,
370,,Segment,1,1,Image 1,2,1,100000003,510000000669,
326,,Segment,1,2,Image 1,1,1,100000001,510000000721,
313,,Segment,1,1,Image 1,1,1,100000001,510000000735,
278,,Segment,1,0,Image 1,1,1,100000001,510000000747,
22,,Segment,1,0,Image 1,1,1,100000000,510000000778,
366,,Segment,1,1,Image 1,1,1,100000003,510000000906,
454,,Segment,1,0,Image 1,1,1,100000002,510000000919,
233,,Segment,1,2,Image 1,2,1,100000001,510000000972,
335,,Segment,1,1,Image 1,2,1,100000002,510000000988,
186,,Segment,1,0,Image 1,1,1,100000002,510000001022,
90,,Segment,1,1,Image 1,2,1,100000003,510000001056,
142,,Segment,1,0,Image 1,1,1,100000003,510000001058,
136,,Segment,1,0,Image 1,1,1,100000003,510000001078,
286,,Segment,1,1,Image 1,2,1,100000002,510000001095,
212,,Segment,1,0,Image 1,1,1,100000002,510000001107,
128,,Segment,1,1,Image 1,1,1,100000003,510000001109,
325,,Segment,1,1,Image 1,1,1,100000000,510000001125,
310,,Segment,1,0,Image 1,1,1,100000000,510000001161,
139,,Segment,1,1,Image 1,1,1,100000002,510000001164,
28,,Segment,1,0,Image 1,1,1,100000002,510000001168,
505,,Segment,1,0,Image 1,1,1,100000004,510000001214,
84,,Segment,1,0,Image 1,1,1,100000002,510000001244,
105,,Segment,1,1,Image 1,2,1,100000000,510000001250,
828,,Segment,1,0,Image 1,1,1,100000001,510000001326,
152,,Segment,1,0,Image 1,1,1,100000002,510000001352,
882,,Segment,1,0,Image 1,1,1,100000001,510000001389,
127,,Segment,1,0,Image 1,1,1,100000000,510000001420,
145,,Segment,1,0,Image 1,1,1,100000004,510000001426,
87,,Segment,1,0,Image 1,1,1,100000001,510000001436,
59,,Segment,1,2,Image 1,3,1,100000001,510000001442,
171,,Segment,1,1,Image 1,2,1,100000001,510000001446,
264,,Segment,1,0,Image 1,1,1,100000001,510000001461,
134,,Segment,1,0,Image 1,1,1,100000000,510000001478,
83,,Segment,1,2,Image 1,2,1,100000001,510000001481,
367,,Segment,1,0,Image 1,1,1,100000001,510000001498,
139,,Segment,1,1,Image 1,1,1,100000001,510000001515,
188,,Segment,1,0,Image 1,1,1,100000000,510000001519,
60,,Segment,1,5,Image 1,2,1,100000001,510000001523,
58,,Segment,1,6,Image 1,3,1,100000001,510000001524,
74,,Segment,1,1,Image 1,2,1,100000001,510000001525,
466,,Segment,1,0,Image 1,1,1,100000002,510000001528,
126,,Segment,1,1,Image 1,1,1,100000002,510000001530,
111,,Segment,1,1,Image 1,1,1,100000003,510000001532,
67,,Segment,1,2,Image 1,1,1,100000003,510000001533,
98,,Segment,1,0,Image 1,1,1,100000003,510000001534,
