
Ellipticity (prolate)
 ==================== 
Ellipticity (prolate),Unit,Category,Time,ID,
0.23974,,Surface,1,0,
0.297209,,Surface,1,1,
0.432555,,Surface,1,2,
0.544683,,Surface,1,3,
0.611466,,Surface,1,4,
