
Segment Length
 ==================== 
Segment Length,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.969847,µm,Segment,1,2,1,100000001,510000000017,
1.68812,µm,Segment,0,1,1,100000001,510000000042,
1.00595,µm,Segment,3,3,1,100000001,510000000058,
0.643464,µm,Segment,2,2,1,100000001,510000000065,
4.50851,µm,Segment,1,1,1,100000001,510000000116,
0.504329,µm,Segment,5,3,1,100000001,510000000121,
0.417172,µm,Segment,4,2,1,100000001,510000000124,
2.41805,µm,Segment,3,2,1,100000001,510000000148,
0.455528,µm,Segment,6,2,1,100000001,510000000151,
0.390528,µm,Segment,4,3,1,100000001,510000000155,
0.648815,µm,Segment,2,1,1,100000001,510000000160,
3.15456,µm,Segment,1,2,1,100000004,510000000195,
7.16363,µm,Segment,0,1,1,100000004,510000000294,
1.95271,µm,Segment,1,1,1,100000004,510000000320,
1.46848,µm,Segment,2,1,1,100000002,510000000334,
1.43375,µm,Segment,1,1,1,100000002,510000000350,
4.79925,µm,Segment,0,1,1,100000002,510000000425,
0.510524,µm,Segment,2,2,1,100000002,510000000449,
0.607627,µm,Segment,1,2,1,100000002,510000000454,
3.03921,µm,Segment,1,2,1,100000003,510000000489,
1.36675,µm,Segment,0,1,1,100000003,510000000520,
0.543526,µm,Segment,1,2,1,100000001,510000000527,
4.66241,µm,Segment,0,1,1,100000001,510000000584,
0.42181,µm,Segment,1,1,1,100000001,510000000602,
1.33227,µm,Segment,3,2,1,100000003,510000000619,
1.18245,µm,Segment,4,2,1,100000003,510000000637,
0.543998,µm,Segment,3,1,1,100000003,510000000640,
0.844694,µm,Segment,2,2,1,100000003,510000000646,
0.472675,µm,Segment,4,1,1,100000003,510000000648,
2.04201,µm,Segment,1,2,1,100000003,510000000669,
1.49801,µm,Segment,2,1,1,100000001,510000000721,
1.46741,µm,Segment,1,1,1,100000001,510000000735,
0.90542,µm,Segment,0,1,1,100000001,510000000747,
0.147907,µm,Segment,0,1,1,100000000,510000000778,
1.07804,µm,Segment,1,1,1,100000003,510000000906,
1.07511,µm,Segment,0,1,1,100000002,510000000919,
1.38972,µm,Segment,2,2,1,100000001,510000000972,
1.57853,µm,Segment,1,2,1,100000002,510000000988,
0.745157,µm,Segment,0,1,1,100000002,510000001022,
0.490088,µm,Segment,1,2,1,100000003,510000001056,
0.488961,µm,Segment,0,1,1,100000003,510000001058,
0.577359,µm,Segment,0,1,1,100000003,510000001078,
1.56153,µm,Segment,1,2,1,100000002,510000001095,
0.978337,µm,Segment,0,1,1,100000002,510000001107,
0.372801,µm,Segment,1,1,1,100000003,510000001109,
1.26479,µm,Segment,1,1,1,100000000,510000001125,
2.40429,µm,Segment,0,1,1,100000000,510000001161,
0.480618,µm,Segment,1,1,1,100000002,510000001164,
0.127241,µm,Segment,0,1,1,100000002,510000001168,
2.04823,µm,Segment,0,1,1,100000004,510000001214,
0.294492,µm,Segment,0,1,1,100000002,510000001244,
0.446949,µm,Segment,1,2,1,100000000,510000001250,
3.25451,µm,Segment,0,1,1,100000001,510000001326,
0.609978,µm,Segment,0,1,1,100000002,510000001352,
1.9163,µm,Segment,0,1,1,100000001,510000001389,
0.740908,µm,Segment,0,1,1,100000000,510000001420,
0.444756,µm,Segment,0,1,1,100000004,510000001426,
0.432271,µm,Segment,0,1,1,100000001,510000001436,
0.504499,µm,Segment,2,3,1,100000001,510000001442,
0.555327,µm,Segment,1,2,1,100000001,510000001446,
0.76396,µm,Segment,0,1,1,100000001,510000001461,
1.36071,µm,Segment,0,1,1,100000000,510000001478,
0.505292,µm,Segment,2,2,1,100000001,510000001481,
0.159369,µm,Segment,0,1,1,100000001,510000001498,
0.438176,µm,Segment,1,1,1,100000001,510000001515,
0.317263,µm,Segment,0,1,1,100000000,510000001519,
0.309723,µm,Segment,5,2,1,100000001,510000001523,
0.312281,µm,Segment,6,3,1,100000001,510000001524,
0.318701,µm,Segment,1,2,1,100000001,510000001525,
0.366389,µm,Segment,0,1,1,100000002,510000001528,
0.314587,µm,Segment,1,1,1,100000002,510000001530,
0.255013,µm,Segment,1,1,1,100000003,510000001532,
0.0579515,µm,Segment,2,1,1,100000003,510000001533,
0.127907,µm,Segment,0,1,1,100000003,510000001534,
