
Spine Branch Depth
 ==================== 
Spine Branch Depth,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,1,2,1,100000001,610000001690,
-1,,Spine,1,2,1,100000002,610000001695,
-1,,Spine,1,2,1,100000002,610000001699,
-1,,Spine,0,1,1,100000000,610000001702,
-1,,Spine,0,1,1,100000000,610000001707,
0,,Spine,0,1,1,100000000,610000001716,
-1,,Spine,1,1,1,100000001,610000001719,
1,,Spine,1,2,1,100000003,610000001723,
-1,,Spine,1,1,1,100000001,610000001728,
1,,Spine,1,1,1,100000001,610000001731,
-1,,Spine,0,1,1,100000000,610000001733,
-1,,Spine,1,2,1,100000002,610000001736,
0,,Spine,0,1,1,100000001,610000001738,
-1,,Spine,0,1,1,100000000,610000001741,
-1,,Spine,1,2,1,100000002,610000001744,
-1,,Spine,0,1,1,100000000,610000001747,
-1,,Spine,0,1,1,100000000,610000001749,
-1,,Spine,1,1,1,100000001,610000001752,
-1,,Spine,1,2,1,100000002,610000001754,
1,,Spine,1,1,1,100000001,610000001756,
0,,Spine,0,1,1,100000003,610000001758,
-1,,Spine,0,1,1,100000000,610000001762,
-1,,Spine,0,1,1,100000000,610000001764,
-1,,Spine,1,2,1,100000002,610000001767,
-1,,Spine,0,1,1,100000000,610000001770,
0,,Spine,0,1,1,100000003,610000001773,
-1,,Spine,1,2,1,100000002,610000001775,
-1,,Spine,0,1,1,100000000,610000001778,
-1,,Spine,0,1,1,100000000,610000001781,
-1,,Spine,1,2,1,100000002,610000001785,
-1,,Spine,1,2,1,100000002,610000001788,
-1,,Spine,0,1,1,100000000,610000001792,
1,,Spine,1,2,1,100000003,610000001795,
-1,,Spine,1,1,1,100000001,610000001803,
0,,Spine,0,1,1,100000004,610000001805,
0,,Spine,0,1,1,100000000,610000001814,
0,,Spine,0,1,1,100000003,610000001816,
-1,,Spine,0,1,1,100000000,610000001819,
-1,,Spine,0,1,1,100000000,610000001821,
-1,,Spine,1,2,1,100000002,610000001823,
0,,Spine,0,1,1,100000000,610000001829,
-1,,Spine,1,1,1,100000001,610000001841,
-1,,Spine,1,1,1,100000001,610000001843,
0,,Spine,0,1,1,100000004,610000001845,
-1,,Spine,0,1,1,100000000,610000001847,
-1,,Spine,0,1,1,100000000,610000001849,
-1,,Spine,0,1,1,100000000,610000001856,
0,,Spine,0,1,1,100000000,610000001858,
-1,,Spine,1,1,1,100000001,610000001865,
-1,,Spine,0,1,1,100000000,610000001871,
0,,Spine,0,1,1,100000000,610000001879,
0,,Spine,0,1,1,100000000,610000001891,
0,,Spine,0,1,1,100000000,610000001908,
1,,Spine,1,1,1,100000001,610000001909,
1,,Spine,1,1,1,100000001,610000001910,
1,,Spine,1,1,1,100000001,610000001911,
1,,Spine,1,1,1,100000001,610000001912,
0,,Spine,0,1,1,100000001,610000001913,
0,,Spine,0,1,1,100000001,610000001914,
0,,Spine,0,1,1,100000001,610000001915,
0,,Spine,0,1,1,100000001,610000001916,
2,,Spine,2,2,1,100000001,610000001917,
0,,Spine,0,1,1,100000001,610000001924,
1,,Spine,1,2,1,100000002,610000001927,
0,,Spine,0,1,1,100000002,610000001928,
0,,Spine,0,1,1,100000002,610000001929,
0,,Spine,0,1,1,100000002,610000001930,
0,,Spine,0,1,1,100000002,610000001931,
1,,Spine,1,2,1,100000002,610000001933,
0,,Spine,0,1,1,100000002,610000001934,
3,,Spine,3,2,1,100000003,610000001943,
2,,Spine,2,2,1,100000003,610000001944,
1,,Spine,1,2,1,100000003,610000001945,
0,,Spine,0,1,1,100000003,610000001946,
0,,Spine,0,1,1,100000003,610000001950,
1,,Spine,1,1,1,100000004,610000001952,
1,,Spine,1,1,1,100000004,610000001953,
0,,Spine,0,1,1,100000004,610000001954,
0,,Spine,0,1,1,100000004,610000001955,
