
Soma Ellipsoid Axis C X
 ==================== 
Soma Ellipsoid Axis C X,Unit,Category,Collection,Time,FilamentID,ID,
-0.822769,µm,Soma,Soma Ellipsoid Axis C,1,100000000,800000000,
0.0907406,µm,Soma,Soma Ellipsoid Axis C,1,100000001,800000001,
-0.903421,µm,Soma,Soma Ellipsoid Axis C,1,100000002,800000002,
0.961225,µm,Soma,Soma Ellipsoid Axis C,1,100000003,800000003,
0.606571,µm,Soma,Soma Ellipsoid Axis C,1,100000004,800000004,
