
Segment Center Intensity StdDev Ch=2 Img=1
 ==================== 
Segment Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
16.64,,Segment,2,1,Image 1,2,1,100000001,510000000017,
15.5941,,Segment,2,0,Image 1,1,1,100000001,510000000042,
19.3922,,Segment,2,3,Image 1,3,1,100000001,510000000058,
9.31313,,Segment,2,2,Image 1,2,1,100000001,510000000065,
14.4313,,Segment,2,1,Image 1,1,1,100000001,510000000116,
3.74166,,Segment,2,5,Image 1,3,1,100000001,510000000121,
5.83095,,Segment,2,4,Image 1,2,1,100000001,510000000124,
13.694,,Segment,2,3,Image 1,2,1,100000001,510000000148,
27.8691,,Segment,2,6,Image 1,2,1,100000001,510000000151,
3.29983,,Segment,2,4,Image 1,3,1,100000001,510000000155,
5.78552,,Segment,2,2,Image 1,1,1,100000001,510000000160,
10.9204,,Segment,2,1,Image 1,2,1,100000004,510000000195,
11.5039,,Segment,2,0,Image 1,1,1,100000004,510000000294,
10.2177,,Segment,2,1,Image 1,1,1,100000004,510000000320,
16.1567,,Segment,2,2,Image 1,1,1,100000002,510000000334,
13.0559,,Segment,2,1,Image 1,1,1,100000002,510000000350,
17.4756,,Segment,2,0,Image 1,1,1,100000002,510000000425,
15.174,,Segment,2,2,Image 1,2,1,100000002,510000000449,
17.7553,,Segment,2,1,Image 1,2,1,100000002,510000000454,
23.1655,,Segment,2,1,Image 1,2,1,100000003,510000000489,
13.4906,,Segment,2,0,Image 1,1,1,100000003,510000000520,
4.463,,Segment,2,1,Image 1,2,1,100000001,510000000527,
9.34862,,Segment,2,0,Image 1,1,1,100000001,510000000584,
2.35702,,Segment,2,1,Image 1,1,1,100000001,510000000602,
21.5378,,Segment,2,3,Image 1,2,1,100000003,510000000619,
27.3626,,Segment,2,4,Image 1,2,1,100000003,510000000637,
11.6726,,Segment,2,3,Image 1,1,1,100000003,510000000640,
11.2685,,Segment,2,2,Image 1,2,1,100000003,510000000646,
23.5372,,Segment,2,4,Image 1,1,1,100000003,510000000648,
10.3522,,Segment,2,1,Image 1,2,1,100000003,510000000669,
16.4803,,Segment,2,2,Image 1,1,1,100000001,510000000721,
19.768,,Segment,2,1,Image 1,1,1,100000001,510000000735,
18.7467,,Segment,2,0,Image 1,1,1,100000001,510000000747,
0,,Segment,2,0,Image 1,1,1,100000000,510000000778,
14.3303,,Segment,2,1,Image 1,1,1,100000003,510000000906,
14.4427,,Segment,2,0,Image 1,1,1,100000002,510000000919,
12.3592,,Segment,2,2,Image 1,2,1,100000001,510000000972,
12.0882,,Segment,2,1,Image 1,2,1,100000002,510000000988,
9.67752,,Segment,2,0,Image 1,1,1,100000002,510000001022,
4.60299,,Segment,2,1,Image 1,2,1,100000003,510000001056,
20.4993,,Segment,2,0,Image 1,1,1,100000003,510000001058,
31.9517,,Segment,2,0,Image 1,1,1,100000003,510000001078,
23.1578,,Segment,2,1,Image 1,2,1,100000002,510000001095,
12.1425,,Segment,2,0,Image 1,1,1,100000002,510000001107,
6.97615,,Segment,2,1,Image 1,1,1,100000003,510000001109,
19.097,,Segment,2,1,Image 1,1,1,100000000,510000001125,
18.7534,,Segment,2,0,Image 1,1,1,100000000,510000001161,
8.51469,,Segment,2,1,Image 1,1,1,100000002,510000001164,
1.5,,Segment,2,0,Image 1,1,1,100000002,510000001168,
12.5558,,Segment,2,0,Image 1,1,1,100000004,510000001214,
11.0538,,Segment,2,0,Image 1,1,1,100000002,510000001244,
3.11247,,Segment,2,1,Image 1,2,1,100000000,510000001250,
14.5094,,Segment,2,0,Image 1,1,1,100000001,510000001326,
7.95512,,Segment,2,0,Image 1,1,1,100000002,510000001352,
11.5633,,Segment,2,0,Image 1,1,1,100000001,510000001389,
13.5779,,Segment,2,0,Image 1,1,1,100000000,510000001420,
17.2264,,Segment,2,0,Image 1,1,1,100000004,510000001426,
8.23165,,Segment,2,0,Image 1,1,1,100000001,510000001436,
21.6333,,Segment,2,2,Image 1,3,1,100000001,510000001442,
11.7235,,Segment,2,1,Image 1,2,1,100000001,510000001446,
13.5847,,Segment,2,0,Image 1,1,1,100000001,510000001461,
11.5111,,Segment,2,0,Image 1,1,1,100000000,510000001478,
19.6135,,Segment,2,2,Image 1,2,1,100000001,510000001481,
9,,Segment,2,0,Image 1,1,1,100000001,510000001498,
26.6625,,Segment,2,1,Image 1,1,1,100000001,510000001515,
1.5,,Segment,2,0,Image 1,1,1,100000000,510000001519,
3.5,,Segment,2,5,Image 1,2,1,100000001,510000001523,
25.5,,Segment,2,6,Image 1,3,1,100000001,510000001524,
2.5,,Segment,2,1,Image 1,2,1,100000001,510000001525,
4.5,,Segment,2,0,Image 1,1,1,100000002,510000001528,
3.5,,Segment,2,1,Image 1,1,1,100000002,510000001530,
7.5,,Segment,2,1,Image 1,1,1,100000003,510000001532,
26,,Segment,2,2,Image 1,1,1,100000003,510000001533,
13,,Segment,2,0,Image 1,1,1,100000003,510000001534,
