
Spine Attachment Pt Time Index
 ==================== 
Spine Attachment Pt Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,1,2,1,100000001,610000001690,
1,,Spine,1,2,1,100000003,610000001723,
1,,Spine,0,1,1,100000001,610000001738,
1,,Spine,1,2,1,100000003,610000001795,
1,,Spine,0,1,1,100000004,610000001805,
1,,Spine,0,1,1,100000004,610000001845,
1,,Spine,3,2,1,,610000001956,
1,,Spine,0,1,1,,610000001956,
1,,Spine,1,1,1,,610000001956,
1,,Spine,0,1,1,,610000001957,
1,,Spine,2,2,1,,610000001957,
1,,Spine,1,1,1,,610000001957,
1,,Spine,0,1,1,,610000001958,
1,,Spine,1,1,1,,610000001958,
1,,Spine,1,2,1,,610000001959,
1,,Spine,0,1,1,,610000001959,
1,,Spine,1,1,1,,610000001959,
1,,Spine,0,1,1,,610000001960,
1,,Spine,2,2,1,,610000001961,
1,,Spine,1,2,1,,610000001962,
1,,Spine,0,1,1,,610000001962,
1,,Spine,0,1,1,,610000001963,
1,,Spine,0,1,1,,610000001964,
1,,Spine,1,1,1,,610000001965,
