
Spine Area
 ==================== 
Spine Area,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.301008,µm^2,Spine,1,2,1,100000001,610000001690,
0.738489,µm^2,Spine,1,2,1,100000002,610000001695,
0.663383,µm^2,Spine,1,2,1,100000002,610000001699,
0.192515,µm^2,Spine,0,1,1,100000000,610000001702,
1.22772,µm^2,Spine,0,1,1,100000000,610000001707,
0.78968,µm^2,Spine,0,1,1,100000000,610000001716,
0.342838,µm^2,Spine,1,1,1,100000001,610000001719,
0.315517,µm^2,Spine,1,2,1,100000003,610000001723,
1.43675,µm^2,Spine,1,1,1,100000001,610000001728,
0.490647,µm^2,Spine,1,1,1,100000001,610000001731,
0.483882,µm^2,Spine,0,1,1,100000000,610000001733,
0.232026,µm^2,Spine,1,2,1,100000002,610000001736,
0.275531,µm^2,Spine,0,1,1,100000001,610000001738,
0.54619,µm^2,Spine,0,1,1,100000000,610000001741,
1.12861,µm^2,Spine,1,2,1,100000002,610000001744,
0.183226,µm^2,Spine,0,1,1,100000000,610000001747,
0.208932,µm^2,Spine,0,1,1,100000000,610000001749,
0.484289,µm^2,Spine,1,1,1,100000001,610000001752,
0.189111,µm^2,Spine,1,2,1,100000002,610000001754,
0.457416,µm^2,Spine,1,1,1,100000001,610000001756,
0.266788,µm^2,Spine,0,1,1,100000003,610000001758,
0.379719,µm^2,Spine,0,1,1,100000000,610000001762,
1.15514,µm^2,Spine,0,1,1,100000000,610000001764,
0.193407,µm^2,Spine,1,2,1,100000002,610000001767,
0.361304,µm^2,Spine,0,1,1,100000000,610000001770,
0.28358,µm^2,Spine,0,1,1,100000003,610000001773,
0.211616,µm^2,Spine,1,2,1,100000002,610000001775,
0.224895,µm^2,Spine,0,1,1,100000000,610000001778,
0.258068,µm^2,Spine,0,1,1,100000000,610000001781,
0.321179,µm^2,Spine,1,2,1,100000002,610000001785,
0.299486,µm^2,Spine,1,2,1,100000002,610000001788,
0.306825,µm^2,Spine,0,1,1,100000000,610000001792,
0.302491,µm^2,Spine,1,2,1,100000003,610000001795,
0.270127,µm^2,Spine,1,1,1,100000001,610000001803,
0.316097,µm^2,Spine,0,1,1,100000004,610000001805,
0.409344,µm^2,Spine,0,1,1,100000000,610000001814,
0.225511,µm^2,Spine,0,1,1,100000003,610000001816,
0.506575,µm^2,Spine,0,1,1,100000000,610000001819,
0.211422,µm^2,Spine,0,1,1,100000000,610000001821,
0.753513,µm^2,Spine,1,2,1,100000002,610000001823,
0.525425,µm^2,Spine,0,1,1,100000000,610000001829,
0.140964,µm^2,Spine,1,1,1,100000001,610000001841,
0.252154,µm^2,Spine,1,1,1,100000001,610000001843,
0.198582,µm^2,Spine,0,1,1,100000004,610000001845,
0.233818,µm^2,Spine,0,1,1,100000000,610000001847,
0.211628,µm^2,Spine,0,1,1,100000000,610000001849,
0.282489,µm^2,Spine,0,1,1,100000000,610000001856,
0.253003,µm^2,Spine,0,1,1,100000000,610000001858,
0.203466,µm^2,Spine,1,1,1,100000001,610000001865,
0.18783,µm^2,Spine,0,1,1,100000000,610000001871,
0.546728,µm^2,Spine,0,1,1,100000000,610000001879,
0.274882,µm^2,Spine,0,1,1,100000000,610000001891,
0.173715,µm^2,Spine,0,1,1,100000000,610000001908,
0.252911,µm^2,Spine,1,1,1,100000001,610000001909,
0.140276,µm^2,Spine,1,1,1,100000001,610000001910,
0.546962,µm^2,Spine,1,1,1,100000001,610000001911,
0.074765,µm^2,Spine,1,1,1,100000001,610000001912,
0.169908,µm^2,Spine,0,1,1,100000001,610000001913,
0.287352,µm^2,Spine,0,1,1,100000001,610000001914,
0.301115,µm^2,Spine,0,1,1,100000001,610000001915,
0.152191,µm^2,Spine,0,1,1,100000001,610000001916,
0.203641,µm^2,Spine,2,2,1,100000001,610000001917,
0.359941,µm^2,Spine,0,1,1,100000001,610000001924,
0.249576,µm^2,Spine,1,2,1,100000002,610000001927,
0.131499,µm^2,Spine,0,1,1,100000002,610000001928,
0.157141,µm^2,Spine,0,1,1,100000002,610000001929,
0.151841,µm^2,Spine,0,1,1,100000002,610000001930,
0.27954,µm^2,Spine,0,1,1,100000002,610000001931,
0.188561,µm^2,Spine,1,2,1,100000002,610000001933,
0.163819,µm^2,Spine,0,1,1,100000002,610000001934,
0.149706,µm^2,Spine,3,2,1,100000003,610000001943,
0.151534,µm^2,Spine,2,2,1,100000003,610000001944,
0.134684,µm^2,Spine,1,2,1,100000003,610000001945,
0.154345,µm^2,Spine,0,1,1,100000003,610000001946,
0.177069,µm^2,Spine,0,1,1,100000003,610000001950,
0.42172,µm^2,Spine,1,1,1,100000004,610000001952,
0.547995,µm^2,Spine,1,1,1,100000004,610000001953,
0.202258,µm^2,Spine,0,1,1,100000004,610000001954,
0.113882,µm^2,Spine,0,1,1,100000004,610000001955,
