
Soma Intensity Max Ch=1 Img=1
 ==================== 
Soma Intensity Max,Unit,Category,Channel,Image,Time,FilamentID,ID,
122,,Soma,1,Image 1,1,100000000,800000000,
22,,Soma,1,Image 1,1,100000001,800000001,
87,,Soma,1,Image 1,1,100000002,800000002,
124,,Soma,1,Image 1,1,100000003,800000003,
32,,Soma,1,Image 1,1,100000004,800000004,
