
Intensity Mean Ch=2 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
13.8061,,Surface,2,Image 1,1,0,
5.50186,,Surface,2,Image 1,1,1,
5.57715,,Surface,2,Image 1,1,2,
20,,Surface,2,Image 1,1,3,
5.21264,,Surface,2,Image 1,1,4,
