
Spine Center Intensity Max Ch=1 Img=1
 ==================== 
Spine Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
148,,Spine,1,1,Image 1,2,1,100000001,610000001690,
1,,Spine,1,1,Image 1,2,1,100000002,610000001695,
2,,Spine,1,1,Image 1,2,1,100000002,610000001699,
1,,Spine,1,0,Image 1,1,1,100000000,610000001702,
2,,Spine,1,0,Image 1,1,1,100000000,610000001707,
122,,Spine,1,0,Image 1,1,1,100000000,610000001716,
0,,Spine,1,0,Image 1,1,1,100000001,610000001719,
3,,Spine,1,1,Image 1,2,1,100000003,610000001723,
2,,Spine,1,0,Image 1,1,1,100000001,610000001728,
6,,Spine,1,1,Image 1,1,1,100000001,610000001731,
2,,Spine,1,0,Image 1,1,1,100000000,610000001733,
1,,Spine,1,1,Image 1,2,1,100000002,610000001736,
1,,Spine,1,0,Image 1,1,1,100000001,610000001738,
0,,Spine,1,0,Image 1,1,1,100000000,610000001741,
1,,Spine,1,1,Image 1,2,1,100000002,610000001744,
0,,Spine,1,0,Image 1,1,1,100000000,610000001747,
1,,Spine,1,0,Image 1,1,1,100000000,610000001749,
1,,Spine,1,0,Image 1,1,1,100000001,610000001752,
1,,Spine,1,1,Image 1,2,1,100000002,610000001754,
4,,Spine,1,1,Image 1,1,1,100000001,610000001756,
0,,Spine,1,0,Image 1,1,1,100000003,610000001758,
1,,Spine,1,0,Image 1,1,1,100000000,610000001762,
0,,Spine,1,0,Image 1,1,1,100000000,610000001764,
0,,Spine,1,1,Image 1,2,1,100000002,610000001767,
2,,Spine,1,0,Image 1,1,1,100000000,610000001770,
5,,Spine,1,0,Image 1,1,1,100000003,610000001773,
2,,Spine,1,1,Image 1,2,1,100000002,610000001775,
0,,Spine,1,0,Image 1,1,1,100000000,610000001778,
4,,Spine,1,0,Image 1,1,1,100000000,610000001781,
2,,Spine,1,1,Image 1,2,1,100000002,610000001785,
0,,Spine,1,1,Image 1,2,1,100000002,610000001788,
1,,Spine,1,0,Image 1,1,1,100000000,610000001792,
1,,Spine,1,1,Image 1,2,1,100000003,610000001795,
2,,Spine,1,0,Image 1,1,1,100000001,610000001803,
1,,Spine,1,0,Image 1,1,1,100000004,610000001805,
3,,Spine,1,0,Image 1,1,1,100000000,610000001814,
12,,Spine,1,0,Image 1,1,1,100000003,610000001816,
1,,Spine,1,0,Image 1,1,1,100000000,610000001819,
1,,Spine,1,0,Image 1,1,1,100000000,610000001821,
0,,Spine,1,1,Image 1,2,1,100000002,610000001823,
0,,Spine,1,0,Image 1,1,1,100000000,610000001829,
1,,Spine,1,0,Image 1,1,1,100000001,610000001841,
3,,Spine,1,0,Image 1,1,1,100000001,610000001843,
1,,Spine,1,0,Image 1,1,1,100000004,610000001845,
0,,Spine,1,0,Image 1,1,1,100000000,610000001847,
2,,Spine,1,0,Image 1,1,1,100000000,610000001849,
1,,Spine,1,0,Image 1,1,1,100000000,610000001856,
3,,Spine,1,0,Image 1,1,1,100000000,610000001858,
1,,Spine,1,0,Image 1,1,1,100000001,610000001865,
0,,Spine,1,0,Image 1,1,1,100000000,610000001871,
1,,Spine,1,0,Image 1,1,1,100000000,610000001879,
1,,Spine,1,0,Image 1,1,1,100000000,610000001891,
3,,Spine,1,0,Image 1,1,1,100000000,610000001908,
3,,Spine,1,1,Image 1,1,1,100000001,610000001909,
1,,Spine,1,1,Image 1,1,1,100000001,610000001910,
1,,Spine,1,1,Image 1,1,1,100000001,610000001911,
3,,Spine,1,1,Image 1,1,1,100000001,610000001912,
1,,Spine,1,0,Image 1,1,1,100000001,610000001913,
2,,Spine,1,0,Image 1,1,1,100000001,610000001914,
24,,Spine,1,0,Image 1,1,1,100000001,610000001915,
2,,Spine,1,0,Image 1,1,1,100000001,610000001916,
2,,Spine,1,2,Image 1,2,1,100000001,610000001917,
1,,Spine,1,0,Image 1,1,1,100000001,610000001924,
2,,Spine,1,1,Image 1,2,1,100000002,610000001927,
2,,Spine,1,0,Image 1,1,1,100000002,610000001928,
1,,Spine,1,0,Image 1,1,1,100000002,610000001929,
1,,Spine,1,0,Image 1,1,1,100000002,610000001930,
11,,Spine,1,0,Image 1,1,1,100000002,610000001931,
16,,Spine,1,1,Image 1,2,1,100000002,610000001933,
3,,Spine,1,0,Image 1,1,1,100000002,610000001934,
1,,Spine,1,3,Image 1,2,1,100000003,610000001943,
1,,Spine,1,2,Image 1,2,1,100000003,610000001944,
2,,Spine,1,1,Image 1,2,1,100000003,610000001945,
4,,Spine,1,0,Image 1,1,1,100000003,610000001946,
0,,Spine,1,0,Image 1,1,1,100000003,610000001950,
0,,Spine,1,1,Image 1,1,1,100000004,610000001952,
1,,Spine,1,1,Image 1,1,1,100000004,610000001953,
0,,Spine,1,0,Image 1,1,1,100000004,610000001954,
1,,Spine,1,0,Image 1,1,1,100000004,610000001955,
