
Spine Part Max Diameter Head
 ==================== 
Spine Part Max Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.169231,µm,Spine,Spine Part Max Diameter,1,2,1,100000001,610000001690,
0.498514,µm,Spine,Spine Part Max Diameter,1,2,1,100000002,610000001695,
0.366838,µm,Spine,Spine Part Max Diameter,1,2,1,100000002,610000001699,
0.272815,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001702,
0.629136,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001707,
0.288249,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001716,
0.219363,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000001719,
0.232133,µm,Spine,Spine Part Max Diameter,1,2,1,100000003,610000001723,
0.656671,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000001728,
0.324668,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000001731,
0.555022,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001733,
0.282758,µm,Spine,Spine Part Max Diameter,1,2,1,100000002,610000001736,
0.192772,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000001738,
0.481363,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001741,
0.745722,µm,Spine,Spine Part Max Diameter,1,2,1,100000002,610000001744,
0.330965,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001747,
0.364706,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001749,
0.456218,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000001752,
0.346976,µm,Spine,Spine Part Max Diameter,1,2,1,100000002,610000001754,
0.258573,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000001756,
0.167783,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000001758,
0.373178,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001762,
0.857544,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001764,
0.282758,µm,Spine,Spine Part Max Diameter,1,2,1,100000002,610000001767,
0.231333,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000001770,
0.200711,µm,Spine,Spine Part Max Diameter,0,1,1,100000003,610000001773,
