
Segment Center Number of Voxel Ch=2 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
9,,Segment,2,1,Image 1,2,1,100000001,510000000017,
17,,Segment,2,0,Image 1,1,1,100000001,510000000042,
12,,Segment,2,3,Image 1,3,1,100000001,510000000058,
8,,Segment,2,2,Image 1,2,1,100000001,510000000065,
52,,Segment,2,1,Image 1,1,1,100000001,510000000116,
6,,Segment,2,5,Image 1,3,1,100000001,510000000121,
4,,Segment,2,4,Image 1,2,1,100000001,510000000124,
25,,Segment,2,3,Image 1,2,1,100000001,510000000148,
4,,Segment,2,6,Image 1,2,1,100000001,510000000151,
3,,Segment,2,4,Image 1,3,1,100000001,510000000155,
6,,Segment,2,2,Image 1,1,1,100000001,510000000160,
36,,Segment,2,1,Image 1,2,1,100000004,510000000195,
79,,Segment,2,0,Image 1,1,1,100000004,510000000294,
23,,Segment,2,1,Image 1,1,1,100000004,510000000320,
15,,Segment,2,2,Image 1,1,1,100000002,510000000334,
17,,Segment,2,1,Image 1,1,1,100000002,510000000350,
68,,Segment,2,0,Image 1,1,1,100000002,510000000425,
4,,Segment,2,2,Image 1,2,1,100000002,510000000449,
6,,Segment,2,1,Image 1,2,1,100000002,510000000454,
36,,Segment,2,1,Image 1,2,1,100000003,510000000489,
16,,Segment,2,0,Image 1,1,1,100000003,510000000520,
7,,Segment,2,1,Image 1,2,1,100000001,510000000527,
56,,Segment,2,0,Image 1,1,1,100000001,510000000584,
3,,Segment,2,1,Image 1,1,1,100000001,510000000602,
18,,Segment,2,3,Image 1,2,1,100000003,510000000619,
17,,Segment,2,4,Image 1,2,1,100000003,510000000637,
4,,Segment,2,3,Image 1,1,1,100000003,510000000640,
7,,Segment,2,2,Image 1,2,1,100000003,510000000646,
3,,Segment,2,4,Image 1,1,1,100000003,510000000648,
14,,Segment,2,1,Image 1,2,1,100000003,510000000669,
15,,Segment,2,2,Image 1,1,1,100000001,510000000721,
15,,Segment,2,1,Image 1,1,1,100000001,510000000735,
10,,Segment,2,0,Image 1,1,1,100000001,510000000747,
1,,Segment,2,0,Image 1,1,1,100000000,510000000778,
9,,Segment,2,1,Image 1,1,1,100000003,510000000906,
13,,Segment,2,0,Image 1,1,1,100000002,510000000919,
16,,Segment,2,2,Image 1,2,1,100000001,510000000972,
17,,Segment,2,1,Image 1,2,1,100000002,510000000988,
9,,Segment,2,0,Image 1,1,1,100000002,510000001022,
4,,Segment,2,1,Image 1,2,1,100000003,510000001056,
3,,Segment,2,0,Image 1,1,1,100000003,510000001058,
9,,Segment,2,0,Image 1,1,1,100000003,510000001078,
13,,Segment,2,1,Image 1,2,1,100000002,510000001095,
10,,Segment,2,0,Image 1,1,1,100000002,510000001107,
3,,Segment,2,1,Image 1,1,1,100000003,510000001109,
14,,Segment,2,1,Image 1,1,1,100000000,510000001125,
29,,Segment,2,0,Image 1,1,1,100000000,510000001161,
4,,Segment,2,1,Image 1,1,1,100000002,510000001164,
2,,Segment,2,0,Image 1,1,1,100000002,510000001168,
30,,Segment,2,0,Image 1,1,1,100000004,510000001214,
4,,Segment,2,0,Image 1,1,1,100000002,510000001244,
4,,Segment,2,1,Image 1,2,1,100000000,510000001250,
43,,Segment,2,0,Image 1,1,1,100000001,510000001326,
9,,Segment,2,0,Image 1,1,1,100000002,510000001352,
20,,Segment,2,0,Image 1,1,1,100000001,510000001389,
8,,Segment,2,0,Image 1,1,1,100000000,510000001420,
4,,Segment,2,0,Image 1,1,1,100000004,510000001426,
5,,Segment,2,0,Image 1,1,1,100000001,510000001436,
7,,Segment,2,2,Image 1,3,1,100000001,510000001442,
5,,Segment,2,1,Image 1,2,1,100000001,510000001446,
9,,Segment,2,0,Image 1,1,1,100000001,510000001461,
18,,Segment,2,0,Image 1,1,1,100000000,510000001478,
4,,Segment,2,2,Image 1,2,1,100000001,510000001481,
2,,Segment,2,0,Image 1,1,1,100000001,510000001498,
3,,Segment,2,1,Image 1,1,1,100000001,510000001515,
2,,Segment,2,0,Image 1,1,1,100000000,510000001519,
2,,Segment,2,5,Image 1,2,1,100000001,510000001523,
2,,Segment,2,6,Image 1,3,1,100000001,510000001524,
2,,Segment,2,1,Image 1,2,1,100000001,510000001525,
2,,Segment,2,0,Image 1,1,1,100000002,510000001528,
2,,Segment,2,1,Image 1,1,1,100000002,510000001530,
2,,Segment,2,1,Image 1,1,1,100000003,510000001532,
2,,Segment,2,2,Image 1,1,1,100000003,510000001533,
2,,Segment,2,0,Image 1,1,1,100000003,510000001534,
