
Soma BoundingBoxOO Length A
 ==================== 
Soma BoundingBoxOO Length A,Unit,Category,Collection,Time,FilamentID,ID,
1.61035,µm,Soma,Soma BoundingBoxOO Length,1,100000000,800000000,
1.93018,µm,Soma,Soma BoundingBoxOO Length,1,100000001,800000001,
2.10767,µm,Soma,Soma BoundingBoxOO Length,1,100000002,800000002,
1.88574,µm,Soma,Soma BoundingBoxOO Length,1,100000003,800000003,
1.58398,µm,Soma,Soma BoundingBoxOO Length,1,100000004,800000004,
