
Soma Intensity StdDev Ch=2 Img=1
 ==================== 
Soma Intensity StdDev,Unit,Category,Channel,Image,Time,FilamentID,ID,
17.9234,,Soma,2,Image 1,1,100000000,800000000,
20.2637,,Soma,2,Image 1,1,100000001,800000001,
12.0254,,Soma,2,Image 1,1,100000002,800000002,
12.4406,,Soma,2,Image 1,1,100000003,800000003,
19.1599,,Soma,2,Image 1,1,100000004,800000004,
