
Spine Part Length Head
 ==================== 
Spine Part Length Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.396568,µm,Spine,Spine Part Length,0,1,1,100000001,610000002912,
0.324013,µm,Spine,Spine Part Length,0,1,1,100000001,610000002926,
0.123272,µm,Spine,Spine Part Length,0,1,1,100000001,610000002929,
0.395703,µm,Spine,Spine Part Length,0,1,1,100000001,610000002946,
0.156176,µm,Spine,Spine Part Length,0,1,1,100000001,610000002953,
0.205063,µm,Spine,Spine Part Length,2,2,1,100000000,610000002957,
0.28409,µm,Spine,Spine Part Length,0,1,1,100000001,610000002966,
0.0893809,µm,Spine,Spine Part Length,11,4,1,100000001,610000002969,
0.238274,µm,Spine,Spine Part Length,0,1,1,100000001,610000002973,
0.0830896,µm,Spine,Spine Part Length,1,1,1,100000001,610000002976,
0.248301,µm,Spine,Spine Part Length,1,2,1,100000000,610000002980,
0.0830166,µm,Spine,Spine Part Length,5,2,1,100000001,610000002983,
0.136475,µm,Spine,Spine Part Length,3,1,1,100000001,610000002985,
0.08125,µm,Spine,Spine Part Length,7,2,1,100000001,610000002987,
0.198855,µm,Spine,Spine Part Length,0,1,1,100000001,610000002991,
0.0921195,µm,Spine,Spine Part Length,5,3,1,100000001,610000002993,
0.317416,µm,Spine,Spine Part Length,2,2,1,100000000,610000002997,
0.101562,µm,Spine,Spine Part Length,4,1,1,100000001,610000003000,
0.0964844,µm,Spine,Spine Part Length,2,1,1,100000000,610000003003,
0.20605,µm,Spine,Spine Part Length,5,2,1,100000001,610000003009,
0.106641,µm,Spine,Spine Part Length,2,2,1,100000000,610000003014,
0.105371,µm,Spine,Spine Part Length,3,3,1,100000001,610000003016,
0.126446,µm,Spine,Spine Part Length,2,2,1,100000000,610000003019,
0.0939641,µm,Spine,Spine Part Length,6,2,1,100000001,610000003026,
0.0950142,µm,Spine,Spine Part Length,2,2,1,100000000,610000003029,
0.316254,µm,Spine,Spine Part Length,1,1,1,100000001,610000003033,
0.324537,µm,Spine,Spine Part Length,0,1,1,100000001,610000003037,
0.215614,µm,Spine,Spine Part Length,0,1,1,100000001,610000003042,
0.251975,µm,Spine,Spine Part Length,3,1,1,100000001,610000003046,
0.0914062,µm,Spine,Spine Part Length,1,1,1,100000000,610000003048,
0.111529,µm,Spine,Spine Part Length,0,1,1,100000000,610000003050,
0.120605,µm,Spine,Spine Part Length,8,3,1,100000001,610000003053,
0.160652,µm,Spine,Spine Part Length,2,2,1,100000001,610000003056,
0.108246,µm,Spine,Spine Part Length,0,1,1,100000000,610000003060,
0.109753,µm,Spine,Spine Part Length,2,2,1,100000000,610000003062,
0.121875,µm,Spine,Spine Part Length,1,1,1,100000001,610000003065,
0.329333,µm,Spine,Spine Part Length,0,1,1,100000001,610000003069,
0.156026,µm,Spine,Spine Part Length,2,2,1,100000000,610000003073,
0.212012,µm,Spine,Spine Part Length,0,1,1,100000001,610000003076,
0.125401,µm,Spine,Spine Part Length,0,1,1,100000001,610000003082,
0.245857,µm,Spine,Spine Part Length,0,1,1,100000001,610000003086,
0.220848,µm,Spine,Spine Part Length,0,1,1,100000001,610000003088,
0.08125,µm,Spine,Spine Part Length,0,1,1,100000000,610000003091,
0.184574,µm,Spine,Spine Part Length,0,1,1,100000000,610000003093,
0.342908,µm,Spine,Spine Part Length,0,1,1,100000000,610000003095,
0.26247,µm,Spine,Spine Part Length,4,2,1,100000001,610000003100,
0.197849,µm,Spine,Spine Part Length,2,2,1,100000000,610000003105,
0.162174,µm,Spine,Spine Part Length,0,1,1,100000001,610000003109,
0.113992,µm,Spine,Spine Part Length,5,2,1,100000001,610000003115,
0.144483,µm,Spine,Spine Part Length,7,3,1,100000001,610000003117,
0.0964844,µm,Spine,Spine Part Length,0,1,1,100000001,610000003120,
0.136787,µm,Spine,Spine Part Length,2,2,1,100000000,610000003123,
0.0905665,µm,Spine,Spine Part Length,3,1,1,100000001,610000003126,
0.0946572,µm,Spine,Spine Part Length,7,4,1,100000001,610000003128,
0.135092,µm,Spine,Spine Part Length,4,1,1,100000001,610000003131,
0.166794,µm,Spine,Spine Part Length,2,2,1,100000000,610000003134,
0.215614,µm,Spine,Spine Part Length,0,1,1,100000001,610000003136,
0.108246,µm,Spine,Spine Part Length,0,1,1,100000000,610000003140,
0.203094,µm,Spine,Spine Part Length,0,1,1,100000001,610000003142,
0.143003,µm,Spine,Spine Part Length,1,1,1,100000001,610000003145,
0.228611,µm,Spine,Spine Part Length,2,2,1,100000000,610000003149,
0.193628,µm,Spine,Spine Part Length,0,1,1,100000001,610000003151,
0.144754,µm,Spine,Spine Part Length,1,2,1,100000000,610000003155,
0.100119,µm,Spine,Spine Part Length,1,1,1,100000001,610000003157,
0.152344,µm,Spine,Spine Part Length,3,1,1,100000001,610000003160,
0.386267,µm,Spine,Spine Part Length,0,1,1,100000001,610000003164,
0.272365,µm,Spine,Spine Part Length,0,1,1,100000001,610000003167,
0.216455,µm,Spine,Spine Part Length,0,1,1,100000001,610000003170,
0.162174,µm,Spine,Spine Part Length,0,1,1,100000001,610000003176,
0.128857,µm,Spine,Spine Part Length,2,1,1,100000000,610000003178,
0.125401,µm,Spine,Spine Part Length,0,1,1,100000001,610000003182,
0.172656,µm,Spine,Spine Part Length,0,1,1,100000000,610000003189,
0.244385,µm,Spine,Spine Part Length,0,1,1,100000000,610000003199,
0.125366,µm,Spine,Spine Part Length,1,1,1,100000000,610000003210,
0.0920235,µm,Spine,Spine Part Length,1,1,1,100000000,610000003211,
0.116998,µm,Spine,Spine Part Length,3,4,1,100000000,610000003214,
0.140932,µm,Spine,Spine Part Length,2,2,1,100000000,610000003215,
0.176455,µm,Spine,Spine Part Length,2,2,1,100000000,610000003216,
0.131299,µm,Spine,Spine Part Length,2,2,1,100000000,610000003217,
0.120734,µm,Spine,Spine Part Length,3,3,1,100000000,610000003218,
0.106641,µm,Spine,Spine Part Length,3,2,1,100000000,610000003219,
0.0951935,µm,Spine,Spine Part Length,2,1,1,100000000,610000003220,
0.13078,µm,Spine,Spine Part Length,2,2,1,100000000,610000003221,
0.209561,µm,Spine,Spine Part Length,2,2,1,100000000,610000003222,
