
Spine Center Number of Voxel Ch=2 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
20,,Spine,2,0,Image 1,1,1,100000001,610000002912,
15,,Spine,2,0,Image 1,1,1,100000001,610000002926,
4,,Spine,2,0,Image 1,1,1,100000001,610000002929,
18,,Spine,2,0,Image 1,1,1,100000001,610000002946,
8,,Spine,2,0,Image 1,1,1,100000001,610000002953,
5,,Spine,2,2,Image 1,2,1,100000000,610000002957,
10,,Spine,2,0,Image 1,1,1,100000001,610000002966,
4,,Spine,2,11,Image 1,4,1,100000001,610000002969,
5,,Spine,2,0,Image 1,1,1,100000001,610000002973,
4,,Spine,2,1,Image 1,1,1,100000001,610000002976,
5,,Spine,2,1,Image 1,2,1,100000000,610000002980,
4,,Spine,2,5,Image 1,2,1,100000001,610000002983,
3,,Spine,2,3,Image 1,1,1,100000001,610000002985,
3,,Spine,2,7,Image 1,2,1,100000001,610000002987,
4,,Spine,2,0,Image 1,1,1,100000001,610000002991,
3,,Spine,2,5,Image 1,3,1,100000001,610000002993,
5,,Spine,2,2,Image 1,2,1,100000000,610000002997,
4,,Spine,2,4,Image 1,1,1,100000001,610000003000,
4,,Spine,2,2,Image 1,1,1,100000000,610000003003,
7,,Spine,2,5,Image 1,2,1,100000001,610000003009,
4,,Spine,2,2,Image 1,2,1,100000000,610000003014,
3,,Spine,2,3,Image 1,3,1,100000001,610000003016,
4,,Spine,2,2,Image 1,2,1,100000000,610000003019,
4,,Spine,2,6,Image 1,2,1,100000001,610000003026,
4,,Spine,2,2,Image 1,2,1,100000000,610000003029,
5,,Spine,2,1,Image 1,1,1,100000001,610000003033,
5,,Spine,2,0,Image 1,1,1,100000001,610000003037,
4,,Spine,2,0,Image 1,1,1,100000001,610000003042,
5,,Spine,2,3,Image 1,1,1,100000001,610000003046,
3,,Spine,2,1,Image 1,1,1,100000000,610000003048,
3,,Spine,2,0,Image 1,1,1,100000000,610000003050,
3,,Spine,2,8,Image 1,3,1,100000001,610000003053,
3,,Spine,2,2,Image 1,2,1,100000001,610000003056,
3,,Spine,2,0,Image 1,1,1,100000000,610000003060,
3,,Spine,2,2,Image 1,2,1,100000000,610000003062,
4,,Spine,2,1,Image 1,1,1,100000001,610000003065,
5,,Spine,2,0,Image 1,1,1,100000001,610000003069,
3,,Spine,2,2,Image 1,2,1,100000000,610000003073,
3,,Spine,2,0,Image 1,1,1,100000001,610000003076,
4,,Spine,2,0,Image 1,1,1,100000001,610000003082,
4,,Spine,2,0,Image 1,1,1,100000001,610000003086,
2,,Spine,2,0,Image 1,1,1,100000001,610000003088,
2,,Spine,2,0,Image 1,1,1,100000000,610000003091,
2,,Spine,2,0,Image 1,1,1,100000000,610000003093,
2,,Spine,2,0,Image 1,1,1,100000000,610000003095,
6,,Spine,2,4,Image 1,2,1,100000001,610000003100,
4,,Spine,2,2,Image 1,2,1,100000000,610000003105,
4,,Spine,2,0,Image 1,1,1,100000001,610000003109,
4,,Spine,2,5,Image 1,2,1,100000001,610000003115,
3,,Spine,2,7,Image 1,3,1,100000001,610000003117,
4,,Spine,2,0,Image 1,1,1,100000001,610000003120,
3,,Spine,2,2,Image 1,2,1,100000000,610000003123,
4,,Spine,2,3,Image 1,1,1,100000001,610000003126,
3,,Spine,2,7,Image 1,4,1,100000001,610000003128,
3,,Spine,2,4,Image 1,1,1,100000001,610000003131,
4,,Spine,2,2,Image 1,2,1,100000000,610000003134,
2,,Spine,2,0,Image 1,1,1,100000001,610000003136,
2,,Spine,2,0,Image 1,1,1,100000000,610000003140,
3,,Spine,2,0,Image 1,1,1,100000001,610000003142,
4,,Spine,2,1,Image 1,1,1,100000001,610000003145,
3,,Spine,2,2,Image 1,2,1,100000000,610000003149,
3,,Spine,2,0,Image 1,1,1,100000001,610000003151,
3,,Spine,2,1,Image 1,2,1,100000000,610000003155,
3,,Spine,2,1,Image 1,1,1,100000001,610000003157,
3,,Spine,2,3,Image 1,1,1,100000001,610000003160,
3,,Spine,2,0,Image 1,1,1,100000001,610000003164,
2,,Spine,2,0,Image 1,1,1,100000001,610000003167,
2,,Spine,2,0,Image 1,1,1,100000001,610000003170,
3,,Spine,2,0,Image 1,1,1,100000001,610000003176,
3,,Spine,2,2,Image 1,1,1,100000000,610000003178,
2,,Spine,2,0,Image 1,1,1,100000001,610000003182,
3,,Spine,2,0,Image 1,1,1,100000000,610000003189,
2,,Spine,2,0,Image 1,1,1,100000000,610000003199,
2,,Spine,2,1,Image 1,1,1,100000000,610000003210,
2,,Spine,2,1,Image 1,1,1,100000000,610000003211,
2,,Spine,2,3,Image 1,4,1,100000000,610000003214,
2,,Spine,2,2,Image 1,2,1,100000000,610000003215,
2,,Spine,2,2,Image 1,2,1,100000000,610000003216,
2,,Spine,2,2,Image 1,2,1,100000000,610000003217,
