
Intensity Sum Ch=2 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
5.19481e+06,,Surface,2,Image 1,1,0,
1.50075e+07,,Surface,2,Image 1,1,1,
