
Spine Terminal Pt Distance from Origin
 ==================== 
Spine Terminal Pt Distance from Origin,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
21674.2,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000001,610000002912,
21673.9,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000001,610000002926,
21678.5,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000001,610000002929,
21674.7,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000001,610000002946,
21672.6,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000001,610000002953,
21675.7,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000000,610000002957,
21673.5,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000001,610000002966,
21659.8,µm,Spine,Spine Terminal Pt Distance from Origin,11,4,1,100000001,610000002969,
21673.1,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000001,610000002973,
21683.2,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000001,610000002976,
21674.3,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,100000000,610000002980,
21681.7,µm,Spine,Spine Terminal Pt Distance from Origin,5,2,1,100000001,610000002983,
21671.6,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,100000001,610000002985,
21687.2,µm,Spine,Spine Terminal Pt Distance from Origin,7,2,1,100000001,610000002987,
21678.9,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000001,610000002991,
21671.4,µm,Spine,Spine Terminal Pt Distance from Origin,5,3,1,100000001,610000002993,
21674.7,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000000,610000002997,
21681.4,µm,Spine,Spine Terminal Pt Distance from Origin,4,1,1,100000001,610000003000,
21674.6,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,100000000,610000003003,
21665.5,µm,Spine,Spine Terminal Pt Distance from Origin,5,2,1,100000001,610000003009,
21673.9,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000000,610000003014,
21670.9,µm,Spine,Spine Terminal Pt Distance from Origin,3,3,1,100000001,610000003016,
21674.6,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000000,610000003019,
21683.7,µm,Spine,Spine Terminal Pt Distance from Origin,6,2,1,100000001,610000003026,
21673.9,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000000,610000003029,
21681.2,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000001,610000003033,
21677,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000001,610000003037,
21667.2,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,100000001,610000003046,
21670.8,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000000,610000003048,
21671.9,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000000,610000003050,
21688.2,µm,Spine,Spine Terminal Pt Distance from Origin,8,3,1,100000001,610000003053,
21678.1,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000001,610000003056,
21672.6,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000003059,
21675.7,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000000,610000003062,
21680.9,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000001,610000003065,
21674.5,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000000,610000003073,
21669.6,µm,Spine,Spine Terminal Pt Distance from Origin,4,2,1,100000001,610000003100,
21674.1,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000000,610000003105,
21677.6,µm,Spine,Spine Terminal Pt Distance from Origin,,,1,,610000003107,
21665.7,µm,Spine,Spine Terminal Pt Distance from Origin,5,2,1,100000001,610000003115,
21680.1,µm,Spine,Spine Terminal Pt Distance from Origin,7,3,1,100000001,610000003117,
21675.7,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000001,610000003120,
21674.3,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000000,610000003123,
21667,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,100000001,610000003126,
21688.4,µm,Spine,Spine Terminal Pt Distance from Origin,7,4,1,100000001,610000003128,
21680.1,µm,Spine,Spine Terminal Pt Distance from Origin,4,1,1,100000001,610000003131,
21674.6,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000000,610000003134,
21677.1,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000001,610000003142,
21681.1,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000001,610000003145,
21674.1,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,100000000,610000003149,
21674.1,µm,Spine,Spine Terminal Pt Distance from Origin,1,2,1,100000000,610000003155,
21681,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,100000001,610000003157,
21670.4,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,100000001,610000003160,
21674.5,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,100000000,610000003178,
21673.2,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,100000000,610000003189,
21675,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,,610000003272,
21671.7,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,,610000003272,
21671.5,µm,Spine,Spine Terminal Pt Distance from Origin,1,1,1,,610000003273,
21662.3,µm,Spine,Spine Terminal Pt Distance from Origin,8,4,1,,610000003273,
21673.1,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,,610000003274,
21662.5,µm,Spine,Spine Terminal Pt Distance from Origin,8,5,1,,610000003274,
21675.5,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,,610000003275,
21662.6,µm,Spine,Spine Terminal Pt Distance from Origin,8,5,1,,610000003275,
21673.1,µm,Spine,Spine Terminal Pt Distance from Origin,3,3,1,,610000003276,
21666.6,µm,Spine,Spine Terminal Pt Distance from Origin,6,3,1,,610000003276,
21665.8,µm,Spine,Spine Terminal Pt Distance from Origin,5,2,1,,610000003277,
21673.7,µm,Spine,Spine Terminal Pt Distance from Origin,3,4,1,,610000003277,
21666.3,µm,Spine,Spine Terminal Pt Distance from Origin,5,3,1,,610000003278,
21673.2,µm,Spine,Spine Terminal Pt Distance from Origin,3,4,1,,610000003278,
21673.5,µm,Spine,Spine Terminal Pt Distance from Origin,0,1,1,,610000003279,
21666.3,µm,Spine,Spine Terminal Pt Distance from Origin,4,2,1,,610000003279,
21675.1,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,,610000003280,
21666.2,µm,Spine,Spine Terminal Pt Distance from Origin,4,2,1,,610000003280,
21667,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,,610000003281,
21676.1,µm,Spine,Spine Terminal Pt Distance from Origin,2,2,1,,610000003281,
21671.1,µm,Spine,Spine Terminal Pt Distance from Origin,3,2,1,,610000003282,
21668.5,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,,610000003282,
21670.3,µm,Spine,Spine Terminal Pt Distance from Origin,3,1,1,,610000003283,
21674.5,µm,Spine,Spine Terminal Pt Distance from Origin,2,1,1,,610000003283,
21676.6,µm,Spine,Spine Terminal Pt Distance from Origin,3,3,1,,610000003284,
21679,µm,Spine,Spine Terminal Pt Distance from Origin,4,3,1,,610000003284,
