
Segment Position Z
 ==================== 
Segment Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1440.11,µm,Segment,Segment Position,4,3,1,100000001,510000000059,
1441.73,µm,Segment,Segment Position,3,2,1,100000001,510000000097,
1441.69,µm,Segment,Segment Position,2,2,1,100000001,510000000114,
1442.59,µm,Segment,Segment Position,1,1,1,100000001,510000000126,
1442.82,µm,Segment,Segment Position,0,1,1,100000001,510000000138,
1439.92,µm,Segment,Segment Position,5,2,1,100000001,510000000161,
1440.62,µm,Segment,Segment Position,4,2,1,100000001,510000000166,
1439.99,µm,Segment,Segment Position,5,3,1,100000001,510000000171,
1442.67,µm,Segment,Segment Position,3,2,1,100000001,510000000199,
1442.75,µm,Segment,Segment Position,2,2,1,100000001,510000000315,
1442.72,µm,Segment,Segment Position,1,2,1,100000001,510000000321,
1443.19,µm,Segment,Segment Position,3,3,1,100000001,510000000326,
1441.28,µm,Segment,Segment Position,10,5,1,100000001,510000000341,
1441.57,µm,Segment,Segment Position,9,4,1,100000001,510000000348,
1441.97,µm,Segment,Segment Position,8,4,1,100000001,510000000365,
1442.45,µm,Segment,Segment Position,7,4,1,100000001,510000000374,
1442.18,µm,Segment,Segment Position,6,3,1,100000001,510000000436,
1442.46,µm,Segment,Segment Position,5,3,1,100000001,510000000482,
1443.11,µm,Segment,Segment Position,4,2,1,100000001,510000000491,
1442.37,µm,Segment,Segment Position,3,2,1,100000001,510000000503,
1441.97,µm,Segment,Segment Position,2,1,1,100000001,510000000534,
1440.94,µm,Segment,Segment Position,11,5,1,100000001,510000000540,
1441.2,µm,Segment,Segment Position,11,4,1,100000001,510000000546,
1441.87,µm,Segment,Segment Position,9,5,1,100000001,510000000549,
1442.14,µm,Segment,Segment Position,8,5,1,100000001,510000000552,
1442.71,µm,Segment,Segment Position,7,3,1,100000001,510000000554,
1442.91,µm,Segment,Segment Position,6,4,1,100000001,510000000568,
1442.58,µm,Segment,Segment Position,6,4,1,100000001,510000000570,
1443.17,µm,Segment,Segment Position,4,3,1,100000001,510000000595,
1443.06,µm,Segment,Segment Position,5,2,1,100000001,510000000601,
1442.88,µm,Segment,Segment Position,1,1,1,100000000,510000000657,
1442.63,µm,Segment,Segment Position,0,1,1,100000000,510000000669,
1442.13,µm,Segment,Segment Position,1,2,1,100000000,510000000720,
1439.15,µm,Segment,Segment Position,5,2,1,100000001,510000000779,
1439.08,µm,Segment,Segment Position,4,2,1,100000001,510000000791,
1440.58,µm,Segment,Segment Position,3,1,1,100000001,510000000853,
1439.51,µm,Segment,Segment Position,0,1,1,100000001,510000000958,
1440.67,µm,Segment,Segment Position,3,4,1,100000000,510000000989,
1441.63,µm,Segment,Segment Position,2,3,1,100000000,510000001003,
1442.07,µm,Segment,Segment Position,1,2,1,100000000,510000001035,
1442.63,µm,Segment,Segment Position,0,1,1,100000000,510000001048,
1439.13,µm,Segment,Segment Position,4,4,1,100000000,510000001082,
1440.1,µm,Segment,Segment Position,3,3,1,100000000,510000001118,
1440.77,µm,Segment,Segment Position,2,2,1,100000000,510000001139,
1440.95,µm,Segment,Segment Position,1,1,1,100000000,510000001142,
1441.34,µm,Segment,Segment Position,0,1,1,100000000,510000001157,
1439.25,µm,Segment,Segment Position,4,3,1,100000000,510000001159,
1441.11,µm,Segment,Segment Position,10,4,1,100000001,510000001163,
1441.12,µm,Segment,Segment Position,9,3,1,100000001,510000001166,
1441.71,µm,Segment,Segment Position,8,2,1,100000001,510000001204,
1441.44,µm,Segment,Segment Position,7,2,1,100000001,510000001246,
1441.08,µm,Segment,Segment Position,6,2,1,100000001,510000001255,
1440.9,µm,Segment,Segment Position,5,2,1,100000001,510000001278,
1440.94,µm,Segment,Segment Position,4,2,1,100000001,510000001284,
1441.03,µm,Segment,Segment Position,3,2,1,100000001,510000001291,
1441.19,µm,Segment,Segment Position,2,2,1,100000001,510000001316,
1441.52,µm,Segment,Segment Position,1,1,1,100000001,510000001328,
1441.77,µm,Segment,Segment Position,0,1,1,100000001,510000001335,
1441.21,µm,Segment,Segment Position,9,2,1,100000001,510000001342,
1440.86,µm,Segment,Segment Position,10,3,1,100000001,510000001348,
1438.83,µm,Segment,Segment Position,5,3,1,100000001,510000001355,
1441.11,µm,Segment,Segment Position,3,3,1,100000000,510000001389,
1441.55,µm,Segment,Segment Position,2,2,1,100000000,510000001402,
1440.9,µm,Segment,Segment Position,8,4,1,100000001,510000001410,
1440.46,µm,Segment,Segment Position,7,3,1,100000001,510000001444,
1440.12,µm,Segment,Segment Position,6,3,1,100000001,510000001446,
1439.49,µm,Segment,Segment Position,5,2,1,100000001,510000001525,
1440.16,µm,Segment,Segment Position,4,1,1,100000001,510000001551,
1440.6,µm,Segment,Segment Position,3,1,1,100000001,510000001559,
1441.11,µm,Segment,Segment Position,2,1,1,100000001,510000001596,
1440.89,µm,Segment,Segment Position,8,3,1,100000001,510000001599,
1440.06,µm,Segment,Segment Position,5,4,1,100000000,510000001610,
1439.77,µm,Segment,Segment Position,4,3,1,100000000,510000001620,
1439.98,µm,Segment,Segment Position,3,2,1,100000000,510000001665,
1440.6,µm,Segment,Segment Position,2,1,1,100000000,510000001674,
1440.33,µm,Segment,Segment Position,4,3,1,100000001,510000001737,
1440.97,µm,Segment,Segment Position,3,3,1,100000001,510000001746,
1441.99,µm,Segment,Segment Position,3,4,1,100000000,510000001769,
1442.37,µm,Segment,Segment Position,2,3,1,100000000,510000001778,
1442.45,µm,Segment,Segment Position,1,2,1,100000000,510000001788,
1442.41,µm,Segment,Segment Position,0,1,1,100000000,510000001799,
1440.08,µm,Segment,Segment Position,7,4,1,100000001,510000001806,
1440.03,µm,Segment,Segment Position,6,2,1,100000001,510000001809,
1439.65,µm,Segment,Segment Position,5,3,1,100000000,510000001822,
1441.96,µm,Segment,Segment Position,8,3,1,100000001,510000001830,
1442.05,µm,Segment,Segment Position,4,2,1,100000000,510000001842,
1441.22,µm,Segment,Segment Position,3,2,1,100000000,510000001868,
1439.18,µm,Segment,Segment Position,2,2,1,100000000,510000001915,
1440.34,µm,Segment,Segment Position,1,2,1,100000000,510000001944,
1442,µm,Segment,Segment Position,4,3,1,100000000,510000001948,
1439.59,µm,Segment,Segment Position,4,1,1,100000001,510000001952,
1442.13,µm,Segment,Segment Position,3,3,1,100000000,510000001959,
1439.79,µm,Segment,Segment Position,1,1,1,100000001,510000001978,
1440.29,µm,Segment,Segment Position,0,1,1,100000001,510000002064,
1442.34,µm,Segment,Segment Position,2,2,1,100000000,510000002110,
1442.62,µm,Segment,Segment Position,1,1,1,100000000,510000002114,
1439.55,µm,Segment,Segment Position,7,4,1,100000001,510000002143,
1440.5,µm,Segment,Segment Position,6,3,1,100000001,510000002162,
1442.81,µm,Segment,Segment Position,8,4,1,100000001,510000002169,
1441.9,µm,Segment,Segment Position,7,3,1,100000001,510000002197,
1439.05,µm,Segment,Segment Position,4,2,1,100000001,510000002217,
1439.78,µm,Segment,Segment Position,3,2,1,100000001,510000002232,
1440.14,µm,Segment,Segment Position,2,2,1,100000001,510000002250,
1440.65,µm,Segment,Segment Position,1,2,1,100000001,510000002275,
1442,µm,Segment,Segment Position,0,1,1,100000001,510000002297,
1439.21,µm,Segment,Segment Position,2,3,1,100000000,510000002336,
1440.04,µm,Segment,Segment Position,6,3,1,100000001,510000002357,
1439.93,µm,Segment,Segment Position,5,2,1,100000001,510000002372,
1440.25,µm,Segment,Segment Position,4,2,1,100000001,510000002384,
1439.07,µm,Segment,Segment Position,3,2,1,100000001,510000002398,
1439.66,µm,Segment,Segment Position,2,1,1,100000001,510000002406,
1440.7,µm,Segment,Segment Position,1,1,1,100000001,510000002440,
1442.18,µm,Segment,Segment Position,0,1,1,100000001,510000002483,
1442.7,µm,Segment,Segment Position,8,3,1,100000001,510000002486,
1439.16,µm,Segment,Segment Position,3,1,1,100000001,510000002488,
1439.5,µm,Segment,Segment Position,4,3,1,100000001,510000002492,
1440.21,µm,Segment,Segment Position,7,3,1,100000001,510000002495,
1440.07,µm,Segment,Segment Position,1,2,1,100000001,510000002498,
1439.4,µm,Segment,Segment Position,6,2,1,100000001,510000002506,
1439.7,µm,Segment,Segment Position,5,1,1,100000001,510000002523,
