
Spine Attachment Pt Diameter
 ==================== 
Spine Attachment Pt Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.204234,µm,Spine,0,1,1,100000001,610000002912,
0.204234,µm,Spine,0,1,1,100000001,610000002926,
0.354103,µm,Spine,0,1,1,100000001,610000002929,
0.277935,µm,Spine,0,1,1,100000001,610000002946,
0.204234,µm,Spine,0,1,1,100000001,610000002953,
0.328647,µm,Spine,2,2,1,100000000,610000002957,
0.204234,µm,Spine,0,1,1,100000001,610000002966,
0.280323,µm,Spine,11,4,1,100000001,610000002969,
0.204234,µm,Spine,0,1,1,100000001,610000002973,
0.314807,µm,Spine,1,1,1,100000001,610000002976,
0.498407,µm,Spine,1,2,1,100000000,610000002980,
0.356222,µm,Spine,5,2,1,100000001,610000002983,
0.293615,µm,Spine,3,1,1,100000001,610000002985,
0.318188,µm,Spine,7,2,1,100000001,610000002987,
0.508559,µm,Spine,0,1,1,100000001,610000002991,
0.3243,µm,Spine,5,3,1,100000001,610000002993,
0.419994,µm,Spine,2,2,1,100000000,610000002997,
0.411202,µm,Spine,4,1,1,100000001,610000003000,
0.468109,µm,Spine,2,1,1,100000000,610000003003,
0.260852,µm,Spine,5,2,1,100000001,610000003009,
0.455198,µm,Spine,2,2,1,100000000,610000003014,
0.316886,µm,Spine,3,3,1,100000001,610000003016,
0.419994,µm,Spine,2,2,1,100000000,610000003019,
0.405461,µm,Spine,6,2,1,100000001,610000003026,
0.51768,µm,Spine,2,2,1,100000000,610000003029,
0.468969,µm,Spine,1,1,1,100000001,610000003033,
0.554364,µm,Spine,0,1,1,100000001,610000003037,
0.177457,µm,Spine,0,1,1,100000001,610000003042,
0.416064,µm,Spine,3,1,1,100000001,610000003046,
0.403966,µm,Spine,1,1,1,100000000,610000003048,
0.388183,µm,Spine,0,1,1,100000000,610000003050,
0.301944,µm,Spine,8,3,1,100000001,610000003053,
0.314191,µm,Spine,2,2,1,100000001,610000003056,
0.179317,µm,Spine,0,1,1,100000000,610000003060,
0.33328,µm,Spine,2,2,1,100000000,610000003062,
0.468969,µm,Spine,1,1,1,100000001,610000003065,
0.858943,µm,Spine,0,1,1,100000001,610000003069,
0.419994,µm,Spine,2,2,1,100000000,610000003073,
0.193702,µm,Spine,0,1,1,100000001,610000003076,
0.27009,µm,Spine,0,1,1,100000001,610000003082,
0.858943,µm,Spine,0,1,1,100000001,610000003086,
0.479971,µm,Spine,0,1,1,100000001,610000003088,
0.456467,µm,Spine,0,1,1,100000000,610000003091,
0.227246,µm,Spine,0,1,1,100000000,610000003093,
0.297897,µm,Spine,0,1,1,100000000,610000003095,
0.505664,µm,Spine,4,2,1,100000001,610000003100,
0.578791,µm,Spine,2,2,1,100000000,610000003105,
0.195657,µm,Spine,0,1,1,100000001,610000003109,
0.260852,µm,Spine,5,2,1,100000001,610000003115,
0.450082,µm,Spine,7,3,1,100000001,610000003117,
0.277935,µm,Spine,0,1,1,100000001,610000003120,
0.51768,µm,Spine,2,2,1,100000000,610000003123,
0.416064,µm,Spine,3,1,1,100000001,610000003126,
0.263973,µm,Spine,7,4,1,100000001,610000003128,
0.500133,µm,Spine,4,1,1,100000001,610000003131,
0.550279,µm,Spine,2,2,1,100000000,610000003134,
0.309696,µm,Spine,0,1,1,100000001,610000003136,
0.189556,µm,Spine,0,1,1,100000000,610000003140,
0.554364,µm,Spine,0,1,1,100000001,610000003142,
0.468969,µm,Spine,1,1,1,100000001,610000003145,
0.550279,µm,Spine,2,2,1,100000000,610000003149,
0.611093,µm,Spine,0,1,1,100000001,610000003151,
0.458386,µm,Spine,1,2,1,100000000,610000003155,
0.40625,µm,Spine,1,1,1,100000001,610000003157,
0.45909,µm,Spine,3,1,1,100000001,610000003160,
0.413077,µm,Spine,0,1,1,100000001,610000003164,
0.54827,µm,Spine,0,1,1,100000001,610000003167,
0.743945,µm,Spine,0,1,1,100000001,610000003170,
0.198791,µm,Spine,0,1,1,100000001,610000003176,
0.843221,µm,Spine,2,1,1,100000000,610000003178,
0.37832,µm,Spine,0,1,1,100000001,610000003182,
0.464005,µm,Spine,0,1,1,100000000,610000003189,
0.716291,µm,Spine,0,1,1,100000000,610000003199,
0.337979,µm,Spine,1,1,1,100000000,610000003210,
0.263648,µm,Spine,1,1,1,100000000,610000003211,
0.3511,µm,Spine,3,4,1,100000000,610000003214,
0.337073,µm,Spine,2,2,1,100000000,610000003215,
0.399556,µm,Spine,2,2,1,100000000,610000003216,
0.262439,µm,Spine,2,2,1,100000000,610000003217,
0.25388,µm,Spine,3,3,1,100000000,610000003218,
0.288727,µm,Spine,3,2,1,100000000,610000003219,
0.410891,µm,Spine,2,1,1,100000000,610000003220,
0.237304,µm,Spine,2,2,1,100000000,610000003221,
0.504838,µm,Spine,2,2,1,100000000,610000003222,
0.610366,µm,Spine,0,1,1,100000000,610000003223,
0.223244,µm,Spine,3,4,1,100000000,610000003225,
0.229956,µm,Spine,3,4,1,100000000,610000003226,
0.283441,µm,Spine,3,3,1,100000000,610000003227,
0.377706,µm,Spine,2,2,1,100000000,610000003228,
0.818449,µm,Spine,0,1,1,100000000,610000003229,
0.321255,µm,Spine,4,3,1,100000001,610000003230,
0.277883,µm,Spine,4,3,1,100000001,610000003231,
0.328019,µm,Spine,5,2,1,100000001,610000003232,
0.330573,µm,Spine,5,2,1,100000001,610000003233,
0.296514,µm,Spine,4,3,1,100000001,610000003234,
0.345401,µm,Spine,8,4,1,100000001,610000003235,
0.1625,µm,Spine,8,5,1,100000001,610000003236,
0.1625,µm,Spine,8,5,1,100000001,610000003237,
0.351064,µm,Spine,6,3,1,100000001,610000003238,
0.281839,µm,Spine,5,2,1,100000001,610000003239,
0.175637,µm,Spine,5,3,1,100000001,610000003240,
0.245005,µm,Spine,4,2,1,100000001,610000003241,
0.253825,µm,Spine,4,2,1,100000001,610000003242,
0.416064,µm,Spine,3,1,1,100000001,610000003243,
0.422918,µm,Spine,3,1,1,100000001,610000003244,
0.345305,µm,Spine,3,1,1,100000001,610000003245,
0.443261,µm,Spine,0,1,1,100000001,610000003246,
0.277935,µm,Spine,0,1,1,100000001,610000003247,
0.299593,µm,Spine,7,4,1,100000001,610000003252,
0.259422,µm,Spine,7,4,1,100000001,610000003253,
0.325,µm,Spine,5,2,1,100000001,610000003254,
0.435599,µm,Spine,4,1,1,100000001,610000003255,
0.322243,µm,Spine,0,1,1,100000001,610000003256,
0.40112,µm,Spine,1,1,1,100000001,610000003258,
0.263948,µm,Spine,1,2,1,100000001,610000003264,
0.326768,µm,Spine,1,2,1,100000001,610000003265,
0.339463,µm,Spine,1,2,1,100000001,610000003266,
0.339463,µm,Spine,1,2,1,100000001,610000003267,
0.474599,µm,Spine,0,1,1,100000001,610000003268,
0.58409,µm,Spine,0,1,1,100000001,610000003269,
