
Spine Number of Voxel Ch=4 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
94,,Spine,4,0,Image 1,1,1,100000001,610000002912,
76,,Spine,4,0,Image 1,1,1,100000001,610000002926,
155,,Spine,4,0,Image 1,1,1,100000001,610000002929,
94,,Spine,4,0,Image 1,1,1,100000001,610000002946,
42,,Spine,4,0,Image 1,1,1,100000001,610000002953,
122,,Spine,4,2,Image 1,2,1,100000000,610000002957,
63,,Spine,4,0,Image 1,1,1,100000001,610000002966,
101,,Spine,4,11,Image 1,4,1,100000001,610000002969,
61,,Spine,4,0,Image 1,1,1,100000001,610000002973,
86,,Spine,4,1,Image 1,1,1,100000001,610000002976,
246,,Spine,4,1,Image 1,2,1,100000000,610000002980,
173,,Spine,4,5,Image 1,2,1,100000001,610000002983,
136,,Spine,4,3,Image 1,1,1,100000001,610000002985,
59,,Spine,4,7,Image 1,2,1,100000001,610000002987,
615,,Spine,4,0,Image 1,1,1,100000001,610000002991,
78,,Spine,4,5,Image 1,3,1,100000001,610000002993,
264,,Spine,4,2,Image 1,2,1,100000000,610000002997,
212,,Spine,4,4,Image 1,1,1,100000001,610000003000,
335,,Spine,4,2,Image 1,1,1,100000000,610000003003,
41,,Spine,4,5,Image 1,2,1,100000001,610000003009,
252,,Spine,4,2,Image 1,2,1,100000000,610000003014,
125,,Spine,4,3,Image 1,3,1,100000001,610000003016,
241,,Spine,4,2,Image 1,2,1,100000000,610000003019,
150,,Spine,4,6,Image 1,2,1,100000001,610000003026,
259,,Spine,4,2,Image 1,2,1,100000000,610000003029,
270,,Spine,4,1,Image 1,1,1,100000001,610000003033,
457,,Spine,4,0,Image 1,1,1,100000001,610000003037,
149,,Spine,4,0,Image 1,1,1,100000001,610000003042,
153,,Spine,4,3,Image 1,1,1,100000001,610000003046,
119,,Spine,4,1,Image 1,1,1,100000000,610000003048,
225,,Spine,4,0,Image 1,1,1,100000000,610000003050,
86,,Spine,4,8,Image 1,3,1,100000001,610000003053,
115,,Spine,4,2,Image 1,2,1,100000001,610000003056,
30,,Spine,4,0,Image 1,1,1,100000000,610000003060,
107,,Spine,4,2,Image 1,2,1,100000000,610000003062,
223,,Spine,4,1,Image 1,1,1,100000001,610000003065,
870,,Spine,4,0,Image 1,1,1,100000001,610000003069,
207,,Spine,4,2,Image 1,2,1,100000000,610000003073,
179,,Spine,4,0,Image 1,1,1,100000001,610000003076,
