
Spine Part Max Diameter Head
 ==================== 
Spine Part Max Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.24375,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000002912,
0.20848,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000002926,
0.246544,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000002929,
0.230755,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000002946,
0.187598,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000002953,
0.230077,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000002957,
0.24375,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000002966,
0.178762,µm,Spine,Spine Part Max Diameter,11,4,1,100000001,610000002969,
0.197835,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000002973,
0.166179,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000002976,
0.281836,µm,Spine,Spine Part Max Diameter,1,2,1,100000000,610000002980,
0.166033,µm,Spine,Spine Part Max Diameter,5,2,1,100000001,610000002983,
0.272949,µm,Spine,Spine Part Max Diameter,3,1,1,100000001,610000002985,
0.1625,µm,Spine,Spine Part Max Diameter,7,2,1,100000001,610000002987,
0.397709,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000002991,
0.184239,µm,Spine,Spine Part Max Diameter,5,3,1,100000001,610000002993,
0.260007,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000002997,
0.203125,µm,Spine,Spine Part Max Diameter,4,1,1,100000001,610000003000,
0.192969,µm,Spine,Spine Part Max Diameter,2,1,1,100000000,610000003003,
0.19909,µm,Spine,Spine Part Max Diameter,5,2,1,100000001,610000003009,
0.213281,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000003014,
0.210742,µm,Spine,Spine Part Max Diameter,3,3,1,100000001,610000003016,
0.252892,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000003019,
0.187928,µm,Spine,Spine Part Max Diameter,6,2,1,100000001,610000003026,
0.190028,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000003029,
0.286006,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000003033,
0.401178,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003037,
0.431227,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003042,
0.284713,µm,Spine,Spine Part Max Diameter,3,1,1,100000001,610000003046,
0.182812,µm,Spine,Spine Part Max Diameter,1,1,1,100000000,610000003048,
0.223058,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000003050,
0.241211,µm,Spine,Spine Part Max Diameter,8,3,1,100000001,610000003053,
0.321304,µm,Spine,Spine Part Max Diameter,2,2,1,100000001,610000003056,
0.216492,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000003060,
0.219507,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000003062,
0.24375,µm,Spine,Spine Part Max Diameter,1,1,1,100000001,610000003065,
0.369751,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003069,
0.312051,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000003073,
0.424023,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003076,
0.250802,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003082,
0.491713,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003086,
0.441697,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003088,
0.1625,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000003091,
0.369149,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000003093,
0.685816,µm,Spine,Spine Part Max Diameter,0,1,1,100000000,610000003095,
0.325,µm,Spine,Spine Part Max Diameter,4,2,1,100000001,610000003100,
0.395698,µm,Spine,Spine Part Max Diameter,2,2,1,100000000,610000003105,
0.324347,µm,Spine,Spine Part Max Diameter,0,1,1,100000001,610000003109,
0.227984,µm,Spine,Spine Part Max Diameter,5,2,1,100000001,610000003115,
0.288966,µm,Spine,Spine Part Max Diameter,7,3,1,100000001,610000003117,
