
Spine Branch Level
 ==================== 
Spine Branch Level,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,0,1,1,100000001,610000002912,
1,,Spine,0,1,1,100000001,610000002926,
1,,Spine,0,1,1,100000001,610000002929,
1,,Spine,0,1,1,100000001,610000002946,
1,,Spine,0,1,1,100000001,610000002953,
2,,Spine,2,2,1,100000000,610000002957,
1,,Spine,0,1,1,100000001,610000002966,
4,,Spine,11,4,1,100000001,610000002969,
1,,Spine,0,1,1,100000001,610000002973,
1,,Spine,1,1,1,100000001,610000002976,
2,,Spine,1,2,1,100000000,610000002980,
2,,Spine,5,2,1,100000001,610000002983,
1,,Spine,3,1,1,100000001,610000002985,
2,,Spine,7,2,1,100000001,610000002987,
1,,Spine,0,1,1,100000001,610000002991,
3,,Spine,5,3,1,100000001,610000002993,
2,,Spine,2,2,1,100000000,610000002997,
1,,Spine,4,1,1,100000001,610000003000,
1,,Spine,2,1,1,100000000,610000003003,
2,,Spine,5,2,1,100000001,610000003009,
2,,Spine,2,2,1,100000000,610000003014,
3,,Spine,3,3,1,100000001,610000003016,
2,,Spine,2,2,1,100000000,610000003019,
2,,Spine,6,2,1,100000001,610000003026,
2,,Spine,2,2,1,100000000,610000003029,
1,,Spine,1,1,1,100000001,610000003033,
1,,Spine,0,1,1,100000001,610000003037,
0,,Spine,0,1,1,100000001,610000003042,
1,,Spine,3,1,1,100000001,610000003046,
1,,Spine,1,1,1,100000000,610000003048,
1,,Spine,0,1,1,100000000,610000003050,
3,,Spine,8,3,1,100000001,610000003053,
2,,Spine,2,2,1,100000001,610000003056,
0,,Spine,0,1,1,100000000,610000003060,
2,,Spine,2,2,1,100000000,610000003062,
1,,Spine,1,1,1,100000001,610000003065,
1,,Spine,0,1,1,100000001,610000003069,
2,,Spine,2,2,1,100000000,610000003073,
0,,Spine,0,1,1,100000001,610000003076,
0,,Spine,0,1,1,100000001,610000003082,
1,,Spine,0,1,1,100000001,610000003086,
0,,Spine,0,1,1,100000001,610000003088,
0,,Spine,0,1,1,100000000,610000003091,
0,,Spine,0,1,1,100000000,610000003093,
0,,Spine,0,1,1,100000000,610000003095,
2,,Spine,4,2,1,100000001,610000003100,
2,,Spine,2,2,1,100000000,610000003105,
0,,Spine,0,1,1,100000001,610000003109,
2,,Spine,5,2,1,100000001,610000003115,
3,,Spine,7,3,1,100000001,610000003117,
1,,Spine,0,1,1,100000001,610000003120,
2,,Spine,2,2,1,100000000,610000003123,
1,,Spine,3,1,1,100000001,610000003126,
4,,Spine,7,4,1,100000001,610000003128,
1,,Spine,4,1,1,100000001,610000003131,
2,,Spine,2,2,1,100000000,610000003134,
0,,Spine,0,1,1,100000001,610000003136,
0,,Spine,0,1,1,100000000,610000003140,
1,,Spine,0,1,1,100000001,610000003142,
1,,Spine,1,1,1,100000001,610000003145,
2,,Spine,2,2,1,100000000,610000003149,
1,,Spine,0,1,1,100000001,610000003151,
2,,Spine,1,2,1,100000000,610000003155,
1,,Spine,1,1,1,100000001,610000003157,
1,,Spine,3,1,1,100000001,610000003160,
0,,Spine,0,1,1,100000001,610000003164,
0,,Spine,0,1,1,100000001,610000003167,
0,,Spine,0,1,1,100000001,610000003170,
0,,Spine,0,1,1,100000001,610000003176,
1,,Spine,2,1,1,100000000,610000003178,
0,,Spine,0,1,1,100000001,610000003182,
1,,Spine,0,1,1,100000000,610000003189,
0,,Spine,0,1,1,100000000,610000003199,
1,,Spine,1,1,1,100000000,610000003210,
1,,Spine,1,1,1,100000000,610000003211,
4,,Spine,3,4,1,100000000,610000003214,
2,,Spine,2,2,1,100000000,610000003215,
2,,Spine,2,2,1,100000000,610000003216,
2,,Spine,2,2,1,100000000,610000003217,
3,,Spine,3,3,1,100000000,610000003218,
2,,Spine,3,2,1,100000000,610000003219,
1,,Spine,2,1,1,100000000,610000003220,
2,,Spine,2,2,1,100000000,610000003221,
2,,Spine,2,2,1,100000000,610000003222,
1,,Spine,0,1,1,100000000,610000003223,
4,,Spine,3,4,1,100000000,610000003225,
4,,Spine,3,4,1,100000000,610000003226,
3,,Spine,3,3,1,100000000,610000003227,
2,,Spine,2,2,1,100000000,610000003228,
1,,Spine,0,1,1,100000000,610000003229,
3,,Spine,4,3,1,100000001,610000003230,
3,,Spine,4,3,1,100000001,610000003231,
2,,Spine,5,2,1,100000001,610000003232,
2,,Spine,5,2,1,100000001,610000003233,
3,,Spine,4,3,1,100000001,610000003234,
4,,Spine,8,4,1,100000001,610000003235,
5,,Spine,8,5,1,100000001,610000003236,
5,,Spine,8,5,1,100000001,610000003237,
3,,Spine,6,3,1,100000001,610000003238,
2,,Spine,5,2,1,100000001,610000003239,
3,,Spine,5,3,1,100000001,610000003240,
2,,Spine,4,2,1,100000001,610000003241,
2,,Spine,4,2,1,100000001,610000003242,
1,,Spine,3,1,1,100000001,610000003243,
1,,Spine,3,1,1,100000001,610000003244,
1,,Spine,3,1,1,100000001,610000003245,
1,,Spine,0,1,1,100000001,610000003246,
1,,Spine,0,1,1,100000001,610000003247,
4,,Spine,7,4,1,100000001,610000003252,
4,,Spine,7,4,1,100000001,610000003253,
2,,Spine,5,2,1,100000001,610000003254,
1,,Spine,4,1,1,100000001,610000003255,
1,,Spine,0,1,1,100000001,610000003256,
1,,Spine,1,1,1,100000001,610000003258,
2,,Spine,1,2,1,100000001,610000003264,
2,,Spine,1,2,1,100000001,610000003265,
2,,Spine,1,2,1,100000001,610000003266,
2,,Spine,1,2,1,100000001,610000003267,
1,,Spine,0,1,1,100000001,610000003268,
1,,Spine,0,1,1,100000001,610000003269,
