
Pt Distance from Origin
 ==================== 
Pt Distance from Origin,Unit,Category,Collection,Depth,Time,Type,FilamentID,ID,
21672.8,µm,Point,Pt Distance from Origin,0,1,Segment Beginning,100000000,800000000,
21676.6,µm,Point,Pt Distance from Origin,0,1,Segment Beginning,100000001,800000001,
21668.3,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000000,800000002,
21672.1,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000000,800000003,
21670.3,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000000,800000004,
21673.3,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000000,800000005,
21673.5,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000000,800000006,
21674.2,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000000,800000007,
21672.9,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000000,800000008,
21677.2,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000000,800000009,
21677.1,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000000,800000010,
21676.7,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000000,800000011,
21674.7,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000000,800000012,
21674.5,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000000,800000013,
21677.4,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000000,800000014,
21670.9,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000000,800000015,
21675.4,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000000,800000016,
21670.2,µm,Point,Pt Distance from Origin,5,1,Segment Terminal,100000000,800000017,
21670.2,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000000,800000018,
21670.9,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000000,800000019,
21674.2,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000000,800000020,
21670.6,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000000,800000021,
21672,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000000,800000022,
21672.7,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000000,800000023,
21673.3,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000000,800000024,
21673.2,µm,Point,Pt Distance from Origin,0,1,Segment,100000000,800000025,
21669.1,µm,Point,Pt Distance from Origin,5,1,Segment Terminal,100000000,800000026,
21679.8,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000000,800000027,
21678.9,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000000,800000028,
21675.2,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000000,800000029,
21675.7,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000000,800000030,
21679,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000000,800000031,
21672.3,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000000,800000032,
21675.1,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000000,800000033,
21673.6,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000000,800000034,
21670.9,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000000,800000035,
21673.9,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000000,800000036,
21673.5,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000000,800000037,
21674.4,µm,Point,Pt Distance from Origin,2,1,Segment,100000000,800000039,
21674.6,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000000,800000040,
21672.7,µm,Point,Pt Distance from Origin,2,1,Segment Terminal,100000000,800000041,
21673.2,µm,Point,Pt Distance from Origin,1,1,Segment Terminal,100000000,800000042,
21671.8,µm,Point,Pt Distance from Origin,0,1,Segment Terminal,100000000,800000043,
21674.2,µm,Point,Pt Distance from Origin,4,1,Segment Terminal,100000001,800000045,
21673.6,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000001,800000046,
21674.5,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000001,800000047,
21674.5,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000001,800000048,
21675.1,µm,Point,Pt Distance from Origin,0,1,Segment Branch,100000001,800000049,
21673.5,µm,Point,Pt Distance from Origin,5,1,Segment Terminal,100000001,800000050,
21673.8,µm,Point,Pt Distance from Origin,5,1,Spine Attachment,100000001,800000051,
21673.8,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000001,800000052,
21674.4,µm,Point,Pt Distance from Origin,5,1,Segment Terminal,100000001,800000053,
21681,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000001,800000055,
21681.7,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000001,800000056,
21675.9,µm,Point,Pt Distance from Origin,1,1,Segment Branch,100000001,800000057,
21682.2,µm,Point,Pt Distance from Origin,3,1,Segment Terminal,100000001,800000058,
21659.7,µm,Point,Pt Distance from Origin,10,1,Segment Terminal,100000001,800000059,
21660.7,µm,Point,Pt Distance from Origin,9,1,Segment Branch,100000001,800000060,
21661.4,µm,Point,Pt Distance from Origin,8,1,Segment Branch,100000001,800000061,
21662.7,µm,Point,Pt Distance from Origin,7,1,Segment Branch,100000001,800000062,
21663.7,µm,Point,Pt Distance from Origin,6,1,Segment Branch,100000001,800000063,
21668.2,µm,Point,Pt Distance from Origin,5,1,Segment Branch,100000001,800000064,
21672.1,µm,Point,Pt Distance from Origin,4,1,Segment Branch,100000001,800000065,
21672,µm,Point,Pt Distance from Origin,3,1,Segment Branch,100000001,800000066,
21672.1,µm,Point,Pt Distance from Origin,2,1,Segment Branch,100000001,800000067,
21660.6,µm,Point,Pt Distance from Origin,11,1,Segment Terminal,100000001,800000068,
21660.7,µm,Point,Pt Distance from Origin,10,1,Segment Branch,100000001,800000069,
21660.1,µm,Point,Pt Distance from Origin,11,1,Segment Terminal,100000001,800000070,
21661.1,µm,Point,Pt Distance from Origin,9,1,Segment Terminal,100000001,800000071,
21662.4,µm,Point,Pt Distance from Origin,8,1,Segment Terminal,100000001,800000072,
