
Spine Intensity Median Ch=3 Img=1
 ==================== 
Spine Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
47.5625,,Spine,3,0,Image 1,1,1,100000001,610000002912,
43.0625,,Spine,3,0,Image 1,1,1,100000001,610000002926,
17.0625,,Spine,3,0,Image 1,1,1,100000001,610000002929,
82.625,,Spine,3,0,Image 1,1,1,100000001,610000002946,
25.5312,,Spine,3,0,Image 1,1,1,100000001,610000002953,
28.0625,,Spine,3,2,Image 1,2,1,100000000,610000002957,
40.0625,,Spine,3,0,Image 1,1,1,100000001,610000002966,
12.0625,,Spine,3,11,Image 1,4,1,100000001,610000002969,
29.0312,,Spine,3,0,Image 1,1,1,100000001,610000002973,
28.0625,,Spine,3,1,Image 1,1,1,100000001,610000002976,
53.625,,Spine,3,1,Image 1,2,1,100000000,610000002980,
32.125,,Spine,3,5,Image 1,2,1,100000001,610000002983,
28.625,,Spine,3,3,Image 1,1,1,100000001,610000002985,
58.125,,Spine,3,7,Image 1,2,1,100000001,610000002987,
24.125,,Spine,3,0,Image 1,1,1,100000001,610000002991,
27.5625,,Spine,3,5,Image 1,3,1,100000001,610000002993,
59.125,,Spine,3,2,Image 1,2,1,100000000,610000002997,
45.625,,Spine,3,4,Image 1,1,1,100000001,610000003000,
38.125,,Spine,3,2,Image 1,1,1,100000000,610000003003,
53.0625,,Spine,3,5,Image 1,2,1,100000001,610000003009,
72.625,,Spine,3,2,Image 1,2,1,100000000,610000003014,
36.0625,,Spine,3,3,Image 1,3,1,100000001,610000003016,
62.125,,Spine,3,2,Image 1,2,1,100000000,610000003019,
79.625,,Spine,3,6,Image 1,2,1,100000001,610000003026,
91.125,,Spine,3,2,Image 1,2,1,100000000,610000003029,
59.625,,Spine,3,1,Image 1,1,1,100000001,610000003033,
75.125,,Spine,3,0,Image 1,1,1,100000001,610000003037,
98.0625,,Spine,3,0,Image 1,1,1,100000001,610000003042,
81.125,,Spine,3,3,Image 1,1,1,100000001,610000003046,
53.0625,,Spine,3,1,Image 1,1,1,100000000,610000003048,
49.125,,Spine,3,0,Image 1,1,1,100000000,610000003050,
31.0625,,Spine,3,8,Image 1,3,1,100000001,610000003053,
44.125,,Spine,3,2,Image 1,2,1,100000001,610000003056,
59.5625,,Spine,3,0,Image 1,1,1,100000000,610000003060,
40.0625,,Spine,3,2,Image 1,2,1,100000000,610000003062,
68.125,,Spine,3,1,Image 1,1,1,100000001,610000003065,
72.125,,Spine,3,0,Image 1,1,1,100000001,610000003069,
68.125,,Spine,3,2,Image 1,2,1,100000000,610000003073,
117.125,,Spine,3,0,Image 1,1,1,100000001,610000003076,
147.125,,Spine,3,0,Image 1,1,1,100000001,610000003082,
72.125,,Spine,3,0,Image 1,1,1,100000001,610000003086,
60.125,,Spine,3,0,Image 1,1,1,100000001,610000003088,
50.0625,,Spine,3,0,Image 1,1,1,100000000,610000003091,
71.0625,,Spine,3,0,Image 1,1,1,100000000,610000003093,
62.125,,Spine,3,0,Image 1,1,1,100000000,610000003095,
79.125,,Spine,3,4,Image 1,2,1,100000001,610000003100,
82.125,,Spine,3,2,Image 1,2,1,100000000,610000003105,
140.125,,Spine,3,0,Image 1,1,1,100000001,610000003109,
63.0625,,Spine,3,5,Image 1,2,1,100000001,610000003115,
66.125,,Spine,3,7,Image 1,3,1,100000001,610000003117,
117.125,,Spine,3,0,Image 1,1,1,100000001,610000003120,
