
Segment Length
 ==================== 
Segment Length,Unit,Category,Depth,Level,Time,FilamentID,ID,
4.5432,µm,Segment,4,3,1,100000001,510000000059,
3.89393,µm,Segment,3,2,1,100000001,510000000097,
1.66842,µm,Segment,2,2,1,100000001,510000000114,
1.27451,µm,Segment,1,1,1,100000001,510000000126,
1.47025,µm,Segment,0,1,1,100000001,510000000138,
0.594093,µm,Segment,5,2,1,100000001,510000000161,
0.942444,µm,Segment,4,2,1,100000001,510000000166,
0.637166,µm,Segment,5,3,1,100000001,510000000171,
2.21162,µm,Segment,3,2,1,100000001,510000000199,
9.7009,µm,Segment,2,2,1,100000001,510000000315,
0.892303,µm,Segment,1,2,1,100000001,510000000321,
0.599725,µm,Segment,3,3,1,100000001,510000000326,
1.16757,µm,Segment,10,5,1,100000001,510000000341,
0.990369,µm,Segment,9,4,1,100000001,510000000348,
1.80243,µm,Segment,8,4,1,100000001,510000000365,
1.16463,µm,Segment,7,4,1,100000001,510000000374,
5.60436,µm,Segment,6,3,1,100000001,510000000436,
4.56539,µm,Segment,5,3,1,100000001,510000000482,
0.857969,µm,Segment,4,2,1,100000001,510000000491,
1.33516,µm,Segment,3,2,1,100000001,510000000503,
2.51668,µm,Segment,2,1,1,100000001,510000000534,
0.885265,µm,Segment,11,5,1,100000001,510000000540,
0.896106,µm,Segment,11,4,1,100000001,510000000546,
0.457514,µm,Segment,9,5,1,100000001,510000000549,
0.453557,µm,Segment,8,5,1,100000001,510000000552,
0.368626,µm,Segment,7,3,1,100000001,510000000554,
1.37079,µm,Segment,6,4,1,100000001,510000000568,
0.395515,µm,Segment,6,4,1,100000001,510000000570,
1.987,µm,Segment,4,3,1,100000001,510000000595,
0.661932,µm,Segment,5,2,1,100000001,510000000601,
4.00846,µm,Segment,1,1,1,100000000,510000000657,
0.807861,µm,Segment,0,1,1,100000000,510000000669,
3.27233,µm,Segment,1,2,1,100000000,510000000720,
5.67726,µm,Segment,5,2,1,100000001,510000000779,
1.3589,µm,Segment,4,2,1,100000001,510000000791,
5.94288,µm,Segment,3,1,1,100000001,510000000853,
8.00273,µm,Segment,0,1,1,100000001,510000000958,
1.40113,µm,Segment,3,4,1,100000000,510000000989,
1.33238,µm,Segment,2,3,1,100000000,510000001003,
3.1512,µm,Segment,1,2,1,100000000,510000001035,
1.01246,µm,Segment,0,1,1,100000000,510000001048,
0.756701,µm,Segment,4,4,1,100000000,510000001082,
3.06267,µm,Segment,3,3,1,100000000,510000001118,
2.37965,µm,Segment,2,2,1,100000000,510000001139,
0.208088,µm,Segment,1,1,1,100000000,510000001142,
1.3458,µm,Segment,0,1,1,100000000,510000001157,
0.528091,µm,Segment,4,3,1,100000000,510000001159,
0.43966,µm,Segment,10,4,1,100000001,510000001163,
0.399547,µm,Segment,9,3,1,100000001,510000001166,
3.2154,µm,Segment,8,2,1,100000001,510000001204,
3.61694,µm,Segment,7,2,1,100000001,510000001246,
1.05007,µm,Segment,6,2,1,100000001,510000001255,
2.03854,µm,Segment,5,2,1,100000001,510000001278,
0.589989,µm,Segment,4,2,1,100000001,510000001284,
0.603245,µm,Segment,3,2,1,100000001,510000001291,
2.35241,µm,Segment,2,2,1,100000001,510000001316,
1.26927,µm,Segment,1,1,1,100000001,510000001328,
0.387456,µm,Segment,0,1,1,100000001,510000001335,
0.446664,µm,Segment,9,2,1,100000001,510000001342,
0.697532,µm,Segment,10,3,1,100000001,510000001348,
0.637953,µm,Segment,5,3,1,100000001,510000001355,
3.03187,µm,Segment,3,3,1,100000000,510000001389,
1.57034,µm,Segment,2,2,1,100000000,510000001402,
0.924923,µm,Segment,8,4,1,100000001,510000001410,
3.11446,µm,Segment,7,3,1,100000001,510000001444,
0.249509,µm,Segment,6,3,1,100000001,510000001446,
6.51552,µm,Segment,5,2,1,100000001,510000001525,
2.11703,µm,Segment,4,1,1,100000001,510000001551,
0.795298,µm,Segment,3,1,1,100000001,510000001559,
3.15463,µm,Segment,2,1,1,100000001,510000001596,
0.405487,µm,Segment,8,3,1,100000001,510000001599,
0.830248,µm,Segment,5,4,1,100000000,510000001610,
0.902737,µm,Segment,4,3,1,100000000,510000001620,
3.85848,µm,Segment,3,2,1,100000000,510000001665,
1.24884,µm,Segment,2,1,1,100000000,510000001674,
5.41092,µm,Segment,4,3,1,100000001,510000001737,
0.94233,µm,Segment,3,3,1,100000001,510000001746,
2.18251,µm,Segment,3,4,1,100000000,510000001769,
0.975671,µm,Segment,2,3,1,100000000,510000001778,
1.14913,µm,Segment,1,2,1,100000000,510000001788,
1.05019,µm,Segment,0,1,1,100000000,510000001799,
0.409108,µm,Segment,7,4,1,100000001,510000001806,
0.448072,µm,Segment,6,2,1,100000001,510000001809,
1.1648,µm,Segment,5,3,1,100000000,510000001822,
0.731364,µm,Segment,8,3,1,100000001,510000001830,
1.05797,µm,Segment,4,2,1,100000000,510000001842,
2.73938,µm,Segment,3,2,1,100000000,510000001868,
3.68407,µm,Segment,2,2,1,100000000,510000001915,
3.01752,µm,Segment,1,2,1,100000000,510000001944,
0.577756,µm,Segment,4,3,1,100000000,510000001948,
0.724865,µm,Segment,4,1,1,100000001,510000001952,
0.716896,µm,Segment,3,3,1,100000000,510000001959,
2.01571,µm,Segment,1,1,1,100000001,510000001978,
