
Segment Center Intensity StdDev Ch=1 Img=1
 ==================== 
Segment Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1.37462,,Segment,1,4,Image 1,3,1,100000001,510000000059,
1.12762,,Segment,1,3,Image 1,2,1,100000001,510000000097,
0.950958,,Segment,1,2,Image 1,2,1,100000001,510000000114,
1.06588,,Segment,1,1,Image 1,1,1,100000001,510000000126,
0.863459,,Segment,1,0,Image 1,1,1,100000001,510000000138,
1.0198,,Segment,1,5,Image 1,2,1,100000001,510000000161,
1.10554,,Segment,1,4,Image 1,2,1,100000001,510000000166,
0.942809,,Segment,1,5,Image 1,3,1,100000001,510000000171,
1.3344,,Segment,1,3,Image 1,2,1,100000001,510000000199,
1.30198,,Segment,1,2,Image 1,2,1,100000001,510000000315,
0.699854,,Segment,1,1,Image 1,2,1,100000001,510000000321,
1,,Segment,1,3,Image 1,3,1,100000001,510000000326,
1.25,,Segment,1,10,Image 1,5,1,100000001,510000000341,
0.927025,,Segment,1,9,Image 1,4,1,100000001,510000000348,
1.10554,,Segment,1,8,Image 1,4,1,100000001,510000000365,
0.830662,,Segment,1,7,Image 1,4,1,100000001,510000000374,
1.34087,,Segment,1,6,Image 1,3,1,100000001,510000000436,
1.11047,,Segment,1,5,Image 1,3,1,100000001,510000000482,
1.07703,,Segment,1,4,Image 1,2,1,100000001,510000000491,
1.07141,,Segment,1,3,Image 1,2,1,100000001,510000000503,
1.11629,,Segment,1,2,Image 1,1,1,100000001,510000000534,
1.17803,,Segment,1,11,Image 1,5,1,100000001,510000000540,
1.34371,,Segment,1,11,Image 1,4,1,100000001,510000000546,
0.829156,,Segment,1,9,Image 1,5,1,100000001,510000000549,
0.5,,Segment,1,8,Image 1,5,1,100000001,510000000552,
0.942809,,Segment,1,7,Image 1,3,1,100000001,510000000554,
0.771722,,Segment,1,6,Image 1,4,1,100000001,510000000568,
0.816497,,Segment,1,6,Image 1,4,1,100000001,510000000570,
0.792527,,Segment,1,4,Image 1,3,1,100000001,510000000595,
0.755929,,Segment,1,5,Image 1,2,1,100000001,510000000601,
1.35236,,Segment,1,1,Image 1,1,1,100000000,510000000657,
1.05409,,Segment,1,0,Image 1,1,1,100000000,510000000669,
0.986882,,Segment,1,1,Image 1,2,1,100000000,510000000720,
2.00354,,Segment,1,5,Image 1,2,1,100000001,510000000779,
1.47564,,Segment,1,4,Image 1,2,1,100000001,510000000791,
1.5309,,Segment,1,3,Image 1,1,1,100000001,510000000853,
1.73301,,Segment,1,0,Image 1,1,1,100000001,510000000958,
0.903508,,Segment,1,3,Image 1,4,1,100000000,510000000989,
1.12349,,Segment,1,2,Image 1,3,1,100000000,510000001003,
1.24279,,Segment,1,1,Image 1,2,1,100000000,510000001035,
1.55456,,Segment,1,0,Image 1,1,1,100000000,510000001048,
1.2,,Segment,1,4,Image 1,4,1,100000000,510000001082,
1.55164,,Segment,1,3,Image 1,3,1,100000000,510000001118,
1.03253,,Segment,1,2,Image 1,2,1,100000000,510000001139,
