
Segment Intensity Min Ch=2 Img=1
 ==================== 
Segment Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,2,4,Image 1,4,1,100000000,510000000054,
1,,Segment,2,3,Image 1,3,1,100000000,510000000070,
1,,Segment,2,2,Image 1,2,1,100000000,510000000088,
20,,Segment,2,1,Image 1,2,1,100000000,510000000093,
23,,Segment,2,0,Image 1,1,1,100000000,510000000113,
2,,Segment,2,4,Image 1,3,1,100000000,510000000125,
12,,Segment,2,3,Image 1,2,1,100000000,510000000131,
2,,Segment,2,16,Image 1,9,1,100000001,510000000142,
4,,Segment,2,15,Image 1,8,1,100000001,510000000156,
1,,Segment,2,14,Image 1,7,1,100000001,510000000188,
1,,Segment,2,13,Image 1,6,1,100000001,510000000197,
1,,Segment,2,12,Image 1,6,1,100000001,510000000210,
1,,Segment,2,11,Image 1,5,1,100000001,510000000254,
15,,Segment,2,10,Image 1,4,1,100000001,510000000256,
8,,Segment,2,9,Image 1,4,1,100000001,510000000259,
11,,Segment,2,8,Image 1,4,1,100000001,510000000263,
0,,Segment,2,7,Image 1,4,1,100000001,510000000287,
2,,Segment,2,6,Image 1,4,1,100000001,510000000303,
1,,Segment,2,5,Image 1,4,1,100000001,510000000308,
1,,Segment,2,4,Image 1,3,1,100000001,510000000315,
4,,Segment,2,3,Image 1,3,1,100000001,510000000328,
3,,Segment,2,2,Image 1,2,1,100000001,510000000348,
14,,Segment,2,1,Image 1,1,1,100000001,510000000354,
4,,Segment,2,0,Image 1,1,1,100000001,510000000377,
2,,Segment,2,16,Image 1,8,1,100000001,510000000387,
1,,Segment,2,15,Image 1,7,1,100000001,510000000407,
11,,Segment,2,14,Image 1,6,1,100000001,510000000415,
3,,Segment,2,13,Image 1,7,1,100000001,510000000424,
4,,Segment,2,12,Image 1,5,1,100000001,510000000431,
0,,Segment,2,11,Image 1,5,1,100000001,510000000467,
2,,Segment,2,6,Image 1,2,1,100000002,510000000501,
2,,Segment,2,5,Image 1,2,1,100000002,510000000559,
1,,Segment,2,4,Image 1,2,1,100000002,510000000583,
4,,Segment,2,3,Image 1,2,1,100000002,510000000604,
11,,Segment,2,2,Image 1,2,1,100000002,510000000611,
3,,Segment,2,1,Image 1,1,1,100000002,510000000620,
0,,Segment,2,0,Image 1,1,1,100000002,510000000627,
2,,Segment,2,11,Image 1,6,1,100000001,510000000644,
7,,Segment,2,10,Image 1,5,1,100000001,510000000659,
3,,Segment,2,11,Image 1,5,1,100000001,510000000670,
4,,Segment,2,11,Image 1,4,1,100000001,510000000687,
6,,Segment,2,8,Image 1,5,1,100000001,510000000702,
4,,Segment,2,9,Image 1,5,1,100000001,510000000710,
1,,Segment,2,5,Image 1,3,1,100000002,510000000735,
2,,Segment,2,4,Image 1,2,1,100000002,510000000743,
1,,Segment,2,3,Image 1,2,1,100000002,510000000797,
3,,Segment,2,2,Image 1,1,1,100000002,510000000810,
5,,Segment,2,6,Image 1,3,1,100000002,510000000817,
1,,Segment,2,9,Image 1,3,1,100000002,510000000837,
2,,Segment,2,8,Image 1,2,1,100000002,510000000864,
9,,Segment,2,7,Image 1,2,1,100000002,510000000870,
13,,Segment,2,6,Image 1,1,1,100000002,510000000875,
6,,Segment,2,5,Image 1,1,1,100000002,510000000892,
2,,Segment,2,4,Image 1,1,1,100000002,510000000901,
4,,Segment,2,3,Image 1,1,1,100000002,510000000913,
4,,Segment,2,7,Image 1,5,1,100000001,510000000921,
5,,Segment,2,9,Image 1,2,1,100000002,510000000928,
1,,Segment,2,4,Image 1,2,1,100000000,510000000947,
0,,Segment,2,3,Image 1,2,1,100000000,510000000965,
1,,Segment,2,2,Image 1,1,1,100000000,510000000996,
4,,Segment,2,1,Image 1,1,1,100000000,510000001008,
4,,Segment,2,6,Image 1,4,1,100000001,510000001018,
5,,Segment,2,5,Image 1,3,1,100000001,510000001027,
1,,Segment,2,4,Image 1,3,1,100000001,510000001052,
3,,Segment,2,3,Image 1,2,1,100000001,510000001056,
7,,Segment,2,5,Image 1,2,1,100000002,510000001059,
3,,Segment,2,4,Image 1,3,1,100000000,510000001066,
4,,Segment,2,6,Image 1,5,1,100000001,510000001068,
14,,Segment,2,4,Image 1,3,1,100000002,510000001070,
1,,Segment,2,5,Image 1,3,1,100000001,510000001073,
9,,Segment,2,6,Image 1,3,1,100000002,510000001082,
6,,Segment,2,5,Image 1,3,1,100000002,510000001103,
