
Filament Position X
 ==================== 
Filament Position X,Unit,Category,Collection,Time,ID,
1089.11,µm,Filament,Filament Position,1,100000000,
1104.49,µm,Filament,Filament Position,1,100000001,
1122.81,µm,Filament,Filament Position,1,100000002,
