
Segment Branch Depth
 ==================== 
Segment Branch Depth,Unit,Category,Depth,Level,Time,FilamentID,ID,
4,,Segment,4,4,1,100000000,510000000054,
3,,Segment,3,3,1,100000000,510000000070,
2,,Segment,2,2,1,100000000,510000000088,
1,,Segment,1,2,1,100000000,510000000093,
0,,Segment,0,1,1,100000000,510000000113,
4,,Segment,4,3,1,100000000,510000000125,
3,,Segment,3,2,1,100000000,510000000131,
16,,Segment,16,9,1,100000001,510000000142,
15,,Segment,15,8,1,100000001,510000000156,
14,,Segment,14,7,1,100000001,510000000188,
13,,Segment,13,6,1,100000001,510000000197,
12,,Segment,12,6,1,100000001,510000000210,
11,,Segment,11,5,1,100000001,510000000254,
10,,Segment,10,4,1,100000001,510000000256,
9,,Segment,9,4,1,100000001,510000000259,
8,,Segment,8,4,1,100000001,510000000263,
7,,Segment,7,4,1,100000001,510000000287,
6,,Segment,6,4,1,100000001,510000000303,
5,,Segment,5,4,1,100000001,510000000308,
4,,Segment,4,3,1,100000001,510000000315,
3,,Segment,3,3,1,100000001,510000000328,
2,,Segment,2,2,1,100000001,510000000348,
1,,Segment,1,1,1,100000001,510000000354,
0,,Segment,0,1,1,100000001,510000000377,
16,,Segment,16,8,1,100000001,510000000387,
15,,Segment,15,7,1,100000001,510000000407,
14,,Segment,14,6,1,100000001,510000000415,
13,,Segment,13,7,1,100000001,510000000424,
12,,Segment,12,5,1,100000001,510000000431,
11,,Segment,11,5,1,100000001,510000000467,
6,,Segment,6,2,1,100000002,510000000501,
5,,Segment,5,2,1,100000002,510000000559,
4,,Segment,4,2,1,100000002,510000000583,
3,,Segment,3,2,1,100000002,510000000604,
2,,Segment,2,2,1,100000002,510000000611,
1,,Segment,1,1,1,100000002,510000000620,
0,,Segment,0,1,1,100000002,510000000627,
11,,Segment,11,6,1,100000001,510000000644,
10,,Segment,10,5,1,100000001,510000000659,
11,,Segment,11,5,1,100000001,510000000670,
11,,Segment,11,4,1,100000001,510000000687,
8,,Segment,8,5,1,100000001,510000000702,
9,,Segment,9,5,1,100000001,510000000710,
5,,Segment,5,3,1,100000002,510000000735,
4,,Segment,4,2,1,100000002,510000000743,
3,,Segment,3,2,1,100000002,510000000797,
2,,Segment,2,1,1,100000002,510000000810,
6,,Segment,6,3,1,100000002,510000000817,
9,,Segment,9,3,1,100000002,510000000837,
8,,Segment,8,2,1,100000002,510000000864,
7,,Segment,7,2,1,100000002,510000000870,
6,,Segment,6,1,1,100000002,510000000875,
5,,Segment,5,1,1,100000002,510000000892,
4,,Segment,4,1,1,100000002,510000000901,
3,,Segment,3,1,1,100000002,510000000913,
7,,Segment,7,5,1,100000001,510000000921,
9,,Segment,9,2,1,100000002,510000000928,
4,,Segment,4,2,1,100000000,510000000947,
3,,Segment,3,2,1,100000000,510000000965,
2,,Segment,2,1,1,100000000,510000000996,
1,,Segment,1,1,1,100000000,510000001008,
6,,Segment,6,4,1,100000001,510000001018,
5,,Segment,5,3,1,100000001,510000001027,
4,,Segment,4,3,1,100000001,510000001052,
