
Soma BoundingBoxOO Length B
 ==================== 
Soma BoundingBoxOO Length B,Unit,Category,Collection,Time,FilamentID,ID,
2.35547,µm,Soma,Soma BoundingBoxOO Length,1,100000000,800000000,
3.12109,µm,Soma,Soma BoundingBoxOO Length,1,100000001,800000001,
2.25977,µm,Soma,Soma BoundingBoxOO Length,1,100000002,800000002,
