
Segment Intensity StdDev Ch=3 Img=1
 ==================== 
Segment Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
21.1435,,Segment,3,4,Image 1,4,1,100000000,510000000054,
25.8351,,Segment,3,3,Image 1,3,1,100000000,510000000070,
31.8026,,Segment,3,2,Image 1,2,1,100000000,510000000088,
27.5355,,Segment,3,1,Image 1,2,1,100000000,510000000093,
24.2134,,Segment,3,0,Image 1,1,1,100000000,510000000113,
19.4644,,Segment,3,4,Image 1,3,1,100000000,510000000125,
28.7718,,Segment,3,3,Image 1,2,1,100000000,510000000131,
23.6232,,Segment,3,16,Image 1,9,1,100000001,510000000142,
22.3836,,Segment,3,15,Image 1,8,1,100000001,510000000156,
20.53,,Segment,3,14,Image 1,7,1,100000001,510000000188,
22.8348,,Segment,3,13,Image 1,6,1,100000001,510000000197,
17.1732,,Segment,3,12,Image 1,6,1,100000001,510000000210,
19.4879,,Segment,3,11,Image 1,5,1,100000001,510000000254,
21.3198,,Segment,3,10,Image 1,4,1,100000001,510000000256,
22.5585,,Segment,3,9,Image 1,4,1,100000001,510000000259,
23.9411,,Segment,3,8,Image 1,4,1,100000001,510000000263,
21.0764,,Segment,3,7,Image 1,4,1,100000001,510000000287,
18.0736,,Segment,3,6,Image 1,4,1,100000001,510000000303,
12.0791,,Segment,3,5,Image 1,4,1,100000001,510000000308,
19.4867,,Segment,3,4,Image 1,3,1,100000001,510000000315,
21.749,,Segment,3,3,Image 1,3,1,100000001,510000000328,
21.5811,,Segment,3,2,Image 1,2,1,100000001,510000000348,
24.0657,,Segment,3,1,Image 1,1,1,100000001,510000000354,
29.9134,,Segment,3,0,Image 1,1,1,100000001,510000000377,
21.0419,,Segment,3,16,Image 1,8,1,100000001,510000000387,
17.8629,,Segment,3,15,Image 1,7,1,100000001,510000000407,
20.2171,,Segment,3,14,Image 1,6,1,100000001,510000000415,
21.5757,,Segment,3,13,Image 1,7,1,100000001,510000000424,
29.1576,,Segment,3,12,Image 1,5,1,100000001,510000000431,
19.2176,,Segment,3,11,Image 1,5,1,100000001,510000000467,
16.0209,,Segment,3,6,Image 1,2,1,100000002,510000000501,
18.4005,,Segment,3,5,Image 1,2,1,100000002,510000000559,
16.4331,,Segment,3,4,Image 1,2,1,100000002,510000000583,
25.8602,,Segment,3,3,Image 1,2,1,100000002,510000000604,
26.5739,,Segment,3,2,Image 1,2,1,100000002,510000000611,
23.3076,,Segment,3,1,Image 1,1,1,100000002,510000000620,
15.377,,Segment,3,0,Image 1,1,1,100000002,510000000627,
16.2501,,Segment,3,11,Image 1,6,1,100000001,510000000644,
24.7589,,Segment,3,10,Image 1,5,1,100000001,510000000659,
19.9984,,Segment,3,11,Image 1,5,1,100000001,510000000670,
24.6703,,Segment,3,11,Image 1,4,1,100000001,510000000687,
21.0179,,Segment,3,8,Image 1,5,1,100000001,510000000702,
23.0173,,Segment,3,9,Image 1,5,1,100000001,510000000710,
30.3337,,Segment,3,5,Image 1,3,1,100000002,510000000735,
36.233,,Segment,3,4,Image 1,2,1,100000002,510000000743,
22.0814,,Segment,3,3,Image 1,2,1,100000002,510000000797,
24.2732,,Segment,3,2,Image 1,1,1,100000002,510000000810,
23.5049,,Segment,3,6,Image 1,3,1,100000002,510000000817,
15.7131,,Segment,3,9,Image 1,3,1,100000002,510000000837,
30.9965,,Segment,3,8,Image 1,2,1,100000002,510000000864,
30.7883,,Segment,3,7,Image 1,2,1,100000002,510000000870,
34.8911,,Segment,3,6,Image 1,1,1,100000002,510000000875,
27.3252,,Segment,3,5,Image 1,1,1,100000002,510000000892,
25.8911,,Segment,3,4,Image 1,1,1,100000002,510000000901,
26.2176,,Segment,3,3,Image 1,1,1,100000002,510000000913,
26.5176,,Segment,3,7,Image 1,5,1,100000001,510000000921,
