
Segment Branching Angle B
 ==================== 
Segment Branching Angle B,Unit,Category,Depth,Level,Time,FilamentID,ID,
24.5154,°,Segment,4,4,1,100000000,510000000054,
72.9808,°,Segment,3,3,1,100000000,510000000070,
101.99,°,Segment,2,2,1,100000000,510000000088,
18.9132,°,Segment,1,2,1,100000000,510000000093,
0,°,Segment,0,1,1,100000000,510000000113,
59.5426,°,Segment,4,3,1,100000000,510000000125,
88.741,°,Segment,3,2,1,100000000,510000000131,
94.7266,°,Segment,16,9,1,100000001,510000000142,
59.2899,°,Segment,15,8,1,100000001,510000000156,
55.5803,°,Segment,14,7,1,100000001,510000000188,
28.9055,°,Segment,13,6,1,100000001,510000000197,
38.7388,°,Segment,12,6,1,100000001,510000000210,
51.032,°,Segment,11,5,1,100000001,510000000254,
45.6337,°,Segment,10,4,1,100000001,510000000256,
63.6918,°,Segment,9,4,1,100000001,510000000259,
77.5457,°,Segment,8,4,1,100000001,510000000263,
39.3465,°,Segment,7,4,1,100000001,510000000287,
45.2676,°,Segment,6,4,1,100000001,510000000303,
78.0343,°,Segment,5,4,1,100000001,510000000308,
41.2431,°,Segment,4,3,1,100000001,510000000315,
35.3165,°,Segment,3,3,1,100000001,510000000328,
39.9144,°,Segment,2,2,1,100000001,510000000348,
19.7486,°,Segment,1,1,1,100000001,510000000354,
0,°,Segment,0,1,1,100000001,510000000377,
36.816,°,Segment,16,8,1,100000001,510000000387,
61.2682,°,Segment,15,7,1,100000001,510000000407,
69.9705,°,Segment,14,6,1,100000001,510000000415,
108.935,°,Segment,13,7,1,100000001,510000000424,
50.1259,°,Segment,12,5,1,100000001,510000000431,
74.0394,°,Segment,11,5,1,100000001,510000000467,
40.9541,°,Segment,6,2,1,100000002,510000000501,
73.4796,°,Segment,5,2,1,100000002,510000000559,
53.5537,°,Segment,4,2,1,100000002,510000000583,
35.4601,°,Segment,3,2,1,100000002,510000000604,
60.9762,°,Segment,2,2,1,100000002,510000000611,
32.1191,°,Segment,1,1,1,100000002,510000000620,
0,°,Segment,0,1,1,100000002,510000000627,
38.6919,°,Segment,11,6,1,100000001,510000000644,
95.3351,°,Segment,10,5,1,100000001,510000000659,
44.4755,°,Segment,11,5,1,100000001,510000000670,
58.1898,°,Segment,11,4,1,100000001,510000000687,
67.8097,°,Segment,8,5,1,100000001,510000000702,
