
Soma Center of Image Mass Ch=2 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
343.2,21664.2,1376.62,µm,Soma,2,Soma Center of Image Mass,Image 1,1,100000000,800000000,
359.136,21650.6,1374.47,µm,Soma,2,Soma Center of Image Mass,Image 1,1,100000001,800000001,
335.232,21657,1374.36,µm,Soma,2,Soma Center of Image Mass,Image 1,1,100000002,800000002,
337.128,21669.1,1373.13,µm,Soma,2,Soma Center of Image Mass,Image 1,1,100000003,800000003,
