
Soma Ellipticity (oblate)
 ==================== 
Soma Ellipticity (oblate),Unit,Category,Time,FilamentID,ID,
0.512491,,Soma,1,100000000,800000000,
0.254988,,Soma,1,100000001,800000001,
0.255568,,Soma,1,100000002,800000002,
0.339009,,Soma,1,100000003,800000003,
