
Segment Center Intensity Sum Ch=5 Img=1
 ==================== 
Segment Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
0,,Segment,5,7,Image 1,5,1,100000001,510000000018,
418,,Segment,5,6,Image 1,4,1,100000001,510000000026,
0,,Segment,5,5,Image 1,4,1,100000001,510000000043,
0,,Segment,5,4,Image 1,3,1,100000001,510000000129,
325,,Segment,5,3,Image 1,2,1,100000001,510000000141,
319,,Segment,5,2,Image 1,2,1,100000001,510000000160,
0,,Segment,5,1,Image 1,2,1,100000001,510000000173,
0,,Segment,5,0,Image 1,1,1,100000001,510000000181,
0,,Segment,5,7,Image 1,4,1,100000001,510000000201,
0,,Segment,5,7,Image 1,6,1,100000001,510000000210,
0,,Segment,5,6,Image 1,5,1,100000001,510000000215,
0,,Segment,5,7,Image 1,5,1,100000001,510000000218,
0,,Segment,5,5,Image 1,3,1,100000001,510000000235,
426,,Segment,5,25,Image 1,8,1,100000000,510000000247,
41,,Segment,5,24,Image 1,8,1,100000000,510000000254,
0,,Segment,5,23,Image 1,8,1,100000000,510000000256,
795,,Segment,5,22,Image 1,8,1,100000000,510000000284,
1046,,Segment,5,21,Image 1,8,1,100000000,510000000312,
0,,Segment,5,20,Image 1,8,1,100000000,510000000326,
429,,Segment,5,19,Image 1,7,1,100000000,510000000346,
184,,Segment,5,18,Image 1,6,1,100000000,510000000368,
0,,Segment,5,17,Image 1,5,1,100000000,510000000372,
0,,Segment,5,16,Image 1,5,1,100000000,510000000384,
0,,Segment,5,15,Image 1,5,1,100000000,510000000387,
0,,Segment,5,14,Image 1,5,1,100000000,510000000391,
20,,Segment,5,13,Image 1,5,1,100000000,510000000399,
239,,Segment,5,12,Image 1,4,1,100000000,510000000413,
112,,Segment,5,10,Image 1,4,1,100000000,510000000420,
151,,Segment,5,9,Image 1,4,1,100000000,510000000441,
51,,Segment,5,8,Image 1,3,1,100000000,510000000450,
0,,Segment,5,7,Image 1,3,1,100000000,510000000454,
0,,Segment,5,6,Image 1,2,1,100000000,510000000457,
0,,Segment,5,5,Image 1,2,1,100000000,510000000460,
0,,Segment,5,4,Image 1,2,1,100000000,510000000463,
0,,Segment,5,3,Image 1,1,1,100000000,510000000475,
0,,Segment,5,2,Image 1,1,1,100000000,510000000502,
0,,Segment,5,1,Image 1,1,1,100000000,510000000513,
0,,Segment,5,0,Image 1,1,1,100000000,510000000518,
0,,Segment,5,25,Image 1,9,1,100000000,510000000552,
0,,Segment,5,24,Image 1,9,1,100000000,510000000555,
0,,Segment,5,23,Image 1,9,1,100000000,510000000562,
0,,Segment,5,23,Image 1,9,1,100000000,510000000565,
283,,Segment,5,22,Image 1,9,1,100000000,510000000569,
0,,Segment,5,21,Image 1,9,1,100000000,510000000597,
0,,Segment,5,20,Image 1,7,1,100000000,510000000602,
0,,Segment,5,7,Image 1,4,1,100000001,510000000619,
62,,Segment,5,6,Image 1,3,1,100000001,510000000627,
8,,Segment,5,5,Image 1,3,1,100000001,510000000694,
0,,Segment,5,4,Image 1,2,1,100000001,510000000701,
0,,Segment,5,2,Image 1,2,1,100000001,510000000711,
0,,Segment,5,1,Image 1,2,1,100000001,510000000735,
0,,Segment,5,0,Image 1,1,1,100000001,510000000760,
0,,Segment,5,7,Image 1,3,1,100000001,510000000781,
0,,Segment,5,6,Image 1,4,1,100000001,510000000785,
425,,Segment,5,2,Image 1,3,1,100000001,510000000815,
0,,Segment,5,5,Image 1,2,1,100000001,510000000828,
76,,Segment,5,3,Image 1,3,1,100000001,510000000833,
0,,Segment,5,4,Image 1,2,1,100000001,510000000853,
0,,Segment,5,3,Image 1,2,1,100000001,510000000882,
261,,Segment,5,2,Image 1,2,1,100000001,510000000923,
0,,Segment,5,1,Image 1,1,1,100000001,510000000930,
191,,Segment,5,4,Image 1,3,1,100000001,510000000941,
0,,Segment,5,5,Image 1,2,1,100000001,510000000970,
77,,Segment,5,4,Image 1,2,1,100000001,510000000980,
116,,Segment,5,3,Image 1,1,1,100000001,510000001000,
30,,Segment,5,2,Image 1,1,1,100000001,510000001016,
0,,Segment,5,3,Image 1,3,1,100000001,510000001020,
0,,Segment,5,5,Image 1,3,1,100000001,510000001030,
0,,Segment,5,5,Image 1,2,1,100000001,510000001038,
37,,Segment,5,4,Image 1,1,1,100000001,510000001048,
27,,Segment,5,5,Image 1,1,1,100000001,510000001052,
90,,Segment,5,10,Image 1,5,1,100000000,510000001058,
115,,Segment,5,3,Image 1,2,1,100000001,510000001066,
805,,Segment,5,20,Image 1,6,1,100000000,510000001076,
68,,Segment,5,19,Image 1,6,1,100000000,510000001079,
0,,Segment,5,20,Image 1,6,1,100000000,510000001111,
0,,Segment,5,19,Image 1,5,1,100000000,510000001115,
0,,Segment,5,18,Image 1,5,1,100000000,510000001120,
161,,Segment,5,20,Image 1,7,1,100000000,510000001123,
211,,Segment,5,15,Image 1,7,1,100000000,510000001130,
0,,Segment,5,14,Image 1,6,1,100000000,510000001140,
184,,Segment,5,13,Image 1,5,1,100000000,510000001152,
145,,Segment,5,12,Image 1,5,1,100000000,510000001163,
0,,Segment,5,18,Image 1,6,1,100000000,510000001169,
0,,Segment,5,17,Image 1,5,1,100000000,510000001177,
0,,Segment,5,16,Image 1,5,1,100000000,510000001182,
0,,Segment,5,15,Image 1,5,1,100000000,510000001184,
0,,Segment,5,14,Image 1,5,1,100000000,510000001201,
12,,Segment,5,18,Image 1,5,1,100000000,510000001206,
1870,,Segment,5,12,Image 1,4,1,100000000,510000001232,
0,,Segment,5,11,Image 1,3,1,100000000,510000001249,
0,,Segment,5,9,Image 1,3,1,100000000,510000001261,
0,,Segment,5,8,Image 1,3,1,100000000,510000001267,
496,,Segment,5,20,Image 1,5,1,100000000,510000001282,
0,,Segment,5,17,Image 1,6,1,100000000,510000001288,
805,,Segment,5,16,Image 1,6,1,100000000,510000001310,
118,,Segment,5,15,Image 1,6,1,100000000,510000001324,
0,,Segment,5,14,Image 1,6,1,100000000,510000001328,
0,,Segment,5,13,Image 1,6,1,100000000,510000001354,
0,,Segment,5,12,Image 1,6,1,100000000,510000001357,
0,,Segment,5,11,Image 1,6,1,100000000,510000001377,
0,,Segment,5,10,Image 1,5,1,100000000,510000001394,
0,,Segment,5,9,Image 1,4,1,100000000,510000001403,
0,,Segment,5,8,Image 1,4,1,100000000,510000001405,
0,,Segment,5,17,Image 1,6,1,100000000,510000001419,
0,,Segment,5,15,Image 1,7,1,100000000,510000001426,
26,,Segment,5,15,Image 1,6,1,100000000,510000001437,
0,,Segment,5,15,Image 1,6,1,100000000,510000001442,
489,,Segment,5,17,Image 1,7,1,100000000,510000001448,
0,,Segment,5,16,Image 1,7,1,100000000,510000001450,
0,,Segment,5,15,Image 1,7,1,100000000,510000001452,
0,,Segment,5,14,Image 1,7,1,100000000,510000001454,
0,,Segment,5,16,Image 1,6,1,100000000,510000001457,
0,,Segment,5,19,Image 1,6,1,100000000,510000001460,
0,,Segment,5,17,Image 1,8,1,100000000,510000001463,
28,,Segment,5,16,Image 1,8,1,100000000,510000001468,
48,,Segment,5,15,Image 1,8,1,100000000,510000001471,
96,,Segment,5,13,Image 1,6,1,100000000,510000001478,
0,,Segment,5,13,Image 1,4,1,100000000,510000001493,
31,,Segment,5,15,Image 1,6,1,100000000,510000001495,
0,,Segment,5,14,Image 1,6,1,100000000,510000001498,
0,,Segment,5,12,Image 1,7,1,100000000,510000001503,
320,,Segment,5,13,Image 1,7,1,100000000,510000001509,
527,,Segment,5,11,Image 1,5,1,100000000,510000001517,
242,,Segment,5,14,Image 1,3,1,100000000,510000001522,
0,,Segment,5,13,Image 1,3,1,100000000,510000001526,
0,,Segment,5,12,Image 1,3,1,100000000,510000001531,
0,,Segment,5,14,Image 1,4,1,100000000,510000001534,
592,,Segment,5,5,Image 1,3,1,100000003,510000001551,
0,,Segment,5,4,Image 1,2,1,100000003,510000001563,
0,,Segment,5,3,Image 1,2,1,100000003,510000001598,
211,,Segment,5,2,Image 1,2,1,100000003,510000001653,
222,,Segment,5,1,Image 1,1,1,100000003,510000001657,
0,,Segment,5,0,Image 1,1,1,100000003,510000001670,
111,,Segment,5,13,Image 1,4,1,100000000,510000001692,
0,,Segment,5,6,Image 1,2,1,100000001,510000001746,
0,,Segment,5,5,Image 1,2,1,100000001,510000001770,
0,,Segment,5,4,Image 1,2,1,100000001,510000001774,
0,,Segment,5,3,Image 1,2,1,100000001,510000001778,
0,,Segment,5,2,Image 1,2,1,100000001,510000001795,
0,,Segment,5,0,Image 1,1,1,100000001,510000001803,
0,,Segment,5,11,Image 1,5,1,100000000,510000001806,
261,,Segment,5,11,Image 1,4,1,100000000,510000001818,
271,,Segment,5,5,Image 1,4,1,100000003,510000001822,
0,,Segment,5,4,Image 1,3,1,100000003,510000001827,
125,,Segment,5,9,Image 1,3,1,100000000,510000001837,
0,,Segment,5,10,Image 1,4,1,100000000,510000001847,
0,,Segment,5,5,Image 1,3,1,100000003,510000001850,
0,,Segment,5,8,Image 1,4,1,100000001,510000001854,
0,,Segment,5,7,Image 1,3,1,100000001,510000001872,
0,,Segment,5,6,Image 1,3,1,100000001,510000001876,
0,,Segment,5,8,Image 1,3,1,100000001,510000001881,
0,,Segment,5,10,Image 1,4,1,100000000,510000001884,
317,,Segment,5,3,Image 1,1,1,100000002,510000001923,
557,,Segment,5,2,Image 1,1,1,100000002,510000001942,
0,,Segment,5,1,Image 1,1,1,100000002,510000001951,
0,,Segment,5,0,Image 1,1,1,100000002,510000001969,
102,,Segment,5,3,Image 1,3,1,100000000,510000002009,
71,,Segment,5,2,Image 1,2,1,100000000,510000002032,
0,,Segment,5,9,Image 1,5,1,100000000,510000002038,
0,,Segment,5,8,Image 1,5,1,100000001,510000002042,
0,,Segment,5,9,Image 1,4,1,100000000,510000002046,
0,,Segment,5,6,Image 1,3,1,100000000,510000002054,
232,,Segment,5,3,Image 1,3,1,100000003,510000002058,
29,,Segment,5,3,Image 1,2,1,100000000,510000002076,
0,,Segment,5,5,Image 1,3,1,100000000,510000002082,
323,,Segment,5,4,Image 1,3,1,100000002,510000002095,
194,,Segment,5,3,Image 1,2,1,100000002,510000002097,
144,,Segment,5,2,Image 1,2,1,100000002,510000002103,
145,,Segment,5,1,Image 1,1,1,100000002,510000002124,
0,,Segment,5,0,Image 1,1,1,100000002,510000002145,
0,,Segment,5,4,Image 1,1,1,100000000,510000002148,
32,,Segment,5,4,Image 1,2,1,100000002,510000002152,
122,,Segment,5,3,Image 1,3,1,100000000,510000002156,
56,,Segment,5,3,Image 1,2,1,100000000,510000002159,
20,,Segment,5,4,Image 1,3,1,100000002,510000002167,
0,,Segment,5,3,Image 1,2,1,100000002,510000002187,
0,,Segment,5,2,Image 1,1,1,100000002,510000002193,
525,,Segment,5,4,Image 1,2,1,100000001,510000002204,
428,,Segment,5,5,Image 1,4,1,100000003,510000002207,
515,,Segment,5,4,Image 1,3,1,100000003,510000002214,
22,,Segment,5,3,Image 1,2,1,100000003,510000002225,
0,,Segment,5,2,Image 1,1,1,100000003,510000002231,
0,,Segment,5,0,Image 1,1,1,100000003,510000002276,
19,,Segment,5,4,Image 1,2,1,100000002,510000002298,
435,,Segment,5,3,Image 1,2,1,100000002,510000002307,
464,,Segment,5,1,Image 1,2,1,100000002,510000002326,
0,,Segment,5,5,Image 1,3,1,100000001,510000002337,
0,,Segment,5,4,Image 1,3,1,100000001,510000002355,
257,,Segment,5,3,Image 1,3,1,100000001,510000002370,
650,,Segment,5,5,Image 1,3,1,100000003,510000002375,
0,,Segment,5,4,Image 1,4,1,100000001,510000002392,
0,,Segment,5,3,Image 1,3,1,100000001,510000002395,
293,,Segment,5,4,Image 1,4,1,100000001,510000002401,
22,,Segment,5,2,Image 1,2,1,100000002,510000002408,
0,,Segment,5,4,Image 1,3,1,100000001,510000002420,
0,,Segment,5,4,Image 1,3,1,100000001,510000002437,
0,,Segment,5,5,Image 1,2,1,100000003,510000002459,
22,,Segment,5,4,Image 1,2,1,100000003,510000002463,
0,,Segment,5,3,Image 1,1,1,100000002,510000002465,
0,,Segment,5,3,Image 1,3,1,100000001,510000002484,
0,,Segment,5,1,Image 1,1,1,100000001,510000002508,
14,,Segment,5,4,Image 1,3,1,100000001,510000002513,
0,,Segment,5,3,Image 1,2,1,100000001,510000002522,
61,,Segment,5,5,Image 1,3,1,100000003,510000002524,
0,,Segment,5,2,Image 1,3,1,100000001,510000002542,
0,,Segment,5,1,Image 1,2,1,100000001,510000002555,
0,,Segment,5,0,Image 1,1,1,100000001,510000002567,
