
Segment Center Number of Voxel Ch=3 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
16,,Segment,3,7,Image 1,5,1,100000001,510000000018,
9,,Segment,3,6,Image 1,4,1,100000001,510000000026,
18,,Segment,3,5,Image 1,4,1,100000001,510000000043,
87,,Segment,3,4,Image 1,3,1,100000001,510000000129,
13,,Segment,3,3,Image 1,2,1,100000001,510000000141,
20,,Segment,3,2,Image 1,2,1,100000001,510000000160,
14,,Segment,3,1,Image 1,2,1,100000001,510000000173,
2,,Segment,3,0,Image 1,1,1,100000001,510000000181,
3,,Segment,3,7,Image 1,4,1,100000001,510000000201,
10,,Segment,3,7,Image 1,6,1,100000001,510000000210,
6,,Segment,3,6,Image 1,5,1,100000001,510000000215,
4,,Segment,3,7,Image 1,5,1,100000001,510000000218,
18,,Segment,3,5,Image 1,3,1,100000001,510000000235,
13,,Segment,3,25,Image 1,8,1,100000000,510000000247,
8,,Segment,3,24,Image 1,8,1,100000000,510000000254,
3,,Segment,3,23,Image 1,8,1,100000000,510000000256,
29,,Segment,3,22,Image 1,8,1,100000000,510000000284,
29,,Segment,3,21,Image 1,8,1,100000000,510000000312,
15,,Segment,3,20,Image 1,8,1,100000000,510000000326,
21,,Segment,3,19,Image 1,7,1,100000000,510000000346,
23,,Segment,3,18,Image 1,6,1,100000000,510000000368,
5,,Segment,3,17,Image 1,5,1,100000000,510000000372,
13,,Segment,3,16,Image 1,5,1,100000000,510000000384,
4,,Segment,3,15,Image 1,5,1,100000000,510000000387,
5,,Segment,3,14,Image 1,5,1,100000000,510000000391,
9,,Segment,3,13,Image 1,5,1,100000000,510000000399,
15,,Segment,3,12,Image 1,4,1,100000000,510000000413,
7,,Segment,3,10,Image 1,4,1,100000000,510000000420,
22,,Segment,3,9,Image 1,4,1,100000000,510000000441,
10,,Segment,3,8,Image 1,3,1,100000000,510000000450,
5,,Segment,3,7,Image 1,3,1,100000000,510000000454,
4,,Segment,3,6,Image 1,2,1,100000000,510000000457,
4,,Segment,3,5,Image 1,2,1,100000000,510000000460,
4,,Segment,3,4,Image 1,2,1,100000000,510000000463,
13,,Segment,3,3,Image 1,1,1,100000000,510000000475,
28,,Segment,3,2,Image 1,1,1,100000000,510000000502,
12,,Segment,3,1,Image 1,1,1,100000000,510000000513,
4,,Segment,3,0,Image 1,1,1,100000000,510000000518,
5,,Segment,3,25,Image 1,9,1,100000000,510000000552,
4,,Segment,3,24,Image 1,9,1,100000000,510000000555,
8,,Segment,3,23,Image 1,9,1,100000000,510000000562,
4,,Segment,3,23,Image 1,9,1,100000000,510000000565,
5,,Segment,3,22,Image 1,9,1,100000000,510000000569,
29,,Segment,3,21,Image 1,9,1,100000000,510000000597,
6,,Segment,3,20,Image 1,7,1,100000000,510000000602,
18,,Segment,3,7,Image 1,4,1,100000001,510000000619,
9,,Segment,3,6,Image 1,3,1,100000001,510000000627,
68,,Segment,3,5,Image 1,3,1,100000001,510000000694,
8,,Segment,3,4,Image 1,2,1,100000001,510000000701,
10,,Segment,3,2,Image 1,2,1,100000001,510000000711,
25,,Segment,3,1,Image 1,2,1,100000001,510000000735,
10,,Segment,3,0,Image 1,1,1,100000001,510000000760,
12,,Segment,3,7,Image 1,3,1,100000001,510000000781,
5,,Segment,3,6,Image 1,4,1,100000001,510000000785,
31,,Segment,3,2,Image 1,3,1,100000001,510000000815,
14,,Segment,3,5,Image 1,2,1,100000001,510000000828,
6,,Segment,3,3,Image 1,3,1,100000001,510000000833,
20,,Segment,3,4,Image 1,2,1,100000001,510000000853,
30,,Segment,3,3,Image 1,2,1,100000001,510000000882,
42,,Segment,3,2,Image 1,2,1,100000001,510000000923,
8,,Segment,3,1,Image 1,1,1,100000001,510000000930,
12,,Segment,3,4,Image 1,3,1,100000001,510000000941,
30,,Segment,3,5,Image 1,2,1,100000001,510000000970,
11,,Segment,3,4,Image 1,2,1,100000001,510000000980,
21,,Segment,3,3,Image 1,1,1,100000001,510000001000,
17,,Segment,3,2,Image 1,1,1,100000001,510000001016,
5,,Segment,3,3,Image 1,3,1,100000001,510000001020,
11,,Segment,3,5,Image 1,3,1,100000001,510000001030,
8,,Segment,3,5,Image 1,2,1,100000001,510000001038,
11,,Segment,3,4,Image 1,1,1,100000001,510000001048,
5,,Segment,3,5,Image 1,1,1,100000001,510000001052,
7,,Segment,3,10,Image 1,5,1,100000000,510000001058,
9,,Segment,3,3,Image 1,2,1,100000001,510000001066,
11,,Segment,3,20,Image 1,6,1,100000000,510000001076,
4,,Segment,3,19,Image 1,6,1,100000000,510000001079,
33,,Segment,3,20,Image 1,6,1,100000000,510000001111,
5,,Segment,3,19,Image 1,5,1,100000000,510000001115,
6,,Segment,3,18,Image 1,5,1,100000000,510000001120,
4,,Segment,3,20,Image 1,7,1,100000000,510000001123,
8,,Segment,3,15,Image 1,7,1,100000000,510000001130,
11,,Segment,3,14,Image 1,6,1,100000000,510000001140,
13,,Segment,3,13,Image 1,5,1,100000000,510000001152,
12,,Segment,3,12,Image 1,5,1,100000000,510000001163,
8,,Segment,3,18,Image 1,6,1,100000000,510000001169,
9,,Segment,3,17,Image 1,5,1,100000000,510000001177,
6,,Segment,3,16,Image 1,5,1,100000000,510000001182,
3,,Segment,3,15,Image 1,5,1,100000000,510000001184,
18,,Segment,3,14,Image 1,5,1,100000000,510000001201,
3,,Segment,3,18,Image 1,5,1,100000000,510000001206,
27,,Segment,3,12,Image 1,4,1,100000000,510000001232,
18,,Segment,3,11,Image 1,3,1,100000000,510000001249,
12,,Segment,3,9,Image 1,3,1,100000000,510000001261,
7,,Segment,3,8,Image 1,3,1,100000000,510000001267,
15,,Segment,3,20,Image 1,5,1,100000000,510000001282,
7,,Segment,3,17,Image 1,6,1,100000000,510000001288,
23,,Segment,3,16,Image 1,6,1,100000000,510000001310,
15,,Segment,3,15,Image 1,6,1,100000000,510000001324,
5,,Segment,3,14,Image 1,6,1,100000000,510000001328,
27,,Segment,3,13,Image 1,6,1,100000000,510000001354,
4,,Segment,3,12,Image 1,6,1,100000000,510000001357,
21,,Segment,3,11,Image 1,6,1,100000000,510000001377,
18,,Segment,3,10,Image 1,5,1,100000000,510000001394,
10,,Segment,3,9,Image 1,4,1,100000000,510000001403,
3,,Segment,3,8,Image 1,4,1,100000000,510000001405,
15,,Segment,3,17,Image 1,6,1,100000000,510000001419,
8,,Segment,3,15,Image 1,7,1,100000000,510000001426,
12,,Segment,3,15,Image 1,6,1,100000000,510000001437,
6,,Segment,3,15,Image 1,6,1,100000000,510000001442,
7,,Segment,3,17,Image 1,7,1,100000000,510000001448,
3,,Segment,3,16,Image 1,7,1,100000000,510000001450,
3,,Segment,3,15,Image 1,7,1,100000000,510000001452,
3,,Segment,3,14,Image 1,7,1,100000000,510000001454,
4,,Segment,3,16,Image 1,6,1,100000000,510000001457,
4,,Segment,3,19,Image 1,6,1,100000000,510000001460,
4,,Segment,3,17,Image 1,8,1,100000000,510000001463,
6,,Segment,3,16,Image 1,8,1,100000000,510000001468,
4,,Segment,3,15,Image 1,8,1,100000000,510000001471,
8,,Segment,3,13,Image 1,6,1,100000000,510000001478,
16,,Segment,3,13,Image 1,4,1,100000000,510000001493,
3,,Segment,3,15,Image 1,6,1,100000000,510000001495,
4,,Segment,3,14,Image 1,6,1,100000000,510000001498,
6,,Segment,3,12,Image 1,7,1,100000000,510000001503,
7,,Segment,3,13,Image 1,7,1,100000000,510000001509,
9,,Segment,3,11,Image 1,5,1,100000000,510000001517,
6,,Segment,3,14,Image 1,3,1,100000000,510000001522,
5,,Segment,3,13,Image 1,3,1,100000000,510000001526,
6,,Segment,3,12,Image 1,3,1,100000000,510000001531,
4,,Segment,3,14,Image 1,4,1,100000000,510000001534,
18,,Segment,3,5,Image 1,3,1,100000003,510000001551,
13,,Segment,3,4,Image 1,2,1,100000003,510000001563,
