
Soma Intensity Center Ch=3 Img=1
 ==================== 
Soma Intensity Center,Unit,Category,Channel,Image,Time,FilamentID,ID,
52,,Soma,3,Image 1,1,100000000,800000000,
44,,Soma,3,Image 1,1,100000001,800000001,
143,,Soma,3,Image 1,1,100000002,800000002,
0,,Soma,3,Image 1,1,100000003,800000003,
