
Soma Sphericity
 ==================== 
Soma Sphericity,Unit,Category,Time,FilamentID,ID,
0.666848,,Soma,1,100000000,800000000,
0.835682,,Soma,1,100000001,800000001,
0.776848,,Soma,1,100000002,800000002,
0.514521,,Soma,1,100000003,800000003,
