
Spine Terminal Pt Intensity Center Ch=5 Img=1
 ==================== 
Spine Terminal Pt Intensity Center,Unit,Category,Channel,Depth,Image,Time,FilamentID,ID,
162,,Spine,5,0,Image 1,1,100000003,610000003281,
117,,Spine,5,0,Image 1,1,100000003,610000003284,
0,,Spine,5,2,Image 1,1,100000003,610000003287,
63,,Spine,5,10,Image 1,1,100000000,610000003291,
0,,Spine,5,6,Image 1,1,,610000003293,
0,,Spine,5,16,Image 1,1,100000000,610000003297,
28,,Spine,5,11,Image 1,1,100000000,610000003299,
0,,Spine,5,1,Image 1,1,100000001,610000003301,
0,,Spine,5,3,Image 1,1,100000002,610000003303,
0,,Spine,5,16,Image 1,1,100000000,610000003306,
0,,Spine,5,1,Image 1,1,100000000,610000003310,
0,,Spine,5,2,Image 1,1,100000001,610000003314,
0,,Spine,5,10,Image 1,1,100000000,610000003317,
0,,Spine,5,6,Image 1,1,,610000003319,
0,,Spine,5,5,Image 1,1,100000000,610000003323,
0,,Spine,5,3,Image 1,1,100000001,610000003326,
0,,Spine,5,23,Image 1,1,,610000003328,
0,,Spine,5,23,Image 1,1,,610000003332,
0,,Spine,5,3,Image 1,1,100000002,610000003339,
5,,Spine,5,1,Image 1,1,,610000003418,
0,,Spine,5,3,Image 1,1,,610000003418,
0,,Spine,5,4,Image 1,1,,610000003419,
0,,Spine,5,1,Image 1,1,,610000003419,
0,,Spine,5,2,Image 1,1,,610000003419,
0,,Spine,5,6,Image 1,1,,610000003420,
0,,Spine,5,2,Image 1,1,,610000003420,
0,,Spine,5,3,Image 1,1,,610000003421,
125,,Spine,5,12,Image 1,1,,610000003421,
0,,Spine,5,3,Image 1,1,,610000003422,
0,,Spine,5,11,Image 1,1,,610000003422,
0,,Spine,5,1,Image 1,1,,610000003423,
0,,Spine,5,10,Image 1,1,,610000003423,
0,,Spine,5,8,Image 1,1,,610000003424,
0,,Spine,5,5,Image 1,1,,610000003424,
0,,Spine,5,7,Image 1,1,,610000003425,
102,,Spine,5,13,Image 1,1,,610000003425,
0,,Spine,5,1,Image 1,1,,610000003426,
0,,Spine,5,13,Image 1,1,,610000003426,
0,,Spine,5,6,Image 1,1,,610000003427,
114,,Spine,5,12,Image 1,1,,610000003427,
0,,Spine,5,6,Image 1,1,,610000003428,
0,,Spine,5,16,Image 1,1,,610000003428,
0,,Spine,5,6,Image 1,1,,610000003429,
0,,Spine,5,20,Image 1,1,,610000003429,
0,,Spine,5,20,Image 1,1,,610000003430,
0,,Spine,5,23,Image 1,1,,610000003431,
