
Soma Ellipticity (prolate)
 ==================== 
Soma Ellipticity (prolate),Unit,Category,Time,FilamentID,ID,
0.160582,,Soma,1,100000000,800000000,
0.66836,,Soma,1,100000001,800000001,
0.676543,,Soma,1,100000002,800000002,
0.525431,,Soma,1,100000003,800000003,
