
Spine Center Intensity Min Ch=2 Img=1
 ==================== 
Spine Center Intensity Min,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
6,,Spine,2,0,Image 1,1,1,100000003,610000003281,
21,,Spine,2,0,Image 1,1,1,100000003,610000003284,
6,,Spine,2,2,Image 1,2,1,100000003,610000003287,
13,,Spine,2,10,Image 1,4,1,100000000,610000003291,
33,,Spine,2,6,Image 1,2,1,100000001,610000003294,
60,,Spine,2,16,Image 1,6,1,100000000,610000003297,
32,,Spine,2,11,Image 1,4,1,100000000,610000003299,
37,,Spine,2,1,Image 1,2,1,100000001,610000003301,
65,,Spine,2,3,Image 1,2,1,100000002,610000003303,
59,,Spine,2,16,Image 1,6,1,100000000,610000003306,
60,,Spine,2,1,Image 1,2,1,100000000,610000003310,
18,,Spine,2,2,Image 1,2,1,100000001,610000003314,
31,,Spine,2,10,Image 1,4,1,100000000,610000003317,
129,,Spine,2,6,Image 1,2,1,100000001,610000003320,
80,,Spine,2,5,Image 1,2,1,100000000,610000003323,
74,,Spine,2,3,Image 1,1,1,100000001,610000003326,
114,,Spine,2,1,Image 1,2,1,100000000,610000003330,
76,,Spine,2,1,Image 1,2,1,100000000,610000003333,
76,,Spine,2,3,Image 1,1,1,100000002,610000003339,
108,,Spine,2,6,Image 1,2,1,100000001,610000003341,
86,,Spine,2,6,Image 1,2,1,100000001,610000003343,
107,,Spine,2,2,Image 1,2,1,100000003,610000003358,
45,,Spine,2,23,Image 1,9,1,100000000,610000003377,
89,,Spine,2,20,Image 1,6,1,100000000,610000003378,
36,,Spine,2,20,Image 1,5,1,100000000,610000003379,
59,,Spine,2,16,Image 1,6,1,100000000,610000003380,
68,,Spine,2,12,Image 1,4,1,100000000,610000003381,
35,,Spine,2,13,Image 1,5,1,100000000,610000003382,
27,,Spine,2,13,Image 1,6,1,100000000,610000003383,
38,,Spine,2,8,Image 1,4,1,100000000,610000003384,
41,,Spine,2,12,Image 1,4,1,100000000,610000003385,
21,,Spine,2,11,Image 1,3,1,100000000,610000003386,
61,,Spine,2,10,Image 1,4,1,100000000,610000003387,
46,,Spine,2,6,Image 1,3,1,100000000,610000003388,
39,,Spine,2,2,Image 1,1,1,100000000,610000003389,
117,,Spine,2,1,Image 1,1,1,100000000,610000003390,
108,,Spine,2,2,Image 1,2,1,100000001,610000003393,
65,,Spine,2,3,Image 1,2,1,100000001,610000003394,
140,,Spine,2,1,Image 1,1,1,100000001,610000003395,
31,,Spine,2,6,Image 1,2,1,100000001,610000003397,
94,,Spine,2,1,Image 1,2,1,100000001,610000003398,
92,,Spine,2,7,Image 1,3,1,100000001,610000003401,
55,,Spine,2,5,Image 1,3,1,100000001,610000003402,
18,,Spine,2,1,Image 1,2,1,100000001,610000003403,
33,,Spine,2,3,Image 1,3,1,100000001,610000003404,
12,,Spine,2,3,Image 1,2,1,100000001,610000003405,
48,,Spine,2,1,Image 1,2,1,100000002,610000003409,
10,,Spine,2,4,Image 1,3,1,100000002,610000003410,
44,,Spine,2,1,Image 1,2,1,100000003,610000003411,
