
Spine Intensity Max Ch=1 Img=1
 ==================== 
Spine Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
206,,Spine,1,0,Image 1,1,1,100000003,610000003281,
119,,Spine,1,0,Image 1,1,1,100000003,610000003284,
57,,Spine,1,2,Image 1,2,1,100000003,610000003287,
111,,Spine,1,10,Image 1,4,1,100000000,610000003291,
11,,Spine,1,6,Image 1,2,1,100000001,610000003294,
63,,Spine,1,16,Image 1,6,1,100000000,610000003297,
71,,Spine,1,11,Image 1,4,1,100000000,610000003299,
6,,Spine,1,1,Image 1,2,1,100000001,610000003301,
39,,Spine,1,3,Image 1,2,1,100000002,610000003303,
63,,Spine,1,16,Image 1,6,1,100000000,610000003306,
39,,Spine,1,1,Image 1,2,1,100000000,610000003310,
6,,Spine,1,2,Image 1,2,1,100000001,610000003314,
70,,Spine,1,10,Image 1,4,1,100000000,610000003317,
8,,Spine,1,6,Image 1,2,1,100000001,610000003320,
19,,Spine,1,5,Image 1,2,1,100000000,610000003323,
79,,Spine,1,3,Image 1,1,1,100000001,610000003326,
12,,Spine,1,1,Image 1,2,1,100000000,610000003330,
9,,Spine,1,1,Image 1,2,1,100000000,610000003333,
14,,Spine,1,3,Image 1,1,1,100000002,610000003339,
7,,Spine,1,6,Image 1,2,1,100000001,610000003341,
7,,Spine,1,6,Image 1,2,1,100000001,610000003343,
97,,Spine,1,2,Image 1,2,1,100000003,610000003358,
9,,Spine,1,23,Image 1,9,1,100000000,610000003377,
8,,Spine,1,20,Image 1,6,1,100000000,610000003378,
149,,Spine,1,20,Image 1,5,1,100000000,610000003379,
63,,Spine,1,16,Image 1,6,1,100000000,610000003380,
170,,Spine,1,12,Image 1,4,1,100000000,610000003381,
128,,Spine,1,13,Image 1,5,1,100000000,610000003382,
59,,Spine,1,13,Image 1,6,1,100000000,610000003383,
20,,Spine,1,8,Image 1,4,1,100000000,610000003384,
179,,Spine,1,12,Image 1,4,1,100000000,610000003385,
6,,Spine,1,11,Image 1,3,1,100000000,610000003386,
14,,Spine,1,10,Image 1,4,1,100000000,610000003387,
6,,Spine,1,6,Image 1,3,1,100000000,610000003388,
9,,Spine,1,2,Image 1,1,1,100000000,610000003389,
57,,Spine,1,1,Image 1,1,1,100000000,610000003390,
8,,Spine,1,2,Image 1,2,1,100000001,610000003393,
24,,Spine,1,3,Image 1,2,1,100000001,610000003394,
19,,Spine,1,1,Image 1,1,1,100000001,610000003395,
6,,Spine,1,6,Image 1,2,1,100000001,610000003397,
13,,Spine,1,1,Image 1,2,1,100000001,610000003398,
29,,Spine,1,7,Image 1,3,1,100000001,610000003401,
7,,Spine,1,5,Image 1,3,1,100000001,610000003402,
13,,Spine,1,1,Image 1,2,1,100000001,610000003403,
9,,Spine,1,3,Image 1,3,1,100000001,610000003404,
25,,Spine,1,3,Image 1,2,1,100000001,610000003405,
133,,Spine,1,1,Image 1,2,1,100000002,610000003409,
37,,Spine,1,4,Image 1,3,1,100000002,610000003410,
182,,Spine,1,1,Image 1,2,1,100000003,610000003411,
