
Segment Branch Depth
 ==================== 
Segment Branch Depth,Unit,Category,Depth,Level,Time,FilamentID,ID,
7,,Segment,7,5,1,100000001,510000000018,
6,,Segment,6,4,1,100000001,510000000026,
5,,Segment,5,4,1,100000001,510000000043,
4,,Segment,4,3,1,100000001,510000000129,
3,,Segment,3,2,1,100000001,510000000141,
2,,Segment,2,2,1,100000001,510000000160,
1,,Segment,1,2,1,100000001,510000000173,
0,,Segment,0,1,1,100000001,510000000181,
7,,Segment,7,4,1,100000001,510000000201,
7,,Segment,7,6,1,100000001,510000000210,
6,,Segment,6,5,1,100000001,510000000215,
7,,Segment,7,5,1,100000001,510000000218,
5,,Segment,5,3,1,100000001,510000000235,
25,,Segment,25,8,1,100000000,510000000247,
24,,Segment,24,8,1,100000000,510000000254,
23,,Segment,23,8,1,100000000,510000000256,
22,,Segment,22,8,1,100000000,510000000284,
21,,Segment,21,8,1,100000000,510000000312,
20,,Segment,20,8,1,100000000,510000000326,
19,,Segment,19,7,1,100000000,510000000346,
18,,Segment,18,6,1,100000000,510000000368,
17,,Segment,17,5,1,100000000,510000000372,
16,,Segment,16,5,1,100000000,510000000384,
15,,Segment,15,5,1,100000000,510000000387,
14,,Segment,14,5,1,100000000,510000000391,
13,,Segment,13,5,1,100000000,510000000399,
12,,Segment,12,4,1,100000000,510000000413,
10,,Segment,10,4,1,100000000,510000000420,
9,,Segment,9,4,1,100000000,510000000441,
8,,Segment,8,3,1,100000000,510000000450,
7,,Segment,7,3,1,100000000,510000000454,
6,,Segment,6,2,1,100000000,510000000457,
5,,Segment,5,2,1,100000000,510000000460,
4,,Segment,4,2,1,100000000,510000000463,
3,,Segment,3,1,1,100000000,510000000475,
2,,Segment,2,1,1,100000000,510000000502,
1,,Segment,1,1,1,100000000,510000000513,
0,,Segment,0,1,1,100000000,510000000518,
25,,Segment,25,9,1,100000000,510000000552,
24,,Segment,24,9,1,100000000,510000000555,
23,,Segment,23,9,1,100000000,510000000562,
