
Spine Branchings
 ==================== 
Spine Branchings,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,,Spine,0,1,1,100000003,610000003281,
0,,Spine,0,1,1,100000003,610000003284,
0,,Spine,2,2,1,100000003,610000003287,
0,,Spine,10,4,1,100000000,610000003291,
0,,Spine,6,2,1,100000001,610000003294,
0,,Spine,16,6,1,100000000,610000003297,
0,,Spine,11,4,1,100000000,610000003299,
0,,Spine,1,2,1,100000001,610000003301,
0,,Spine,3,2,1,100000002,610000003303,
0,,Spine,16,6,1,100000000,610000003306,
0,,Spine,1,2,1,100000000,610000003310,
0,,Spine,2,2,1,100000001,610000003314,
0,,Spine,10,4,1,100000000,610000003317,
0,,Spine,6,2,1,100000001,610000003320,
0,,Spine,5,2,1,100000000,610000003323,
0,,Spine,3,1,1,100000001,610000003326,
0,,Spine,23,9,1,100000000,610000003330,
0,,Spine,23,9,1,100000000,610000003333,
0,,Spine,3,1,1,100000002,610000003339,
0,,Spine,6,2,1,100000001,610000003341,
0,,Spine,6,2,1,100000001,610000003343,
0,,Spine,2,2,1,100000003,610000003358,
0,,Spine,23,9,1,100000000,610000003377,
0,,Spine,20,6,1,100000000,610000003378,
0,,Spine,20,5,1,100000000,610000003379,
0,,Spine,16,6,1,100000000,610000003380,
0,,Spine,12,4,1,100000000,610000003381,
0,,Spine,13,5,1,100000000,610000003382,
0,,Spine,13,6,1,100000000,610000003383,
0,,Spine,8,4,1,100000000,610000003384,
0,,Spine,12,4,1,100000000,610000003385,
0,,Spine,11,3,1,100000000,610000003386,
0,,Spine,10,4,1,100000000,610000003387,
0,,Spine,6,3,1,100000000,610000003388,
0,,Spine,2,1,1,100000000,610000003389,
0,,Spine,1,1,1,100000000,610000003390,
0,,Spine,2,2,1,100000001,610000003393,
0,,Spine,3,2,1,100000001,610000003394,
0,,Spine,1,1,1,100000001,610000003395,
0,,Spine,6,2,1,100000001,610000003397,
0,,Spine,1,2,1,100000001,610000003398,
0,,Spine,7,3,1,100000001,610000003401,
0,,Spine,5,3,1,100000001,610000003402,
0,,Spine,1,2,1,100000001,610000003403,
0,,Spine,3,3,1,100000001,610000003404,
0,,Spine,3,2,1,100000001,610000003405,
0,,Spine,1,2,1,100000002,610000003409,
0,,Spine,4,3,1,100000002,610000003410,
0,,Spine,1,2,1,100000003,610000003411,
