
Spine Position Z
 ==================== 
Spine Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1374,µm,Spine,Spine Position,0,1,1,100000003,610000003281,
1374.33,µm,Spine,Spine Position,0,1,1,100000003,610000003284,
1373.21,µm,Spine,Spine Position,2,2,1,100000003,610000003287,
1374.07,µm,Spine,Spine Position,10,4,1,100000000,610000003291,
1374.74,µm,Spine,Spine Position,6,2,1,100000001,610000003294,
1373.22,µm,Spine,Spine Position,16,6,1,100000000,610000003297,
1375.17,µm,Spine,Spine Position,11,4,1,100000000,610000003299,
1374.58,µm,Spine,Spine Position,1,2,1,100000001,610000003301,
1374.06,µm,Spine,Spine Position,3,2,1,100000002,610000003303,
1373.23,µm,Spine,Spine Position,16,6,1,100000000,610000003306,
1376.26,µm,Spine,Spine Position,1,2,1,100000000,610000003310,
1375.43,µm,Spine,Spine Position,2,2,1,100000001,610000003314,
1374.98,µm,Spine,Spine Position,10,4,1,100000000,610000003317,
1374.85,µm,Spine,Spine Position,6,2,1,100000001,610000003320,
1376.03,µm,Spine,Spine Position,5,2,1,100000000,610000003323,
1375.3,µm,Spine,Spine Position,3,1,1,100000001,610000003326,
1376.77,µm,Spine,Spine Position,23,9,1,100000000,610000003330,
1376.65,µm,Spine,Spine Position,23,9,1,100000000,610000003333,
1372.88,µm,Spine,Spine Position,3,1,1,100000002,610000003339,
1374.35,µm,Spine,Spine Position,6,2,1,100000001,610000003341,
1374.15,µm,Spine,Spine Position,6,2,1,100000001,610000003343,
1372.55,µm,Spine,Spine Position,2,2,1,100000003,610000003358,
1376.01,µm,Spine,Spine Position,23,9,1,100000000,610000003377,
1374.21,µm,Spine,Spine Position,20,6,1,100000000,610000003378,
1372.78,µm,Spine,Spine Position,20,5,1,100000000,610000003379,
1373.23,µm,Spine,Spine Position,16,6,1,100000000,610000003380,
1375.21,µm,Spine,Spine Position,12,4,1,100000000,610000003381,
1375.18,µm,Spine,Spine Position,13,5,1,100000000,610000003382,
1375.09,µm,Spine,Spine Position,13,6,1,100000000,610000003383,
1374.95,µm,Spine,Spine Position,8,4,1,100000000,610000003384,
1374.5,µm,Spine,Spine Position,12,4,1,100000000,610000003385,
1375.06,µm,Spine,Spine Position,11,3,1,100000000,610000003386,
1374.2,µm,Spine,Spine Position,10,4,1,100000000,610000003387,
1376.38,µm,Spine,Spine Position,6,3,1,100000000,610000003388,
1376.31,µm,Spine,Spine Position,2,1,1,100000000,610000003389,
1376.46,µm,Spine,Spine Position,1,1,1,100000000,610000003390,
1374.67,µm,Spine,Spine Position,2,2,1,100000001,610000003393,
1373.46,µm,Spine,Spine Position,3,2,1,100000001,610000003394,
1374.03,µm,Spine,Spine Position,1,1,1,100000001,610000003395,
1376.08,µm,Spine,Spine Position,6,2,1,100000001,610000003397,
1375.35,µm,Spine,Spine Position,1,2,1,100000001,610000003398,
1372.94,µm,Spine,Spine Position,7,3,1,100000001,610000003401,
1372.94,µm,Spine,Spine Position,5,3,1,100000001,610000003402,
1373.47,µm,Spine,Spine Position,1,2,1,100000001,610000003403,
1374.98,µm,Spine,Spine Position,3,3,1,100000001,610000003404,
1375.59,µm,Spine,Spine Position,3,2,1,100000001,610000003405,
1373.96,µm,Spine,Spine Position,1,2,1,100000002,610000003409,
1373.46,µm,Spine,Spine Position,4,3,1,100000002,610000003410,
1374.64,µm,Spine,Spine Position,1,2,1,100000003,610000003411,
